Aluno_ID,Distrito,Matematica_A,Economia_A,Portugues,MACS,Nota_Interna,Fisica_Quimica_A,Biologia_Geologia,Desenho_A,HCA,Historia_A,Geografia_A,Geometria_Descritiva_A,Historia_B,Ingles,Literatura_Portuguesa,Espanhol_Iniciacao,Filosofia,Frances,Espanhol_Continuacao,Mandarim_Iniciacao,Alemao,Portugues_LNM,Latim_A,Matematica_B,Portugues_L2
2022_53160,Lisboa,,,185,176.0,196,,,,,176.0,,,,,,,,,,,,,,,
2022_53161,Lisboa,145.0,,117,,141,126.0,,,,,,127.0,,,,,,,,,,,,,
2022_53162,Porto,,,109,,131,,,136.0,115.0,,,,,,,,,,,,,,,,
2022_53163,Outro,160.0,148.0,130,,151,,,,,,125.0,,,,,,,,,,,,,,
2022_53164,Outro,177.0,168.0,149,,175,,,,,,141.0,,,,,,,,,,,,,,
2022_53165,Braga,160.0,,137,,165,158.0,138.0,,,,,,,,,,,,,,,,,,
2022_53166,Coimbra,165.0,,150,,183,167.0,168.0,,,,,,,,,,,,,,,,,,
2022_53167,Braga,,,196,,200,,,,,200.0,,,,,200.0,,,,,,,,,,
2022_53168,Braga,155.0,,117,,144,129.0,132.0,,,,,,,,,,,,,,,,,,
2022_53169,Porto,168.0,,142,,171,160.0,176.0,,,,,,,,,,,,,,,,,,
2022_53170,Coimbra,,,138,,174,,,170.0,163.0,,,,,,,,,,,,,,,,
2022_53171,Porto,,,130,,150,,,,,132.0,,,,166.0,,,,,,,,,,,
2022_53172,Leiria,116.0,,107,,125,119.0,106.0,,,,,,,,,,,,,,,,,,
2022_53173,Outro,140.0,,121,,146,142.0,116.0,,,,,,,,,,,,,,,,,,
2022_53174,Leiria,,,130,,163,,,,,139.0,,,,166.0,,,,,,,,,,,
2022_53175,Coimbra,166.0,,152,,172,157.0,151.0,,,,,,,,,,,,,,,,,,
2022_53176,Outro,,,125,,157,,,156.0,142.0,,,,,,,,,,,,,,,,
2022_53177,Braga,157.0,148.0,118,131.0,149,,,,,,,,,,,,,,,,,,,,
2022_53178,Lisboa,151.0,140.0,129,,148,,,,,,130.0,,,,,,,,,,,,,,
2022_53179,Lisboa,,,113,,145,,,156.0,125.0,,,,,,,,,,,,,,,,
2022_53180,Faro,148.0,,125,,146,132.0,126.0,,,,,,,,,,,,,,,,,,
2022_53181,Lisboa,151.0,137.0,115,125.0,145,,,,,,,,,,,,,,,,,,,,
2022_53182,Lisboa,,,135,,149,,,,,144.0,127.0,,,,,,,,,,,,,,
2022_53183,Lisboa,168.0,,139,,164,151.0,138.0,,,,,,,,,,,,,,,,,,
2022_53184,Outro,130.0,137.0,109,,142,,,,,,122.0,,,,,,,,,,,,,,
2022_53185,Setúbal,,,196,,200,,,200.0,,,,200.0,,,,,,,,,,,,,
2022_53186,Setúbal,133.0,,120,,144,145.0,130.0,,,,,,,,,,,,,,,,,,
2022_53187,Leiria,,,146,,154,,,,,151.0,137.0,,,,,,,,,,,,,,
2022_53188,Braga,179.0,177.0,161,,185,,,,,,169.0,,,,,,,,,,,,,,
2022_53189,Braga,,,95,,122,,,,,108.0,112.0,,,,,,,,,,,,,,
2022_53190,Braga,146.0,,135,,160,141.0,117.0,,,,,,,,,,,,,,,,,,
2022_53191,Lisboa,169.0,,157,,177,178.0,150.0,,,,,,,,,,,,,,,,,,
2022_53192,Setúbal,155.0,,119,,144,138.0,,,,,,109.0,,,,,,,,,,,,,
2022_53193,Porto,165.0,,143,,174,156.0,,,,,,175.0,,,,,,,,,,,,,
2022_53194,Outro,,,152,,195,,,,,200.0,,,,200.0,,,,,,,,,,,
2022_53195,Outro,200.0,,196,,200,199.0,,,,,,196.0,,,,,,,,,,,,,
2022_53196,Braga,200.0,,147,,192,196.0,155.0,,,,,,,,,,,,,,,,,,
2022_53197,Setúbal,132.0,,118,,141,145.0,111.0,,,,,,,,,,,,,,,,,,
2022_53198,Braga,131.0,,125,,150,129.0,136.0,,,,,,,,,,,,,,,,,,
2022_53199,Outro,140.0,,119,,141,141.0,125.0,,,,,,,,,,,,,,,,,,
2022_53200,Leiria,132.0,,105,,124,127.0,,,,,,84.0,,,,,,,,,,,,,
2022_53201,Outro,,,96,,125,,,,,116.0,,,,148.0,,,,,,,,,,,
2022_53202,Braga,197.0,,166,,195,167.0,,,,,,200.0,,,,,,,,,,,,,
2022_53203,Lisboa,118.0,,115,,131,121.0,108.0,,,,,,,,,,,,,,,,,,
2022_53204,Outro,159.0,150.0,128,,159,,,,,,135.0,,,,,,,,,,,,,,
2022_53205,Lisboa,141.0,,126,,152,140.0,,,,,,125.0,,,,,,,,,,,,,
2022_53206,Porto,,,118,,151,,,,,135.0,,,,156.0,,,,,,,,,,,
2022_53207,Braga,,,109,,134,,,,,129.0,,,,,119.0,,,,,,,,,,
2022_53208,Outro,190.0,,157,,196,179.0,165.0,,,,,,,,,,,,,,,,,,
2022_53209,Outro,,,90,82.0,107,,,,,116.0,,,,,,,,,,,,,,,
2022_53210,Lisboa,,,141,159.0,165,,,,,151.0,,,,,,,,,,,,,,,
2022_53211,Outro,,,88,,113,,,118.0,105.0,,,,,,,,,,,,,,,,
2022_53212,Braga,84.0,,86,,100,86.0,,,,,,85.0,,,,,,,,,,,,,
2022_53213,Lisboa,,,155,,185,,,,,172.0,,,,,177.0,,,,,,,,,,
2022_53214,Outro,122.0,,96,,116,116.0,,,,,,86.0,,,,,,,,,,,,,
2022_53215,Lisboa,,,141,,168,,,,,148.0,,,,181.0,,,,,,,,,,,
2022_53216,Porto,165.0,,130,,162,161.0,135.0,,,,,,,,,,,,,,,,,,
2022_53217,Lisboa,,,142,156.0,170,,,,,156.0,,,,,,,,,,,,,,,
2022_53218,Lisboa,183.0,,175,,191,171.0,172.0,,,,,,,,,,,,,,,,,,
2022_53219,Porto,159.0,,130,,162,159.0,134.0,,,,,,,,,,,,,,,,,,
2022_53220,Faro,179.0,,130,,168,168.0,139.0,,,,,,,,,,,,,,,,,,
2022_53221,Outro,98.0,,76,,105,83.0,74.0,,,,,,,,,,,,,,,,,,
2022_53222,Faro,147.0,,115,,140,125.0,108.0,,,,,,,,,,,,,,,,,,
2022_53223,Porto,147.0,,115,,143,137.0,,,,,,149.0,,,,,,,,,,,,,
2022_53224,Porto,,,145,136.0,158,,,,,147.0,,,,,,,,,,,,,,,
2022_53225,Lisboa,193.0,156.0,151,140.0,175,,,,,,,,,,,,,,,,,,,,
2022_53226,Porto,95.0,107.0,90,81.0,105,,,,,,,,,,,,,,,,,,,,
2022_53227,Outro,135.0,,120,,138,122.0,,,,,,109.0,,,,,,,,,,,,,
2022_53228,Porto,124.0,,106,,133,128.0,119.0,,,,,,,,,,,,,,,,,,
2022_53229,Porto,146.0,,132,,141,136.0,129.0,,,,,,,,,,,,,,,,,,
2022_53230,Lisboa,185.0,,156,,191,174.0,,,,,,173.0,,,,,,,,,,,,,
2022_53231,Outro,178.0,,150,,189,189.0,177.0,,,,,,,,,,,,,,,,,,
2022_53232,Braga,,,132,,154,,,161.0,,,,136.0,,,,,,,,,,,,,
2022_53233,Lisboa,182.0,182.0,141,,184,,,,,,147.0,,,,,,,,,,,,,,
2022_53234,Leiria,,,147,,190,,,,,178.0,,,,200.0,,,,,,,,,,,
2022_53235,Lisboa,117.0,,97,,122,105.0,104.0,,,,,,,,,,,,,,,,,,
2022_53236,Braga,,,125,110.0,146,,,,,139.0,,,,,,,,,,,,,,,
2022_53237,Outro,170.0,,146,,163,162.0,146.0,,,,,,,,,,,,,,,,,,
2022_53238,Braga,,,159,,192,,,190.0,181.0,,,,,,,,,,,,,,,,
2022_53239,Porto,,,100,,119,,,,,118.0,112.0,,,,,,,,,,,,,,
2022_53240,Setúbal,189.0,,196,,195,199.0,162.0,,,,,,,,,,,,,,,,,,
2022_53241,Lisboa,191.0,179.0,145,,183,,,,,,148.0,,,,,,,,,,,,,,
2022_53242,Outro,168.0,,128,,159,158.0,,,,,,147.0,,,,,,,,,,,,,
2022_53243,Faro,196.0,,196,,200,173.0,,,,,,200.0,,,,,,,,,,,,,
2022_53244,Braga,,,97,,120,,,,,107.0,,,,,109.0,,,,,,,,,,
2022_53245,Lisboa,,,97,,144,,,,,125.0,,,,155.0,,,,,,,,,,,
2022_53246,Lisboa,,,126,,160,,,,,142.0,,,,176.0,,,,,,,,,,,
2022_53247,Lisboa,172.0,,145,,170,156.0,132.0,,,,,,,,,,,,,,,,,,
2022_53248,Outro,140.0,,117,,139,137.0,,,,,,126.0,,,,,,,,,,,,,
2022_53249,Outro,,157.0,125,148.0,154,,,,,144.0,,,,,,,,,,,,,,,
2022_53250,Outro,,,107,,131,,,,,122.0,115.0,,,,,,,,,,,,,,
2022_53251,Lisboa,48.0,,79,,100,54.0,61.0,,,,,,,,,,,,,,,,,,
2022_53252,Outro,,,165,,200,,,191.0,,,,192.0,,,,,,,,,,,,,
2022_53253,Lisboa,152.0,,135,,153,145.0,126.0,,,,,,,,,,,,,,,,,,126.0
2022_53254,Porto,,,135,,160,,,,,145.0,,,,,152.0,,,,,,,,,,
2022_53255,Porto,186.0,,154,,174,164.0,163.0,,,,,,,,,,,,,,,,,,
2022_53256,Coimbra,,,96,,127,,,,,116.0,,,,137.0,,,,,,,,,,,
2022_53257,Lisboa,148.0,,145,,159,147.0,146.0,,,,,,,,,,,,,,,,,,
2022_53258,Lisboa,,,120,109.0,128,,,,,133.0,,,,,,,,,,,,,,,
2022_53259,Outro,,,196,,199,,,,,200.0,,,,,168.0,,,,,,,,,,
2022_53260,Outro,,,126,,173,,,170.0,,,,163.0,,,,,,,,,,,,,
2022_53261,Lisboa,,,106,98.0,123,,,,,126.0,,,,,,,,,,,,,,,
2022_53262,Outro,,,95,,107,,,,,106.0,90.0,,,,,,,,,,,,,,
2022_53263,Porto,,,140,,189,,,193.0,,,,198.0,,,,,,,,,,,,,
2022_53264,Porto,147.0,,119,,140,136.0,118.0,,,,,,,,,,,,,,,,,,
2022_53265,Lisboa,,,136,,172,,,175.0,,,,161.0,,,,,,,,,,,,,
2022_53266,Outro,,,119,117.0,137,,,,,138.0,,,,,,,,,,,,,,,
2022_53267,Porto,,,76,,102,,,,,101.0,,,,,86.0,,,,,,,,,,
2022_53268,Porto,140.0,,111,,145,130.0,107.0,,,,,,,,,,,,,,,,,,
2022_53269,Lisboa,,,155,,186,,,,,183.0,,,,,176.0,,,,,,,,,,
2022_53270,Porto,,,131,,154,,,163.0,138.0,,,,,,,,,,,,,,,,
2022_53271,Lisboa,143.0,,120,,145,137.0,,,,,,149.0,,,,,,,,,,,,,
2022_53272,Porto,,,125,,158,,,,,133.0,,,,167.0,,,,,,,,,,,
2022_53273,Porto,,,155,,184,,,186.0,160.0,,,,,,,,,,,,,,,,
2022_53274,Leiria,,,98,,122,,,,,112.0,,,,,112.0,,,,,,,,,,
2022_53275,Porto,,,132,137.0,148,,,,,134.0,,,,,,,,,,,,,,,
2022_53276,Braga,105.0,,95,,104,102.0,,,,,,75.0,,,,,,,,,,,,,
2022_53277,Outro,176.0,,155,,179,170.0,171.0,,,,,,,,,,,,,,,,,,
2022_53278,Porto,145.0,,115,,144,131.0,119.0,,,,,,,,,,,,,,,,,,
2022_53279,Braga,154.0,,127,,170,155.0,140.0,,,,,,,,,,,,,,,,,,
2022_53280,Lisboa,87.0,,100,,106,89.0,89.0,,,,,,,,,,,,,,,,,,
2022_53281,Lisboa,200.0,,170,,200,199.0,,,,,,200.0,,,,,,,,,,,,,
2022_53282,Porto,160.0,,126,,162,161.0,,,,,,148.0,,,,,,,,,,,,,
2022_53283,Lisboa,188.0,,143,,181,156.0,140.0,,,,,,,,,,,,,193.0,,,,,
2022_53284,Outro,199.0,,196,,200,199.0,197.0,,,,,,,,,,,,,,,,,,
2022_53285,Braga,81.0,,77,,100,95.0,82.0,,,,,,,,,,,,,,,,,,
2022_53286,Leiria,,,110,,131,,,,,122.0,,,,,116.0,,,,,,,,,,
2022_53287,Lisboa,,,135,148.0,158,,,,,150.0,,,,,,,,,,,,,,,
2022_53288,Outro,177.0,,161,,187,155.0,,,,,,198.0,,,,,,,,,,,,,
2022_53289,Outro,185.0,,145,,182,166.0,151.0,,,,,,,,,,,,,,,,,,
2022_53290,Braga,168.0,,165,,185,180.0,150.0,,,,,,,,,,,,,,,,,,
2022_53291,Lisboa,,,160,,184,,,185.0,166.0,,,,,,,,,,,,,,,,
2022_53292,Braga,178.0,,141,,167,172.0,145.0,,,,,,,,,,,,,,,,,,
2022_53293,Braga,,,96,,109,,,,,114.0,99.0,,,,,,,,,,,,,,
2022_53294,Faro,171.0,170.0,167,170.0,179,,,,,,,,,,,,,,,,,,,,
2022_53295,Porto,199.0,173.0,141,,188,,,,,,170.0,,,,,,,,,,,,,,
2022_53296,Outro,170.0,,155,,191,181.0,,,,,,175.0,,,,,,,,,,,,,
2022_53297,Lisboa,200.0,,196,,200,194.0,169.0,,,,,,,,,,,,,,,,,,
2022_53298,Outro,175.0,,140,,167,165.0,,,,,,147.0,,,,,,,,,,,,,
2022_53299,Outro,146.0,133.0,126,,145,,,,,,121.0,,,,,,,,,,,,,,
2022_53300,Outro,,,146,,166,,,,,151.0,141.0,,,,,,,,,,,,,,
2022_53301,Braga,157.0,,120,,148,139.0,129.0,,,,,,,,,,,,,,,,,,
2022_53302,Coimbra,,,95,,118,,,128.0,95.0,,,,,,,,,,,,,,,,
2022_53303,Outro,50.0,,13,,100,42.0,0.0,,,,,,,,,,,,,,,,,,
2022_53304,Braga,,,195,,200,,,,,200.0,,,,192.0,,,,,,,,,,,
2022_53305,Outro,175.0,155.0,142,148.0,169,,,,,,,,,,,,,,,,,,,,
2022_53306,Lisboa,143.0,,116,,147,146.0,108.0,,,,,,,,,,,,,,,,,,
2022_53307,Lisboa,47.0,,65,,100,40.0,42.0,,,,,,,,,,,,,,,,,,
2022_53308,Lisboa,162.0,,129,,157,150.0,140.0,,,,,,,,,,,,,,,,,,
2022_53309,Lisboa,141.0,,102,,129,114.0,103.0,,,,,,,,,,,,,,,,,,
2022_53310,Braga,185.0,,145,,174,158.0,143.0,,,,,,,,,,,,,,,,,,
2022_53311,Outro,,,157,,167,,,,,156.0,167.0,,,,,,,,,,,,,,
2022_53312,Lisboa,171.0,,128,,167,156.0,,,,,,139.0,,,,,,,,,,,,,
2022_53313,Outro,,,128,,155,,,,,146.0,,,,,156.0,,,,,,,,,,
2022_53314,Porto,143.0,,127,,158,158.0,140.0,,,,,,,165.0,,,,,,,,,,,
2022_53315,Braga,,,105,,132,,,,,108.0,,,,142.0,,,,,,,,,,,
2022_53316,Leiria,175.0,,154,,170,155.0,136.0,,,,,,,,,,,,,,,,,,
2022_53317,Outro,172.0,,159,,176,158.0,173.0,,,,,,,,,,,,,,,,,,
2022_53318,Porto,,,78,70.0,100,,,,,93.0,,,,,,,,,,,,,,,
2022_53319,Lisboa,,,150,,175,,,169.0,152.0,,,,,,,,,,,,,,,,
2022_53320,Lisboa,105.0,,111,,124,118.0,101.0,,,,,,,,,,,,,,,,,,
2022_53321,Faro,,,129,,157,,,164.0,132.0,,,,,,,,,,,,,,,,
2022_53322,Lisboa,188.0,,196,,197,190.0,172.0,,,,,,,,,,,,,,,,,,
2022_53323,Outro,131.0,,108,,126,108.0,113.0,,,,,,,,,,,,,,,,,,
2022_53324,Setúbal,158.0,,128,,158,146.0,135.0,,,,,,,,,,,,,,,,,,
2022_53325,Outro,,,120,,154,,,165.0,135.0,,,,149.0,,,,,,,,,,,,
2022_53326,Porto,195.0,,178,,199,169.0,180.0,,,,,,,,,,,,,,,,,,
2022_53327,Outro,151.0,,120,,151,145.0,137.0,,,,,,,,,,,,,,,,,,
2022_53328,Lisboa,165.0,,156,,175,161.0,,,,,,185.0,,,,,,,,,,,,,
2022_53329,Lisboa,132.0,,106,,135,117.0,122.0,,,,,,,,,,,,,,,,,,
2022_53330,Lisboa,,,101,92.0,120,,,,,111.0,,,,,,,,,,,,,,,
2022_53331,Porto,189.0,,148,,186,186.0,,,,,,172.0,,,,,,,,,,,,,
2022_53332,Porto,175.0,,196,,193,169.0,,,,,,189.0,,,,,,,,,,,,,
2022_53333,Outro,,,122,118.0,139,,,,,138.0,,,,,,,,,,,,,,,
2022_53334,Outro,200.0,,148,,183,165.0,177.0,,,,,,,,,,,,,,,,,200.0,
2022_53335,Outro,,,140,,170,,,,,148.0,,,,186.0,,,,,,,,,,,
2022_53336,Outro,183.0,,179,,200,199.0,167.0,,,,,,,,,,,,,,,,,,
2022_53337,Outro,187.0,,143,,179,158.0,179.0,,,,,,,,,,,,,,,,,,
2022_53338,Lisboa,,,118,,139,,,139.0,,,,99.0,,,,,,,,,,,,,
2022_53339,Leiria,165.0,156.0,125,,150,,,,,,135.0,,,,,,,,,,,,,,
2022_53340,Setúbal,,,158,185.0,180,,,,,166.0,,,,,,,,,,,,,,,
2022_53341,Setúbal,,,160,,175,,,,,176.0,,,,181.0,,,,,,,,,,,
2022_53342,Lisboa,151.0,,128,,156,156.0,136.0,,,,,,,,,,,,,,,,,,
2022_53343,Outro,149.0,130.0,119,,148,,,,,,125.0,,,,,,,,,,,,,,
2022_53344,Outro,185.0,,158,,196,192.0,175.0,,,,,,,,,,,,,,,,,,
2022_53345,Lisboa,,,151,151.0,167,,,,,154.0,,,,,,,,,,,,,,,
2022_53346,Coimbra,,,125,,147,,,,,122.0,,,,162.0,,,,,,,,,,,
2022_53347,Lisboa,141.0,,116,,139,125.0,101.0,,,,,,,,,,,,,,,,,,
2022_53348,Lisboa,125.0,,106,,130,130.0,,,,,,109.0,,,,,,,,,,,,,
2022_53349,Porto,,,126,,168,,,,,152.0,,,,178.0,,,,,,,,,,,
2022_53350,Outro,148.0,,120,,143,123.0,129.0,,,,,,,,,,,,,,,,,,
2022_53351,Lisboa,179.0,,159,,189,167.0,,,,,,192.0,,,,,,192.0,,,,,,,
2022_53352,Braga,47.0,,67,,100,60.0,60.0,,,,,,,,,,,,,,,,,,
2022_53353,Outro,166.0,,136,,172,170.0,153.0,,,,,,,,,,,,,,,,,,
2022_53354,Faro,175.0,,136,,168,168.0,150.0,,,,,,,,,,,,,,,,,,
2022_53355,Lisboa,,,97,,122,,,,,120.0,,,,,112.0,,,,,,,,,,
2022_53356,Lisboa,146.0,,119,,145,144.0,,,,,,112.0,,,,,,,,,,,,,
2022_53357,Outro,,,111,,146,,,157.0,130.0,,,,,,,,,,,,,,,,
2022_53358,Lisboa,,,129,,151,,,,,157.0,146.0,,,,,,,,,,,,,,
2022_53359,Outro,177.0,,127,,166,157.0,145.0,,,,,,,,,,,,,,,,,,
2022_53360,Leiria,148.0,,130,,155,156.0,151.0,,,,,,,,,,,,,,,,,,
2022_53361,Lisboa,169.0,,147,,171,148.0,154.0,,,,,,,,,,,,,,,,,,
2022_53362,Lisboa,,,145,,157,,,,,147.0,,,,,139.0,,,,,,,,,,
2022_53363,Faro,,,76,,107,,,,,97.0,,,,129.0,,,,,,,,,,,
2022_53364,Porto,125.0,,108,,142,141.0,129.0,,,,,,,,,,,,,,,,,,
2022_53365,Porto,,,116,,153,,,,,136.0,,,,166.0,,,,,,,,,,,
2022_53366,Outro,150.0,,125,,160,148.0,137.0,,,,,,,,,,,,,,,,,,
2022_53367,Porto,148.0,,115,,132,126.0,,,,,,95.0,,,,,,,,,,,,,
2022_53368,Outro,180.0,,168,,198,199.0,176.0,,,,,,,,,,,,,,,,,,
2022_53369,Faro,,,117,,132,,,,,126.0,117.0,,,,,,,,,,,,,,
2022_53370,Outro,176.0,,146,,173,166.0,157.0,,,,,,,,,,,,,,,,,,
2022_53371,Lisboa,105.0,,98,,115,106.0,,,,,,75.0,,,,,,,,,,,,,
2022_53372,Lisboa,178.0,,146,,175,166.0,159.0,,,,,,,,,,,,,,,,,,
2022_53373,Outro,,,131,,165,,,176.0,160.0,,,,,,,,,,,,,,,,
2022_53374,Porto,110.0,,97,,110,99.0,,,,,,85.0,,,,,,,,,,,,,
2022_53375,Coimbra,125.0,,111,,127,143.0,,,,,,100.0,,,,,,,,,,,,,
2022_53376,Lisboa,,,128,,141,,,,,130.0,,,,,141.0,,,,,,,,,,
2022_53377,Porto,97.0,,97,,111,105.0,96.0,,,,,,,,,,,,,,,,,,
2022_53378,Porto,179.0,,145,,174,161.0,155.0,,,,,,,,,,,,,,,,,,
2022_53379,Lisboa,171.0,,138,,164,155.0,127.0,,,,,,,,,,,,,,,,,,
2022_53380,Porto,149.0,146.0,135,,157,,,,,,132.0,,,,,,,,,,,,,,
2022_53381,Outro,189.0,,156,,189,182.0,175.0,,,,,,,,,,,,,,,,,,
2022_53382,Coimbra,,,126,,164,,,177.0,,,,155.0,,,,,,,,,,,,,
2022_53383,Lisboa,112.0,,112,,135,130.0,,,,,,109.0,,,,,,,,,,,,,
2022_53384,Outro,145.0,132.0,130,115.0,146,,,,,,,,,,,,,,,,,,,,
2022_53385,Braga,126.0,119.0,115,106.0,133,,,,,,,,,,,,,,,,,,,,
2022_53386,Outro,,,97,,127,,,139.0,,,,79.0,,,,,,,,,,,,,
2022_53387,Porto,159.0,,141,,158,158.0,141.0,,,,,,,,,,,,,,,,,,
2022_53388,Outro,,,126,,151,,,159.0,140.0,,,,,,,,,,,,,,,,
2022_53389,Porto,,,119,103.0,134,,,,,129.0,,,,,,,,,,,,,,,
2022_53390,Porto,180.0,,158,,183,178.0,160.0,,,,,,,,,,,,,,,,,,
2022_53391,Outro,185.0,,138,,165,168.0,149.0,,,,,,,,,,,,,,,,,,
2022_53392,Porto,,,90,,112,,,,,106.0,,,,,95.0,,,,,,,,,,
2022_53393,Porto,145.0,121.0,116,,144,,,,,,120.0,,,,,,,,,,,,,,
2022_53394,Outro,170.0,,135,,162,140.0,141.0,,,,,,,,,,,,,,,,,,
2022_53395,Setúbal,128.0,116.0,115,,135,,,,,,116.0,,,,,,,,,,,,,,
2022_53396,Coimbra,189.0,,181,,188,162.0,,,,,,200.0,,,,,,,,,,,,,
2022_53397,Braga,185.0,,196,,200,199.0,,,,,,191.0,,,,,,,,,,,,,178.0
2022_53398,Porto,146.0,,112,,145,145.0,115.0,,,,,,,,,,,,,,,,,,
2022_53399,Lisboa,,,141,,161,,,,,146.0,,,,,175.0,,,,,,,,,,
2022_53400,Faro,105.0,,91,,110,101.0,94.0,,,,,,,,,,,,,,,,,,
2022_53401,Outro,165.0,,147,,163,159.0,140.0,,,,,,,,,,,,,,,,,,
2022_53402,Lisboa,,,173,,200,,,,,200.0,,,,,189.0,,,,,,,,,,
2022_53403,Lisboa,122.0,,120,,129,113.0,117.0,,,,,,,,,,,,,,,,,,
2022_53404,Outro,101.0,102.0,103,,114,,,,,,104.0,,,,,,,,,,,,,,
2022_53405,Outro,,,116,,150,,,150.0,127.0,,,,,,,,,,,,,,,,
2022_53406,Setúbal,190.0,,161,,186,164.0,154.0,,,,,,,,,,,,,,,,,,
2022_53407,Lisboa,,,151,,176,,,175.0,160.0,,,,,,,,,,,,,,,,
2022_53408,Lisboa,,,141,,173,,,,,167.0,,,,184.0,,,,,,,,,,,
2022_53409,Lisboa,,,141,,155,,,,,141.0,,,,166.0,,,,,,,,,,,
2022_53410,Porto,,,145,,172,,,172.0,159.0,,,,,,,,,,,,,,,,
2022_53411,Lisboa,188.0,,175,,199,199.0,197.0,,,,,,,,,,,,,,,,,,
2022_53412,Lisboa,176.0,188.0,150,156.0,183,,,,,,,,,,,,,,,,,,,,
2022_53413,Porto,117.0,,108,,121,108.0,,,,,,96.0,,,,,,,,,,,,,
2022_53414,Setúbal,,,196,,200,,,,,200.0,,,,,188.0,,,,,,,,,,
2022_53415,Coimbra,,,98,,132,,,135.0,123.0,,,,,,,,,,,,,,,,
2022_53416,Porto,,,120,,159,,,159.0,,,,149.0,,,,,,,,,,,,,
2022_53417,Lisboa,,,119,,147,,,152.0,130.0,,,,,,,,,,,,,,,,
2022_53418,Leiria,,,156,163.0,177,,,,,152.0,,,,,,,,,,,,,,,
2022_53419,Faro,71.0,,81,,100,97.0,62.0,,,,,,,,,,,,,,,,,,
2022_53420,Setúbal,,,131,155.0,162,,,,,160.0,,,,,,,,,,,,,,,
2022_53421,Braga,87.0,,105,,106,101.0,89.0,,,,,,,,,,,,,,,,,,
2022_53422,Coimbra,156.0,,112,,139,125.0,120.0,,,,,,,,,,,,,,,,,,
2022_53423,Outro,167.0,,119,,161,150.0,147.0,,,,,,,,,,,,,,,,,,
2022_53424,Faro,176.0,160.0,145,,177,,,,,,146.0,,,,,,,,,,,,,,
2022_53425,Porto,,,95,,139,,,,,111.0,,,,153.0,,,,,,,,,,,
2022_53426,Porto,,,125,,143,,,,,141.0,,,,,135.0,,,,,,,,,,
2022_53427,Setúbal,151.0,,125,,137,139.0,106.0,,,,,,,,,,,,,,,,,,
2022_53428,Porto,125.0,106.0,115,109.0,135,,,,,,,,,,,,,,,,,,,,
2022_53429,Braga,,,126,,164,,,,,157.0,,,,,160.0,,,,,,,,,,
2022_53430,Braga,,,130,,146,,,,,139.0,135.0,,,,,,,,,,,,,,
2022_53431,Lisboa,181.0,,156,,188,180.0,171.0,,,,,,,,,,,,,,,,,,
2022_53432,Outro,75.0,63.0,75,,100,,,,,,64.0,,,,,,,,,,,,,,
2022_53433,Braga,,,147,127.0,149,,,,,141.0,,,,,,,,,,,,,,,
2022_53434,Lisboa,128.0,144.0,115,,144,,,,,,131.0,,,,,,,,,,,,,,
2022_53435,Outro,185.0,162.0,146,181.0,184,,,,,,,,,,,,,,,,,,,,
2022_53436,Lisboa,,,97,,119,,,,,113.0,104.0,,,,,,,,,,,,,,
2022_53437,Lisboa,,,91,,112,,,,,111.0,,,,,100.0,,,,,,,,,,
2022_53438,Lisboa,95.0,102.0,89,,105,,,,,,98.0,,,,,,,,,,,,,,
2022_53439,Lisboa,,,99,95.0,116,,,,,114.0,,,,,,,,,,,,,,,
2022_53440,Setúbal,121.0,109.0,109,,128,,,,,,115.0,,,,,,,,,,,,,,
2022_53441,Setúbal,116.0,,105,,124,120.0,109.0,,,,,,,,,,,,,,,,,,
2022_53442,Lisboa,,,95,,121,,,,,111.0,,,,,108.0,,,,,,,,,,
2022_53443,Outro,,,150,,189,,,,,176.0,192.0,,,,,,,,,,,,,,
2022_53444,Porto,57.0,,68,,100,83.0,69.0,,,,,,,,,,,,,,,,,,
2022_53445,Setúbal,,,155,,180,,,184.0,166.0,,,,,,,,,,,,,,,,
2022_53446,Braga,,,120,,152,,,,,145.0,,,,166.0,,,,,,,,,,,
2022_53447,Porto,,,129,,171,,,,,147.0,,,,181.0,,,,,,,,,,,
2022_53448,Leiria,122.0,,106,,128,114.0,95.0,,,,,,,,,,,,,,,,,,
2022_53449,Outro,,,155,,172,,,,,161.0,,,,,165.0,,,,,,,,,,
2022_53450,Lisboa,172.0,175.0,147,,172,,,,,,159.0,,,,,,,,,,,,,,
2022_53451,Outro,115.0,,109,,119,110.0,,,,,,100.0,,,,,,,,,,,,,
2022_53452,Outro,,,156,,169,,,,,159.0,,,,,146.0,,,,,,,,,,
2022_53453,Porto,130.0,,105,,119,112.0,107.0,,,,,,,,,,,,,,,,,,
2022_53454,Porto,,,140,,165,,,,,151.0,,,,,165.0,,,,,,,,,,
2022_53455,Setúbal,191.0,,157,,199,199.0,197.0,,,,,,,,,,,,,,,,,,
2022_53456,Lisboa,152.0,,116,,146,135.0,121.0,,,,,,,,,,,,,,,,,,
2022_53457,Lisboa,168.0,,127,,159,153.0,124.0,,,,,,,,,,,,,,,,,,
2022_53458,Porto,,,167,,195,,,,,182.0,,,,200.0,,,,,,,,,,,
2022_53459,Setúbal,,,128,,158,,,159.0,137.0,,,,,,,,,,,,,,,,
2022_53460,Leiria,,,158,,186,,,,,172.0,188.0,,,,,,,,,,,,,,
2022_53461,Outro,,,141,,177,,,,,168.0,,,,181.0,,,,,,,,,,,
