Aluno_ID,Distrito,Desenho_A,Portugues,HCA,Nota_Interna,Historia_A,MACS,Ingles,Geografia_A,Matematica_A,Fisica_Quimica_A,Geometria_Descritiva_A,Literatura_Portuguesa,Filosofia,Economia_A,Biologia_Geologia,Matematica_B,Portugues_L2,Espanhol_Iniciacao,Mandarim_Iniciacao,Espanhol_Continuacao,Alemao,Frances,Portugues_LNM,Latim_A,Historia_B
2020_43162,Outro,,159,,196,,,,,200.0,187.0,,,,,175.0,,,,,,,,,,
2020_43163,Outro,,197,,200,184.0,,195.0,,,,,,,,,,,,,,,,,,
2020_43164,Leiria,,142,,178,,,,,172.0,183.0,,,,,168.0,,,,,,,,,,
2020_43165,Faro,,142,,177,,,,,177.0,178.0,,,,,171.0,,,,,,,,,,
2020_43166,Lisboa,,135,,170,,,,,176.0,167.0,,,,,159.0,,,,,,,,,,
2020_43167,Lisboa,,197,,200,,,,,200.0,200.0,,,,,200.0,,,,,,,,,,
2020_43168,Outro,,152,,177,186.0,163.0,,,,,,,,,,,,,,,,,,,
2020_43169,Braga,,150,,198,195.0,,192.0,,,,,,,,,,,,,,,,,,
2020_43170,Lisboa,,158,,191,186.0,,191.0,,,,,,,,,,,,,,,,,,
2020_43171,Outro,,129,,147,,85.0,,,148.0,145.0,,,,,147.0,,,,,,,,,,
2020_43172,Setúbal,,197,,200,,183.0,,,193.0,,,,,184.0,,,,,,,,,,,
2020_43173,Outro,,155,,184,,151.0,,,180.0,,,,,162.0,,,,,,,,,,,
2020_43174,Outro,,135,,173,,,,,167.0,175.0,,,,,172.0,,,,,,,,,,
2020_43175,Braga,,120,,155,,,,,135.0,133.0,,,,,155.0,,,173.0,,,,,,,
2020_43176,Outro,,145,,171,,,,168.0,170.0,,,,,163.0,,,,,,,,,,,
2020_43177,Braga,,152,,181,,,,,185.0,177.0,,,,,170.0,,,,,,,,,,
2020_43178,Lisboa,153.0,125,,146,,,,,,,110.0,,,,,,,,,,,,,,
2020_43179,Porto,,131,,164,,,,,167.0,159.0,,,,,167.0,,,,,,,,,,
2020_43180,Lisboa,,170,,198,,,,,200.0,200.0,200.0,,,,,,,,,,,,,,
2020_43181,Outro,191.0,180,,200,,,,,,,200.0,,,,,,,,,,,,,,
2020_43182,Outro,,121,,150,152.0,,,140.0,,,,,,,,,,,,,,,,,
2020_43183,Leiria,,131,,162,158.0,,176.0,,,,,,,,,,,,,,,,,,
2020_43184,Coimbra,,178,,196,,,,,196.0,188.0,,,,,180.0,,,,,,,,,,
2020_43185,Outro,,156,,194,,,,,200.0,183.0,192.0,,,,,,,,,,,,,,
2020_43186,Lisboa,,131,,162,,,,150.0,175.0,,,,,158.0,,,,,,,,,,,
2020_43187,Porto,,127,,166,162.0,,167.0,,,,,,,,,,,,,,,,,,
2020_43188,Setúbal,,145,,191,180.0,,193.0,,,,,,,,,,,,,,,,,,
2020_43189,Lisboa,,135,,161,,,,,162.0,162.0,,,,,157.0,,,,,,,,,,
2020_43190,Braga,,145,,156,168.0,115.0,,,,,,,,,,,,,,,,,,,
2020_43191,Faro,,108,,109,129.0,56.0,,,,,,,,,,,,,,,,,,,
2020_43192,Outro,,161,,187,,,,,187.0,189.0,,,,,169.0,,,,,,,,,,
2020_43193,Coimbra,,138,,163,159.0,,,,,,,147.0,,,,,,,,,,,,,
2020_43194,Setúbal,,151,,188,,,,,178.0,180.0,,,,,167.0,,,,,,,,,,
2020_43195,Lisboa,,142,,174,168.0,,,160.0,,,,,,,,,,,,,,,,,
2020_43196,Lisboa,176.0,143,162.0,172,,,,,,,,,,,,,,,,,,,,,
2020_43197,Setúbal,,165,,200,,,,,200.0,193.0,,,,,200.0,,,,,,,,,,
2020_43198,Lisboa,,145,,181,,,,,176.0,173.0,,,,,181.0,,,,,,,,,,
2020_43199,Braga,,147,,182,,,,176.0,195.0,,,,,167.0,,,,,,,,,,,
2020_43200,Porto,,95,,103,120.0,65.0,,,,,,,,,,,,,,,,,,,
2020_43201,Outro,187.0,166,186.0,197,,,,,,,,,,,,,,,,,,,,,
2020_43202,Outro,,126,,157,,,,140.0,155.0,,,,,150.0,,,,,,,,,,,
2020_43203,Braga,,197,,200,,,,,199.0,200.0,,,,,200.0,,,,,,,,,,
2020_43204,Porto,,156,,189,,,,171.0,195.0,,,,,179.0,,,,,,,,,,,
2020_43205,Outro,,75,,105,96.0,,,88.0,,,,,,,,,,,,,,,,,
2020_43206,Porto,,105,,132,,,,,115.0,116.0,,,,,143.0,,,,,,,,,,
2020_43207,Lisboa,,125,,156,142.0,,,146.0,,,,,,,162.0,,,,,,,,,,
2020_43208,Outro,,77,,100,72.0,,,,,,,81.0,,,,,,,,,,,,,
2020_43209,Setúbal,,178,,200,,,,,195.0,188.0,,,,,200.0,,,,,,,,,,
2020_43210,Outro,,156,,200,,,,,200.0,200.0,200.0,,,,,,,,,,,,,,
2020_43211,Outro,,151,,184,,,,,182.0,185.0,185.0,,,,,,,,,,,,,,
2020_43212,Porto,160.0,129,155.0,157,,,,,,,,,,,,,,,,,,,,,
2020_43213,Braga,,108,,150,141.0,,166.0,,,,,,,,,,,,,,,,,,
2020_43214,Braga,,139,,170,,,,,165.0,165.0,163.0,,,,,,,,,,,,,,
2020_43215,Outro,,131,,158,,,,,159.0,149.0,,,,,159.0,,,,,,,,,,
2020_43216,Outro,,175,,199,,,,,189.0,192.0,,,,,176.0,,,,,,,,,,
2020_43217,Setúbal,,162,,190,187.0,,,183.0,,,,,,,,,,,,,,,,,
2020_43218,Porto,,159,,190,,,,167.0,193.0,,,,,178.0,,,,,,,,,,,
2020_43219,Outro,,155,,175,177.0,,,,,,,139.0,,,,,,,,,,,,,
2020_43220,Braga,,169,,200,200.0,,200.0,,,,,,,,,,,,,,,,,,
2020_43221,Lisboa,,113,,127,,95.0,,,123.0,,,,,126.0,,,,,,,,,,,
2020_43222,Braga,,115,,122,125.0,,,,,,,107.0,,,,,,,,,,,,,
2020_43223,Setúbal,,165,,199,200.0,,,187.0,,,,,,,,,,,,,,,,,
2020_43224,Lisboa,,130,,132,,95.0,,,136.0,,,,,120.0,,,,,,,,,,,
2020_43225,Lisboa,,156,,190,,,,,180.0,180.0,196.0,,,,,,,,,,,,,,
2020_43226,Lisboa,,126,,156,145.0,,166.0,,,,,,,,,,,,,,,,,,
2020_43227,Lisboa,,197,,200,196.0,188.0,,,,,,,,,,,,,,,,,,,
2020_43228,Setúbal,,148,,164,179.0,135.0,,,,,,,,,,,,,,,,,,,
2020_43229,Lisboa,,163,,195,180.0,,198.0,,,,,,,,,,,,,,,,,,
2020_43230,Braga,,145,,157,,107.0,,,165.0,,,,,155.0,,,,,,,,,,,
2020_43231,Braga,,130,,158,152.0,,,147.0,,,,,,,,,,,,,,,,,
2020_43232,Outro,,141,,194,,,,,182.0,187.0,,,,,168.0,,,,,,,,,,
2020_43233,Lisboa,,161,,199,,,,,200.0,200.0,200.0,,,,,,,,,,,,,,
2020_43234,Faro,,138,,158,178.0,115.0,,,,,,,,,,,,,,,,,,,
2020_43235,Outro,,129,,144,,98.0,,,170.0,,,,,153.0,,,,,,,,,,,
2020_43236,Porto,,131,,159,,,,,162.0,163.0,139.0,,,,,,,,,,,,,,
2020_43237,Porto,166.0,142,,173,,,,,,,156.0,,,,,,,,,,,,,,
2020_43238,Faro,,129,,162,,,,140.0,171.0,,,,,149.0,,,,,,,,,,,
2020_43239,Coimbra,,155,,185,193.0,163.0,,,,,,,,,,,,,,,,,,,
2020_43240,Outro,176.0,155,,190,,,,,,,200.0,,,,,,,,,,,,,,
2020_43241,Lisboa,,197,,200,,,,,199.0,200.0,,,,,180.0,,,,,,,,,,
2020_43242,Outro,,152,,197,200.0,,200.0,,,,,,,,,,,,,,,,,,
2020_43243,Braga,,146,,178,,,,,184.0,166.0,152.0,,,,,,,,,,,,,,
2020_43244,Faro,,147,,179,,,,,174.0,171.0,,,,,169.0,,,,,,,,,,
2020_43245,Setúbal,,142,,185,,,,,190.0,181.0,,,,,163.0,,,,,,,,,,
2020_43246,Leiria,,148,,178,170.0,,,161.0,,,,,,,,,,,,,,,,,
2020_43247,Lisboa,142.0,108,140.0,138,,,,,,,,,,,,,,,,,,,,,
2020_43248,Lisboa,,85,,105,96.0,,,,,,,96.0,,,,,,,,,,,,,
2020_43249,Porto,,160,,183,180.0,165.0,,,,,,,,,,,,,,,,,,,
2020_43250,Braga,,141,,176,175.0,,,164.0,,,,,,,,,,,,,,,,,
2020_43251,Porto,,126,,161,,,,,153.0,151.0,,,,,154.0,,,,,,,,175.0,,
2020_43252,Braga,141.0,120,146.0,155,,,,,,,,,,,,,,,,,,,,,
2020_43253,Outro,,100,,109,,71.0,,,101.0,,,,,106.0,,,,,,,,,,,
2020_43254,Outro,,147,,186,194.0,175.0,,,,,,,,,,,,,,,,,,,
2020_43255,Lisboa,,155,,174,170.0,,,,,,,151.0,,,,,,,,,,,,,
2020_43256,Setúbal,,125,,130,138.0,87.0,,,,,,,,,,,,,,,,,,,
2020_43257,Outro,,115,,147,,,,,137.0,146.0,122.0,,,,,,,,,,,,,,
2020_43258,Setúbal,125.0,80,,100,,,,,,,14.0,,,,,,,,,,,,,,
2020_43259,Porto,,149,,193,,,,,195.0,178.0,186.0,,,,,,,,,,,,,,
2020_43260,Faro,,173,,197,,,,,195.0,193.0,,,,,186.0,,,,,,,,,,
2020_43261,Porto,137.0,102,118.0,133,,,,,,,,,,,,,,,,,,,,,
2020_43262,Coimbra,,158,,183,,,,174.0,180.0,,,,,157.0,,,,,,,,,,,
2020_43263,Braga,,155,,196,,,,200.0,193.0,,,,,179.0,,,,,,,,,,,
2020_43264,Porto,,159,,189,,,,180.0,179.0,,,,,176.0,,,,,,,,,,,
2020_43265,Outro,,197,,200,,,,,200.0,199.0,200.0,,,,,,,,,,,,,,
2020_43266,Lisboa,,128,,176,169.0,,179.0,,,,,,,,,,,,,,,,,,
2020_43267,Porto,185.0,172,177.0,187,,,,,,,,,,,,,,,,,,,,,
2020_43268,Braga,,145,,183,,,,,191.0,190.0,,,,,169.0,,,,,,,,,,
2020_43269,Lisboa,,124,,151,,,,139.0,166.0,,,,,140.0,,,,,,,,,,,
2020_43270,Leiria,,155,,176,165.0,,176.0,,,,,,,,,,,,,,,,,,
2020_43271,Outro,,171,,200,196.0,,,183.0,,,,,,,,,,,,,,,,,
2020_43272,Setúbal,,136,,165,,,,,155.0,170.0,,,,,157.0,,,,,,,,,,
2020_43273,Outro,,89,,105,,,,92.0,97.0,,,,,95.0,,,,,,,,,,,
2020_43274,Coimbra,,105,,102,95.0,,,,,,,75.0,,,,,,,,,,,,,
2020_43275,Lisboa,,169,,200,,,,,195.0,197.0,200.0,,,,,,,,,,,,,,
2020_43276,Lisboa,,155,,183,,,,,180.0,187.0,,,,,168.0,,,,,,,,,,
2020_43277,Lisboa,136.0,118,131.0,121,,73.0,,,,,,,,,,,,,,,,,,,
2020_43278,Lisboa,,106,,120,115.0,,,,,,,89.0,,,,,,,,,,,,,
2020_43279,Porto,,143,,158,,120.0,,,165.0,,,,,166.0,,,,,,,,,,,
2020_43280,Leiria,,138,,156,155.0,,,,,,,140.0,,,,,,,,,,,,,
2020_43281,Coimbra,,105,,130,,,,128.0,112.0,,,,,112.0,,,,,,,,,,,
2020_43282,Lisboa,,166,,190,178.0,,195.0,,,,,,,,,,,,,,,,,,
2020_43283,Outro,,175,,192,,,,,199.0,179.0,,,,,170.0,,,,,,,,,,
2020_43284,Braga,,129,,156,,,,142.0,162.0,,,,,127.0,,,,,,,,,,,
2020_43285,Outro,,68,,100,87.0,,,,,,,43.0,,,,,,,,,,,,,
2020_43286,Setúbal,,115,,153,,,,146.0,131.0,,,,,137.0,,,,,,,,,,,
2020_43287,Lisboa,,97,,135,115.0,,130.0,,,,,,,,,,,,,,,,,,
2020_43288,Outro,,160,,199,,,,,198.0,191.0,,,,,188.0,,,,,,,,,,
2020_43289,Outro,,153,,184,,,,,184.0,178.0,175.0,,,,,,,,,,,,,,
2020_43290,Braga,,146,,176,172.0,,172.0,,,,,,,,,,,,,,,,,,
2020_43291,Lisboa,,162,,197,,,,,200.0,190.0,200.0,,,,,,,,,,,,,,
2020_43292,Leiria,,145,,169,169.0,,,165.0,,,,,,,,,,,,,,,,,
2020_43293,Outro,,155,,192,,,,,198.0,176.0,200.0,,,,,,,,,,,,,,
2020_43294,Porto,,152,,178,,,,,178.0,169.0,,,,,168.0,,,,,,,,,,
2020_43295,Porto,,151,,170,181.0,,,,,,,155.0,,,,,,,,,,,,,
2020_43296,Leiria,,145,,161,174.0,,,,,,,139.0,,,,,,,,,,,,,
2020_43297,Porto,,161,,197,,,,,190.0,199.0,200.0,,,,,,,,,,,,,,
2020_43298,Porto,,137,,175,174.0,,185.0,,,,,,,,,,,,,,,,,,
2020_43299,Lisboa,137.0,105,126.0,139,,,,,,,,,,,,,,,,,,,,,
2020_43300,Lisboa,,125,,137,157.0,95.0,,,,,,,,,,,,,,,,,,,
2020_43301,Porto,,135,,158,,111.0,,146.0,159.0,,,,,154.0,,,,,,,,,,,
2020_43302,Lisboa,,165,,192,,,,,196.0,176.0,,,,,184.0,,,,,,,,,,
2020_43303,Lisboa,,150,,171,,139.0,,,183.0,,,,,154.0,,,,,,,,,,,
2020_43304,Braga,,145,,181,,,,,181.0,173.0,,,,,162.0,,,,,,,,,,
2020_43305,Leiria,,187,,200,,,,,189.0,199.0,,,,,185.0,,,,,,,,,,
2020_43306,Outro,,166,,200,,,,,200.0,194.0,190.0,,,,,,,,,,,,,,
2020_43307,Leiria,,156,,200,,,,,191.0,182.0,,,,,200.0,,,,,,,,,,
2020_43308,Outro,,121,,136,146.0,78.0,,,,,,,,,,,,,,,,,,,
2020_43309,Outro,115.0,57,,100,,,,,,,22.0,,,,,,,,,,,,,,
2020_43310,Faro,,141,,179,,,,,177.0,173.0,,,,,160.0,,,,,,,,,,
2020_43311,Braga,,85,,100,,,,,95.0,61.0,,,,,89.0,,,,,,,,,,
2020_43312,Lisboa,127.0,105,,110,,,,,,,43.0,,,,,,,,,,,,,,
2020_43313,Outro,,152,,178,182.0,,,172.0,,,,,,,,,,,,,,,,,
2020_43314,Porto,,141,,177,,,,,177.0,173.0,,,,,170.0,,,,,,,,,,
2020_43315,Porto,,146,,192,,,,,195.0,183.0,199.0,,,,,,,,,,,,,,
2020_43316,Porto,,85,,105,101.0,,,96.0,,,,,,,,,,,,,,,,,
2020_43317,Faro,,112,,136,,,,,130.0,137.0,110.0,,,,,,,,,,,,,,
2020_43318,Lisboa,,158,,190,,,,183.0,195.0,,,,,173.0,,,,,,,,,,,
2020_43319,Porto,,110,,126,,,,,119.0,109.0,115.0,,,,,,,,,,,,,,
2020_43320,Lisboa,128.0,95,,119,,,,,,,70.0,,,,,,,,,,,123.0,,,
2020_43321,Lisboa,,127,,150,158.0,,,,,,,135.0,,,,,,,,,,,,,
2020_43322,Braga,,130,,166,,,,,175.0,153.0,,,,,162.0,,,,,,,,,,
2020_43323,Lisboa,166.0,146,,168,,,,,,,140.0,,,,,,,,,,,,,,
2020_43324,Outro,,78,,100,66.0,34.0,,,,,,,,,,,,,,,,,,,
2020_43325,Lisboa,,135,,165,,,,168.0,178.0,,,,,167.0,,,,,,,,,,,
2020_43326,Porto,,179,,200,184.0,,198.0,,,,,,,,,,,,,,,,,,
2020_43327,Lisboa,,159,,194,,,,,180.0,188.0,171.0,,,,,,,,,,,,,,
2020_43328,Lisboa,167.0,131,,152,,,,,,,137.0,,,,,,,,,,,,,,
2020_43329,Porto,,154,,197,,,,,200.0,181.0,,,,,175.0,,,,,,,,,,
2020_43330,Braga,,121,,153,157.0,,,,,,,118.0,148.0,,,,,,,,,,,,
2020_43331,Setúbal,,130,,168,168.0,,,149.0,,,,,,,,,,,,,,,,,
2020_43332,Lisboa,,128,,156,,,,,159.0,151.0,127.0,,,,,,,,,,,,,,
2020_43333,Outro,,160,,200,,,,,196.0,200.0,196.0,,,,,,,,,,,,,,
2020_43334,Outro,,98,,100,,,,,92.0,107.0,30.0,,,,,,,,,,,,,,
2020_43335,Lisboa,,155,,198,,,,,188.0,190.0,200.0,,,,,,,,,,,,,,
2020_43336,Setúbal,,150,,181,,,,,185.0,174.0,,,,,167.0,,,,,,,,,,
2020_43337,Coimbra,,197,,200,,,,,200.0,200.0,200.0,,,,,,,,,,,,,,
2020_43338,Setúbal,,130,,160,143.0,,165.0,,,,,,,,,,,,,,,,,,
2020_43339,Outro,,129,,155,137.0,,,145.0,,,,,,,,,,,,,,,,,
2020_43340,Outro,,155,,183,,,,172.0,195.0,,,,,165.0,,,,,,,,,,,
2020_43341,Lisboa,,101,,125,,,,,95.0,120.0,,,,,123.0,,,,,,,,,,
2020_43342,Lisboa,,167,,200,,,,,195.0,199.0,,,,,200.0,,,,,,,,,,
2020_43343,Porto,,115,,112,,,,,102.0,105.0,75.0,,,,,,,,,,,,,,
2020_43344,Outro,,120,,141,152.0,,,,,,,109.0,,,,,,,,,,,,,
2020_43345,Faro,,152,,184,,,,167.0,190.0,,,,,172.0,,,,,,,,,,,
2020_43346,Coimbra,,116,,133,132.0,,,,,,,99.0,,,,,,,,,,,,,
2020_43347,Lisboa,,145,,172,,,,,173.0,170.0,,,,,169.0,,,,,,,,,,
2020_43348,Outro,,131,,168,,,,,178.0,179.0,140.0,,,,,,,,,,,,,,
2020_43349,Leiria,,141,,177,,,,,175.0,175.0,,,,,164.0,,,,,,,,,,
2020_43350,Setúbal,,133,,165,158.0,121.0,,,,,,,,,,,,,,,,,,,
2020_43351,Porto,,145,,181,,,,,175.0,177.0,,,,,178.0,,,,,,,,,,
2020_43352,Braga,,156,,196,,185.0,,,200.0,,,,,198.0,,,,,,,,,,,
2020_43353,Lisboa,,149,,172,179.0,135.0,,,,,,,,,,,,,,,,184.0,,,
2020_43354,Lisboa,167.0,151,,174,,,,,,,182.0,,,,,,,,,,,,,,
2020_43355,Porto,,120,,143,,107.0,,,161.0,,,,,125.0,,,,,,,,,,,
2020_43356,Leiria,,145,,168,168.0,,,160.0,,,,,,,,,,,,,,,,,
2020_43357,Outro,,125,,154,155.0,,168.0,,,149.0,,,,,,,,,,,,,,,
2020_43358,Outro,,140,,177,,,,,185.0,173.0,,,,,171.0,,,,,,,,,,
2020_43359,Outro,,133,,156,,123.0,,,153.0,,,,,161.0,,,,,,,,,,,
2020_43360,Leiria,,158,,184,,,,,193.0,184.0,,,,,173.0,,,,,,,,,,
2020_43361,Porto,114.0,100,98.0,120,,,,,,,,,,,,,,,,,,,,,
2020_43362,Setúbal,,118,,148,,,,,133.0,133.0,,,,,145.0,,,,,,,,,,
2020_43363,Lisboa,,149,,159,161.0,136.0,,,,,,,,,,,,,,,,,,,
2020_43364,Outro,,161,,200,,,,,196.0,195.0,,,,,191.0,,,,,,,,,,
2020_43365,Coimbra,141.0,115,123.0,124,,76.0,,,,,,,,,,,,,,,,,,,
2020_43366,Coimbra,,160,,200,,,,,200.0,200.0,,,,,200.0,,,,,,,,,,
2020_43367,Lisboa,,146,,183,,,,164.0,179.0,,,,,170.0,,,,,,,,,,,
2020_43368,Outro,,141,,171,,,,,179.0,172.0,146.0,,,,,,,,,,,,,,
2020_43369,Braga,,116,,157,,,,,153.0,149.0,,,,,144.0,143.0,,,,,,,,,
2020_43370,Outro,,77,,100,,,,,65.0,83.0,40.0,,,,,,,,,,,,,,
2020_43371,Setúbal,,145,,171,169.0,139.0,,,,,,,,,,,,,,,,,,,
2020_43372,Faro,,129,,156,143.0,,167.0,,,,,,,,,,,,,,,,,,
2020_43373,Setúbal,,145,,194,,,,,191.0,175.0,,,,,181.0,,,,,,,,,,
2020_43374,Setúbal,,111,,128,102.0,,132.0,,,,,,,,,,,,,,,,,,
2020_43375,Coimbra,,152,,194,193.0,192.0,,,,,,,,,,,,,,,,,,,
2020_43376,Outro,,140,,168,164.0,137.0,,,,,,,,,,,,,,,,,,,
2020_43377,Lisboa,,118,,137,,,,,121.0,136.0,95.0,,,,,,,,,,,,,,
2020_43378,Outro,,139,,177,,,,,152.0,159.0,,,,,162.0,,,,,,,,,,
2020_43379,Outro,,152,,185,,,,,189.0,170.0,,,,,170.0,,,,,,,,,,
2020_43380,Braga,,148,,182,,,,,180.0,176.0,,,,,164.0,,,,,,,,,,
2020_43381,Outro,,129,,154,144.0,,,147.0,,,,,,,,,,,,,,,,,
2020_43382,Porto,,135,,181,163.0,,190.0,,,,,,,,,,,,,,,,,,
2020_43383,Lisboa,,160,,180,,,,,175.0,171.0,,,,,165.0,,,,,,,,,,
2020_43384,Lisboa,,137,,159,,,,,157.0,153.0,126.0,,,,,,,,,,,,,,
2020_43385,Setúbal,,136,,173,,,,165.0,168.0,,,,,171.0,,,,,,,,,,,
2020_43386,Outro,,141,,186,,,,,193.0,175.0,,,,,179.0,,,,,,,,,,
2020_43387,Faro,,130,,176,,,,,163.0,159.0,,,,,167.0,,,,,,,,,,
2020_43388,Outro,,160,,183,,,,170.0,193.0,,,,,175.0,,,,,,,,,,,
2020_43389,Faro,,175,,194,,,,181.0,195.0,,,,,200.0,,,,,,,,,,,
2020_43390,Braga,,160,,191,,,,,180.0,181.0,200.0,,,,,,,,,,,,,,
2020_43391,Porto,,140,,167,,,,,167.0,157.0,,,,,163.0,,,,,,,,,,
2020_43392,Porto,,103,,135,,,,,130.0,120.0,,,,,140.0,,,,,,,,,,
2020_43393,Porto,,145,,165,157.0,,,156.0,,,,,,,,,,,,,,,,,
2020_43394,Faro,,170,,196,,,,,194.0,188.0,176.0,,,,,,,,,,,,,,
2020_43395,Lisboa,,151,,188,,,,,193.0,178.0,,,,,169.0,,,,,,,,,,
2020_43396,Setúbal,,117,,159,,,,,146.0,155.0,,,,,160.0,,,,,,,,,,
2020_43397,Lisboa,148.0,115,,137,,,,,,,118.0,,,,,,,,,,,,,,
2020_43398,Porto,,140,,166,,,,162.0,172.0,,,,,151.0,,,,,,,,,,,
2020_43399,Lisboa,,160,,179,,138.0,,,176.0,,,,,165.0,,,,,,,,,,,
2020_43400,Lisboa,,132,,140,,97.0,,,150.0,,,,,133.0,,,,,,,,,,,
2020_43401,Setúbal,135.0,120,,131,,,,,,,78.0,,,,,,,,,,,,,,
2020_43402,Lisboa,,141,,175,,,,,165.0,163.0,172.0,,,,,,,,,,,,178.0,,
2020_43403,Lisboa,,116,,139,121.0,,152.0,,,,,,,,,,,,,,,,,,
2020_43404,Leiria,161.0,127,149.0,156,,,,,,,,,,,,,,,,,,,,,
2020_43405,Porto,,197,,200,,,,,196.0,200.0,,,,,200.0,,,,,,,,,,
2020_43406,Porto,,195,,198,188.0,186.0,,,,,,,,,,,,,,,,,,,
2020_43407,Porto,,120,,148,142.0,,,,,,,120.0,,,,,,,,,,,,,
2020_43408,Outro,185.0,145,164.0,176,,,,,,,,,,,,,,,,,,,,,
2020_43409,Lisboa,,168,,195,,,,,189.0,198.0,200.0,,,,,,,,,,,,,,
2020_43410,Outro,,142,,173,177.0,,,161.0,,,,,,,,,,,,,,,,151.0,
2020_43411,Outro,,136,,164,171.0,,,,,,,128.0,,,,,,,,,,,,,
2020_43412,Outro,,132,,137,,96.0,,,152.0,,,,,145.0,,,,,,,,,,,
2020_43413,Outro,,89,,100,102.0,62.0,,,,,,,,,,,,,,,,,,,
2020_43414,Braga,,135,,164,160.0,,,149.0,,,,,,,,,,,,,,,,,
2020_43415,Lisboa,,109,,113,114.0,82.0,,,,,,,,,,,,,,,,,,,
2020_43416,Porto,,101,,121,,,,,116.0,113.0,,,,,125.0,,,,,,,,,,
2020_43417,Lisboa,,127,,154,,,,143.0,165.0,,,,,136.0,,,,,,,,,,,
2020_43418,Porto,,145,,177,177.0,,184.0,,,,,,,,,,,,,,,,,,
2020_43419,Outro,,111,,114,112.0,,,,,,,95.0,,,,,,,,,,,,,
2020_43420,Outro,,160,,187,,,,,173.0,176.0,182.0,,,,,,,,,,,,,,
2020_43421,Lisboa,142.0,96,118.0,132,,,,,,,,,,,,,,,,,,,,,
2020_43422,Outro,,176,,196,,,,,194.0,183.0,,,,,200.0,,,,,,,,,,
2020_43423,Faro,,149,159.0,171,158.0,,,156.0,,,,,,,,,,,,,,,,,
2020_43424,Outro,,145,,180,,,,164.0,183.0,,,,,171.0,,,,,,,,,,,
2020_43425,Braga,,143,,184,,,,,180.0,175.0,,,,,168.0,,,,,,,,,,
2020_43426,Lisboa,,153,,198,,,,186.0,200.0,,,,,200.0,,,,,,,,,,,
2020_43427,Setúbal,,197,,200,,,,,200.0,200.0,200.0,,,,,,,,,,,,,,
2020_43428,Porto,,120,,130,141.0,80.0,,,,,,,,,,,,,,,,,,,
2020_43429,Lisboa,,96,,104,,,,,98.0,101.0,71.0,,,,,,,,,,,,,,
2020_43430,Outro,,156,,182,177.0,,,166.0,,,,,,,,,,,,,,,,,
2020_43431,Setúbal,,154,,186,188.0,,,,,,,178.0,,,,,,,,,,,,,
2020_43432,Outro,,131,,163,,132.0,,,155.0,,,,,156.0,,,,,,,,,,,
2020_43433,Outro,,148,,187,,,,,177.0,174.0,,,,,170.0,,,,,,,,,,
2020_43434,Lisboa,,111,,148,,,,128.0,147.0,,,,,127.0,,,,,,,,,,,
2020_43435,Porto,,128,,154,166.0,,,,,,,123.0,,,,,,,,,,,,,
2020_43436,Porto,169.0,145,,177,,,,,,,186.0,,,,,,,,,,,,,,
2020_43437,Outro,,98,,103,,,,,86.0,85.0,82.0,,,,,,,,,,,,,,
2020_43438,Porto,,128,,160,,,,167.0,171.0,,,,,153.0,,,,,,,,,,,
2020_43439,Coimbra,,96,,100,99.0,33.0,,,,,,,,,,,,,,,,,,,
2020_43440,Outro,,150,,175,,,,,168.0,165.0,,,,,174.0,,,,,,,,,,
2020_43441,Porto,,135,,152,151.0,,,,,,,128.0,,,,,,,,,,,,,
2020_43442,Lisboa,,164,,186,,,,173.0,193.0,,,,,164.0,,,,,,,,,,,
2020_43443,Setúbal,,197,,200,200.0,,200.0,,,,,,,,,,,,,,,,,,
2020_43444,Braga,,147,,180,,,,,177.0,176.0,170.0,,,,,,,,,,,,,,
2020_43445,Faro,,135,,160,,,,146.0,148.0,,,,,148.0,,,,,,,,,,,
2020_43446,Lisboa,,197,,200,193.0,,200.0,,,,,,,,,,,,,,,,,,
2020_43447,Setúbal,,130,,150,,121.0,,,148.0,,,,,128.0,,,,,,,,,,,
2020_43448,Outro,167.0,127,153.0,165,,,,,,,,,,,,,,,,,,,,,
2020_43449,Braga,170.0,147,163.0,175,,,,,,,,,,,,,,,,,,,,,
2020_43450,Lisboa,,132,,165,,,,,175.0,164.0,,,,,162.0,,,,,,,,,,
2020_43451,Outro,,170,,200,,,,,200.0,200.0,200.0,,,,,,,,,,,,,,
2020_43452,Leiria,142.0,121,147.0,154,,,,,,,,,,,,,,,,,,,,,
2020_43453,Braga,,158,,200,200.0,,200.0,,,,,,,,,,,,,,,,,,
2020_43454,Braga,,197,,200,,,,,200.0,200.0,,,,,200.0,,,,,,,,,,
2020_43455,Outro,,112,,131,139.0,,,,,,,99.0,,,,,,,,,,,,,
2020_43456,Lisboa,,150,,182,,,,166.0,195.0,,,,,158.0,,,,,,,,,,,
2020_43457,Outro,,139,,172,,,,,171.0,167.0,164.0,,,,,,,,,,,,,,
2020_43458,Porto,,125,,159,148.0,,155.0,,,,,,,,,,,,,,,,,,
2020_43459,Porto,,190,,200,,,,191.0,200.0,,,,,190.0,,,,,,,,,,,
2020_43460,Braga,162.0,136,160.0,167,,,,,,,,,,,,,,,,,,,,,
2020_43461,Lisboa,,127,,140,155.0,,,,,,,115.0,,,,,,,,,,,,,
2020_43462,Braga,,0,,100,,,,66.0,72.0,,,,,76.0,,,,,,,,,,,
2020_43463,Lisboa,,122,,124,,81.0,,,125.0,,,,,132.0,,,,,,,,,,,
