Aluno_ID,Distrito,Matematica_A,Biologia_Geologia,Fisica_Quimica_A,Portugues,Nota_Interna,Economia_A,Geografia_A,Geometria_Descritiva_A,Desenho_A,HCA,Historia_A,MACS,Ingles,Literatura_Portuguesa,Latim_A,Historia_B,Alemao,Filosofia,Portugues_L2,Portugues_LNM,Matematica_B,Frances,Espanhol_Iniciacao
2019_57237,Outro,167.0,,,136,167,150.0,139.0,,,,,,,,,,,,,,,,
2019_57238,Outro,,,,148,143,,132.0,,,,116.0,,,,,,,,,,,,
2019_57239,Lisboa,,,,161,175,,,,,,145.0,169.0,,,,,,,,,,,
2019_57240,Setúbal,122.0,125.0,115.0,135,136,,,,,,,,,,,,,,,,,,
2019_57241,Setúbal,89.0,,62.0,105,100,,,97.0,,,,,,,,,,,,,,,
2019_57242,Lisboa,172.0,,185.0,155,187,,,200.0,,,,,,,,,,,,,,,
2019_57243,Lisboa,67.0,,66.0,96,100,,,86.0,,,,,,,,,,,,,,,
2019_57244,Faro,200.0,167.0,183.0,151,184,,,,,,,,,,,,,,,,,,
2019_57245,Coimbra,130.0,116.0,117.0,138,139,,,,,,,,,,,,,,,,,,
2019_57246,Lisboa,,,,160,183,,,,,,196.0,,,160.0,,,,,,,,,
2019_57247,Outro,,,,182,177,,140.0,,,,151.0,,,,,,,,,,,,
2019_57248,Lisboa,100.0,96.0,74.0,103,109,,,,,,,,,,,,,,,,,,
2019_57249,Outro,,,,140,161,,130.0,,,,149.0,,,,,,,,,,,,
2019_57250,Coimbra,,,,115,123,,,,,,103.0,,,110.0,,,,,,,,,
2019_57251,Outro,,,,111,114,,97.0,,,,105.0,,,,,,,,,,,,
2019_57252,Lisboa,,,,146,161,,,,,,138.0,,169.0,,,,,,,,,,
2019_57253,Porto,,,,138,164,,,165.0,159.0,,,,,,,,,,,,,,
2019_57254,Outro,91.0,85.0,66.0,96,100,,,,,,,,,,,,,,,,,,
2019_57255,Lisboa,171.0,,,167,170,146.0,,,,,,147.0,,,,,,,,,,,
2019_57256,Porto,77.0,,,106,108,101.0,,,,,,96.0,,,,,,,,,,,
2019_57257,Lisboa,166.0,,155.0,145,180,,,172.0,,,,,,,,,,,,,,,
2019_57258,Coimbra,142.0,,112.0,115,140,,,152.0,,,,,,,,,,,,,,,
2019_57259,Lisboa,125.0,97.0,120.0,125,139,,,,,,,,,,,,,,,,,,
2019_57260,Outro,,,,108,129,,,,147.0,126.0,,,,,,,,,,,,,
2019_57261,Lisboa,111.0,97.0,106.0,115,125,,,,,,,,,,,,,,,,,,
2019_57262,Porto,155.0,,,138,153,148.0,120.0,,,,,,,,,,,,,,,,
2019_57263,Coimbra,,,,148,168,,,,,,149.0,166.0,,,,,,,,,,,
2019_57264,Braga,165.0,136.0,160.0,146,165,,,,,,,,,,,,,,,,,,
2019_57265,Coimbra,163.0,186.0,159.0,149,185,,,,,,,,,,,,,,,,,,
2019_57266,Porto,92.0,102.0,87.0,118,115,,,,,,,,,,,,,,,,,,
2019_57267,Lisboa,186.0,,,166,196,167.0,,,,,,200.0,,,,,,,,,,,
2019_57268,Lisboa,,,,111,132,,,,,,106.0,,151.0,,,,,,,,,,
2019_57269,Setúbal,116.0,,,110,128,120.0,100.0,,,,,,,,,,,,,,,,
2019_57270,Setúbal,90.0,,,101,108,105.0,96.0,,,,,,,,,,,,,,,,
2019_57271,Leiria,186.0,,177.0,145,182,,,186.0,,,,,,,,,,,,,,,
2019_57272,Setúbal,,,,127,165,,,170.0,155.0,,,,,,,,,,,,,,
2019_57273,Porto,,,,138,142,,,,,,129.0,125.0,,,,,,,,,,,
2019_57274,Outro,101.0,96.0,86.0,105,109,,,,,,,,,,,,,,,,,,
2019_57275,Setúbal,119.0,125.0,117.0,121,129,,,,,,,,,,,,,,,,,,
2019_57276,Outro,200.0,196.0,171.0,193,199,,,,,,,,,,,,,,,,,,
2019_57277,Porto,,,,118,115,,,,,,89.0,,,106.0,,,,,,,,,
2019_57278,Braga,159.0,149.0,150.0,158,173,,,,,,,,,,,,,,,,,,
2019_57279,Porto,,,,145,155,,136.0,,,,141.0,,,,,,,,,,,,
2019_57280,Braga,90.0,,85.0,115,115,,,146.0,,,,,,,,,,,,,,,
2019_57281,Braga,,,,125,164,,,181.0,149.0,,,,,,,,,,,,,,
2019_57282,Porto,,,,100,119,,,,122.0,98.0,,,,,,,,,,,,,
2019_57283,Setúbal,,,,106,108,,,,,,103.0,95.0,,,,,,,,,,,
2019_57284,Lisboa,156.0,115.0,119.0,136,151,,,,,,,,,,,,,,,,,,
2019_57285,Lisboa,,,,140,155,,,,,,135.0,,,148.0,,,,,,,,,
2019_57286,Lisboa,57.0,,,66,100,76.0,66.0,,,,,,,,,,,,,,,,
2019_57287,Leiria,,,,90,100,,80.0,,,,82.0,,,,,,,,,,,,
2019_57288,Coimbra,175.0,,,151,161,154.0,126.0,,,,,,,,,,,,,,,,
2019_57289,Porto,117.0,,,123,138,135.0,110.0,,,,,,,,,,,,,,,,
2019_57290,Coimbra,137.0,,,148,153,138.0,120.0,,,,,,,,,,,,,,,,
2019_57291,Braga,152.0,,,167,175,152.0,,,,,,172.0,,,,,,,,,,,
2019_57292,Outro,79.0,,,100,112,95.0,82.0,,,,,,,,,,,,,,,,
2019_57293,Lisboa,200.0,196.0,165.0,193,197,,,,,,,,,,,,,,,,,,
2019_57294,Lisboa,69.0,70.0,43.0,95,100,,,,,,,,,,,,,,,,,,
2019_57295,Leiria,136.0,,137.0,136,159,,,189.0,,,,,,,,,,,,,,,
2019_57296,Lisboa,168.0,,167.0,162,178,,,195.0,,,,,,,,,,,,,,,
2019_57297,Braga,,,,155,191,,,200.0,169.0,,,,,,,,,,,,,,
2019_57298,Lisboa,,,,116,143,,,,,,97.0,,153.0,,,,,,,,,,
2019_57299,Faro,115.0,106.0,114.0,119,123,,,,,,,,,,,,,,,,,,
2019_57300,Setúbal,185.0,170.0,199.0,193,200,,,,,,,,,,,,,,,,,,
2019_57301,Porto,,,,175,178,,,,,,143.0,165.0,,,,,,,,,,,
2019_57302,Outro,,,,145,154,,129.0,,,,153.0,,,,,,,,,,,,
2019_57303,Outro,155.0,136.0,158.0,138,157,,,,,,,,,,,,,,,,,,
2019_57304,Outro,179.0,145.0,159.0,139,173,,,,,,,,,,,,,,,,,,
2019_57305,Porto,97.0,,,99,114,101.0,96.0,,,,,,,,,,,,,,,,
2019_57306,Lisboa,170.0,,,145,171,168.0,,,,,,142.0,,,,,,,,,,,
2019_57307,Braga,166.0,126.0,146.0,145,157,,,,,,,,,,,,,,,,,,
2019_57308,Setúbal,178.0,,164.0,166,186,,,199.0,,,,,,,,,,,,,,,
2019_57309,Faro,,,,89,100,,86.0,,,,86.0,,,,,,,,,,,,
2019_57310,Setúbal,115.0,,117.0,119,142,,,177.0,,,,,,,,,,,,,,,
2019_57311,Setúbal,,,,129,133,,,,,,117.0,100.0,,,,,,,,,,,143.0
2019_57312,Lisboa,118.0,,109.0,121,146,,,172.0,,,,,,,,,,,,,,,
2019_57313,Lisboa,,,,76,106,,,,106.0,88.0,,,,,,,,,,,,,
2019_57314,Braga,89.0,,,108,116,102.0,102.0,,,,,,,,,,,,,,,,
2019_57315,Lisboa,150.0,,,135,153,149.0,,,,,,135.0,,,,,,,,,,,
2019_57316,Faro,95.0,85.0,88.0,97,108,,,,,,,,,,,,,,,,,,
2019_57317,Setúbal,195.0,,,161,188,169.0,184.0,,,,,,,,,,,,158.0,,,,
2019_57318,Lisboa,108.0,,100.0,115,131,,,145.0,,,,,,,,,,,,,,,
2019_57319,Coimbra,,,,157,182,,,,170.0,166.0,,,,,,,,,,,,185.0,
2019_57320,Leiria,129.0,119.0,118.0,121,135,,,,,,,,,,,,,,,,,,
2019_57321,Porto,115.0,,,123,140,134.0,,,,,,109.0,,,,,,,,,,,
2019_57322,Faro,139.0,,150.0,156,171,,,192.0,,,,,,,,,,,,,,,
2019_57323,Outro,,,,139,172,,,,,,159.0,,173.0,,,,,,,,,,
2019_57324,Outro,152.0,136.0,145.0,148,156,,,,,,,,,,,,,,,,,,
2019_57325,Setúbal,125.0,,,109,127,121.0,98.0,,,,,,,,,,,,,,,,
2019_57326,Faro,121.0,,129.0,119,154,,,176.0,,,,,,,,,,,,,,,
2019_57327,Faro,,,,148,168,,,,,,149.0,,169.0,,,,,,,,,,
2019_57328,Outro,175.0,149.0,179.0,193,190,,,,,,,,,,,,,,,,,,
2019_57329,Outro,112.0,,,115,130,108.0,106.0,,,,,,,,,,,,,,,,
2019_57330,Porto,,,,98,106,,78.0,,,,85.0,,,,,,,,,,,,
2019_57331,Porto,,,,136,149,,,,,,133.0,,,142.0,,,,,,,,,
2019_57332,Setúbal,116.0,,,120,138,121.0,112.0,,,,,,,,,,,,,,,,
2019_57333,Lisboa,,,,105,132,,,,147.0,123.0,,,,,,,,,,,,,
2019_57334,Braga,,,,105,113,,,,,,96.0,90.0,,,,,,,,,,,
2019_57335,Setúbal,175.0,196.0,169.0,157,190,,,,,,,,,,,,,,,,,,
2019_57336,Lisboa,,,,130,131,,,,,,116.0,,,116.0,,,,,,,,,
2019_57337,Lisboa,175.0,169.0,172.0,168,189,,,,,,,,,,,,,,,,,,
2019_57338,Braga,185.0,196.0,182.0,193,200,,,,,,,,,,,,,,,,,,
2019_57339,Braga,,,,131,131,,109.0,,,,118.0,,,,,,,,,,,,
2019_57340,Setúbal,197.0,196.0,176.0,193,200,,,,,,,,,,,,,,,,,,
2019_57341,Outro,41.0,,,77,100,,,45.0,106.0,,,,,,,,,,,,,,
2019_57342,Outro,95.0,,,107,114,101.0,98.0,,,,,,,,,,,,,,,,
2019_57343,Outro,145.0,,,139,144,140.0,117.0,,,,,,,,,,,,,,,,
2019_57344,Lisboa,185.0,,176.0,181,198,,,200.0,,,,,,,,,,,,,,,
2019_57345,Lisboa,131.0,101.0,119.0,128,131,,,,,,,,,,,,,,,,,,
2019_57346,Outro,85.0,92.0,89.0,111,104,,,,,,,,,,,,,,,,,,
2019_57347,Setúbal,200.0,166.0,165.0,155,185,,,,,,,,,,,,,,,,,,
2019_57348,Porto,101.0,90.0,92.0,108,104,,,,,,,,,,,,,,,,,,
2019_57349,Porto,148.0,129.0,141.0,150,153,,,,,,,,,,,,,,,,,,
2019_57350,Porto,117.0,110.0,100.0,115,126,,,,,,,,,,,,,,,,,,
2019_57351,Setúbal,,,,82,100,,,,,,81.0,69.0,,,,,,,,,,,
2019_57352,Lisboa,,,,185,181,,158.0,,,,157.0,,,,,,,,,,,,
2019_57353,Outro,,,,158,160,,128.0,,,,157.0,,,,,,,,,,,,
2019_57354,Outro,179.0,146.0,133.0,159,172,,,,,,,,,,,,,,,,,,
2019_57355,Porto,135.0,127.0,158.0,135,156,,,,,,,,,,,,,,,,,,
2019_57356,Setúbal,,,,171,200,,,198.0,200.0,,,,,,,,,,,,,,
2019_57357,Porto,,,,115,137,,,,138.0,108.0,,,,,,,,,,,,,
2019_57358,Outro,150.0,,,157,169,142.0,,,,,,156.0,,,,,,,,,,,
2019_57359,Lisboa,,,,135,162,,,,158.0,146.0,,,,,,,,,,,,,
2019_57360,Setúbal,,,,95,116,,,,,,78.0,,124.0,,,,,,,,,,
2019_57361,Lisboa,,,,115,119,,,,,,95.0,,,105.0,,,,,,,,,
2019_57362,Braga,142.0,,111.0,127,156,,,185.0,,,,,,,,,,,,,,,
2019_57363,Outro,,,,109,118,,,,,,102.0,,,110.0,,,,,,,,,
2019_57364,Outro,85.0,70.0,62.0,95,100,,,,,,,,,,,,,,,,,,
2019_57365,Setúbal,,,,103,127,,,,,,90.0,,134.0,,,,,,,,,,
2019_57366,Setúbal,200.0,,199.0,193,200,,,200.0,,,,,,,,,,,,,,,
2019_57367,Lisboa,,,,129,126,,117.0,,,,117.0,,,,,,,,,,,,
2019_57368,Lisboa,139.0,100.0,112.0,119,126,,,,,,,,,,,,,,,,,,
2019_57369,Outro,,,,138,135,,,,,,108.0,112.0,,,,,,,,,,,
2019_57370,Setúbal,45.0,64.0,67.0,88,100,,,,,,,,,,,,,,,,,,
2019_57371,Coimbra,,,,193,195,,,,,,146.0,,197.0,,,,,,,,,,
2019_57372,Porto,200.0,,,177,199,186.0,184.0,,,,,,,,,,,,,,,,
2019_57373,Outro,62.0,,65.0,100,100,,,60.0,,,,,,,,,,,,,,,
2019_57374,Porto,118.0,,,111,132,118.0,,,,,,116.0,,,,,,,,,,,
2019_57375,Lisboa,172.0,,,157,181,168.0,,195.0,,,,136.0,,,,,,,,,,,
2019_57376,Lisboa,185.0,,161.0,166,183,,,191.0,,,,,,,,,,,,,,,
2019_57377,Coimbra,161.0,125.0,136.0,127,150,,,,,,,,,,,,,,,,,,
2019_57378,Lisboa,24.0,45.0,21.0,80,100,,,,,,,,,,,,,,,,,,
2019_57379,Lisboa,145.0,,103.0,127,151,,,180.0,,,,,,,,,,,,,,,
2019_57380,Outro,171.0,,146.0,155,177,,,182.0,,,,,,,,,,,,,,,
2019_57381,Outro,132.0,,132.0,148,168,,,191.0,,,,,,,,,,,,,,,
2019_57382,Braga,,,,110,137,,,,142.0,110.0,,,,,,,,,,,,,
2019_57383,Porto,80.0,,,98,105,97.0,,,,,,91.0,,,,,,,,,,,
2019_57384,Porto,,,,135,159,,,,,,132.0,,159.0,,,,,,,,,,
2019_57385,Lisboa,,,,75,100,,,,,,45.0,,104.0,,,,,,,,,,
2019_57386,Outro,187.0,,155.0,140,175,,,188.0,,,,,,,,,,,,,,,
2019_57387,Lisboa,179.0,,,178,190,156.0,,,,,,200.0,,,,,,,,,,,
2019_57388,Porto,,,,120,124,,,,,,111.0,,,100.0,,,,,,,,,
2019_57389,Setúbal,147.0,160.0,162.0,135,167,,,,,,,,,,,,,,,,,,
2019_57390,Lisboa,,,,125,136,,,,,,116.0,115.0,,,,,,,,,,,
2019_57391,Setúbal,175.0,196.0,193.0,169,194,,,,,,,,,,,,,,,,,,
2019_57392,Setúbal,99.0,,85.0,112,133,,,162.0,,,,,,,,,,,,,,,
2019_57393,Outro,121.0,121.0,117.0,127,135,,,,,,,,,,,,,,,,,,
2019_57394,Lisboa,150.0,118.0,136.0,128,146,,,,,,,,,,,,,,,,,,
2019_57395,Lisboa,,,,142,143,,136.0,,,,137.0,,,,,,,,,,,,
2019_57396,Lisboa,187.0,,176.0,158,194,,,193.0,,,,,,,,,,,,,,,
2019_57397,Porto,,,,166,182,,176.0,,,,155.0,,,,,,,,,,,,
2019_57398,Outro,,,,139,140,,106.0,,,,129.0,,,,,,,,,,,,
2019_57399,Lisboa,,,,121,130,,,,,,112.0,,,111.0,,,,,,,,,
2019_57400,Lisboa,118.0,96.0,99.0,102,121,,,,,,,,,,,,,,,,,,
2019_57401,Lisboa,,,,105,136,,,,142.0,100.0,,,,,,,,,,,,,
2019_57402,Lisboa,,,,163,186,,,,,,196.0,166.0,,,,,,,,,,,
2019_57403,Setúbal,148.0,115.0,126.0,140,142,,,,,,,,,,,,,,,,,,
2019_57404,Outro,,,,155,181,,,,,,196.0,167.0,,,,,,,,,,,
2019_57405,Braga,166.0,,168.0,160,182,,,185.0,,,,,,,,,,,,,,,
2019_57406,Lisboa,,,,170,175,,130.0,,,,177.0,,,,,,,,,,,,
2019_57407,Outro,87.0,95.0,73.0,100,102,,,,,,,,,,,,,,,,,,
2019_57408,Porto,55.0,62.0,59.0,80,100,,,,,,,,,,,,,,,,,,
2019_57409,Coimbra,,,,131,135,,122.0,,,,127.0,,,,,,,,,,,,
2019_57410,Lisboa,135.0,118.0,134.0,119,142,,,,,,,,,,,,,,,,,,
2019_57411,Porto,139.0,111.0,125.0,115,131,,,,,,,,,,,,,,,,,,
2019_57412,Setúbal,149.0,136.0,162.0,140,162,,,,,,,,,,,,,,,,,,
2019_57413,Braga,182.0,166.0,186.0,160,188,,,,,,,,,,,,,,,,,,
2019_57414,Faro,172.0,,161.0,160,184,,,189.0,,,,,,,,,,,,,,,
2019_57415,Braga,179.0,167.0,199.0,150,192,,,,,,,,,,,,,,,,,,
2019_57416,Porto,177.0,,,152,167,151.0,126.0,,,,,,,,,,,,,,,,
2019_57417,Outro,139.0,,118.0,121,155,,,170.0,,,,,,,,,,,,,,,
2019_57418,Outro,,,,122,161,,,176.0,146.0,,,,,,,,,,,,,,
2019_57419,Lisboa,175.0,173.0,199.0,193,192,,,,,,,,,,,,,,,,,,
2019_57420,Outro,64.0,80.0,79.0,100,100,,,,,,,,,,,,,,,,,,
2019_57421,Lisboa,108.0,91.0,77.0,106,107,,,,,,,,,,,,,,,,,,
2019_57422,Leiria,175.0,,,140,168,166.0,,,,,,129.0,,,,,,,,,,,
2019_57423,Outro,,,,147,158,,,,,,136.0,,,155.0,,,,,,,,,
2019_57424,Setúbal,168.0,159.0,149.0,159,171,,,,,,,,,,,,,,,,,,
2019_57425,Lisboa,,,,127,147,,,,,,116.0,,146.0,,,,,,,,,,
2019_57426,Setúbal,137.0,120.0,128.0,121,137,,,,,,,,,,,,,,,,,,
2019_57427,Faro,,,,108,133,,,,146.0,121.0,,,,,,,,,,,,,
2019_57428,Porto,,,,152,170,,,,,,151.0,,,156.0,,,,,,,,,
2019_57429,Porto,,,,71,100,,,,,,70.0,71.0,,,,,,,,,,,
2019_57430,Coimbra,101.0,,,109,114,114.0,88.0,,,,,,,,,,,,,,,,
2019_57431,Porto,145.0,111.0,111.0,126,134,,,,,,,,,,,,,,,,,,
2019_57432,Setúbal,,,,152,166,,,,,,138.0,,168.0,,,,,,,,,,
2019_57433,Setúbal,98.0,96.0,92.0,105,115,,,,,,,,,,,,,,,,,,
2019_57434,Braga,,,,135,135,,,,,,126.0,117.0,,,,,,,,,,,
2019_57435,Faro,187.0,176.0,177.0,160,189,,,,,,,,,,,,,,,,,,
2019_57436,Lisboa,,,,140,160,,,,171.0,,135.0,,,130.0,,,,,,,,,
2019_57437,Leiria,,,,145,173,,,,,,152.0,,171.0,,,,,,,,,,
2019_57438,Lisboa,200.0,170.0,199.0,158,189,,,,,,,,,,,,,,,,,,
2019_57439,Lisboa,,,,136,157,,140.0,,,,142.0,,,,,,,,,,,,
2019_57440,Coimbra,,,,135,136,,,,,,110.0,,,127.0,,,,,,,,,
2019_57441,Porto,,,,168,190,,,,186.0,175.0,,,,,,,,,,,,,
2019_57442,Faro,,,,95,117,,,,127.0,97.0,,,,,,,,,,,,,
2019_57443,Faro,,,,193,198,,,200.0,186.0,,,,,,,,,,,,,,
2019_57444,Outro,81.0,99.0,79.0,111,102,,,,,,,,,,,,,,,,,,
2019_57445,Outro,139.0,,,155,163,163.0,,,,,,160.0,,,,,,,,,,,
2019_57446,Outro,,,,119,161,,,163.0,145.0,,,,,,,,,,,,,,
2019_57447,Leiria,115.0,,,116,122,108.0,,,,,,100.0,,,,,,,,,,,
2019_57448,Lisboa,119.0,,125.0,120,143,,,166.0,,,,,,,,,,,,,,,
2019_57449,Braga,193.0,,172.0,175,200,,,196.0,,,,,,,,,,,,,,,
2019_57450,Outro,125.0,102.0,88.0,121,123,,,,,,,,,,,,,,,,,,
2019_57451,Outro,145.0,,126.0,151,167,,,188.0,,,,,,,,,,,,,,,
2019_57452,Lisboa,192.0,154.0,199.0,193,195,,,,,,,,,,,,,,,,,,
2019_57453,Outro,135.0,,145.0,126,163,,,179.0,,,,,,,,,,,,,,,
2019_57454,Outro,120.0,,98.0,117,130,,,159.0,,,,,,,,,,,,,,,
2019_57455,Braga,,,,157,193,,,,,,196.0,,195.0,,,,,,,,,,
2019_57456,Coimbra,,,,170,183,,,,,,163.0,,,162.0,,,,,,,,,
2019_57457,Lisboa,,,,140,157,,,,,,133.0,,158.0,,,,,,,,,,
2019_57458,Leiria,43.0,,56.0,85,100,,,39.0,,,,,,,,,,,,,,,
2019_57459,Outro,,,,138,160,,,,,,127.0,,,160.0,,,,,,,,,
2019_57460,Porto,166.0,,,146,173,165.0,142.0,,,,,,,,,,,,,,,,
2019_57461,Outro,,,,105,117,,100.0,,,,95.0,,,,,,,,,,,,
2019_57462,Braga,148.0,146.0,147.0,139,151,,,,,,,,,,,,,,,,,,
2019_57463,Outro,145.0,148.0,131.0,137,152,,,,,,,,,,,,,,,,,,
2019_57464,Braga,,,,80,100,,,,,,72.0,,104.0,77.0,,,,,,,,,
2019_57465,Lisboa,,,,107,118,,,,132.0,105.0,,,,,,,,,,,,,
2019_57466,Lisboa,,,,110,140,,,,149.0,115.0,,,,,,,,,,,,,
2019_57467,Outro,120.0,107.0,89.0,108,122,,,,,119.0,,,,,,,,,,,,,
2019_57468,Lisboa,,,,145,165,,,,,,141.0,170.0,,,,,,,,,,,
2019_57469,Lisboa,,,,157,171,,,,,,146.0,,171.0,,,,,,,,,,
2019_57470,Lisboa,129.0,111.0,126.0,125,145,,,,,,,,,,,,,,,,,,
2019_57471,Braga,155.0,126.0,136.0,140,157,,,,,,,,,,,,,,,,,,
2019_57472,Setúbal,,,,110,132,,,,,,116.0,,,111.0,,,,,,,,,
2019_57473,Lisboa,,,,146,144,,,,,,115.0,,,126.0,,,,,,,,,
2019_57474,Outro,,,,193,179,,162.0,,,,157.0,,,,,,,,,,,,
2019_57475,Outro,199.0,142.0,184.0,140,188,,,,182.0,,,,,,,,,,,,,,
2019_57476,Lisboa,181.0,185.0,172.0,145,183,,,,,,,,,,,,,,,,,,
2019_57477,Braga,48.0,,47.0,70,100,,,45.0,,,,,,,,,,,,,,,
2019_57478,Outro,,,,142,155,,,,,,126.0,,175.0,,,,,,,,,,
2019_57479,Lisboa,142.0,,,120,135,119.0,,,,,,117.0,,,,,,,,,,,
2019_57480,Porto,58.0,,,101,100,85.0,86.0,,,,,,,,,,,,,,,,
2019_57481,Porto,,,,150,174,,,,,,169.0,,182.0,,,,,,,,,,
2019_57482,Setúbal,129.0,131.0,116.0,132,146,,,,,,,,,,,,,,,,145.0,,
2019_57483,Outro,,,,132,136,,,,,,118.0,120.0,,,,,,,,,,,
2019_57484,Outro,,,,127,136,,,,,,102.0,,149.0,,,,,,,,,,
2019_57485,Setúbal,48.0,,54.0,82,100,,,55.0,,,,,,,,,,,,,,,
2019_57486,Outro,85.0,,,110,103,100.0,,,,,,89.0,,,,,,,,,,,
2019_57487,Braga,,,,100,111,,,78.0,121.0,,,,,,,,,,,,,,
2019_57488,Outro,162.0,128.0,131.0,140,148,,,,,,,,,,,,,,,,,,
2019_57489,Coimbra,138.0,,150.0,135,163,,,177.0,,,,,,,,,,,,,,,
2019_57490,Braga,131.0,,,130,141,137.0,,,,,,111.0,,,,,,,,,,,
2019_57491,Leiria,125.0,,,135,140,129.0,,,,,,127.0,,,,,,,,,,,
2019_57492,Lisboa,,,,145,151,,132.0,,,,145.0,,,,,,,,,,,,
2019_57493,Lisboa,,,,125,129,,107.0,,,,117.0,,,,,,,,,,,,
2019_57494,Lisboa,,,,155,200,,184.0,,,,192.0,,,,,,,,,,,,
2019_57495,Porto,,,,101,105,,,,,,97.0,95.0,,,,,,,,,,,
2019_57496,Lisboa,155.0,131.0,129.0,132,152,,,,,,,,,,,,,,,,,,
2019_57497,Faro,67.0,,54.0,95,100,,,84.0,,,,,,,,,,,,,,,
2019_57498,Outro,70.0,90.0,75.0,97,100,,,,,,,,,,,,,,,,,,
2019_57499,Coimbra,150.0,,155.0,157,180,,,190.0,,,,,,,,,,,,,,,
2019_57500,Porto,,,,110,135,,,,,,96.0,,143.0,,,,,,,,,,
2019_57501,Setúbal,95.0,,,119,121,117.0,,,,,,95.0,,,,,,,,,,,
2019_57502,Braga,,,,122,139,,116.0,,,,131.0,,,,,,,,,,,,
2019_57503,Lisboa,126.0,109.0,106.0,132,128,,,,,,,,,,,,,,,,,,
2019_57504,Lisboa,182.0,,,140,160,145.0,132.0,,,,,,,,,,,,,,,,
2019_57505,Lisboa,143.0,128.0,142.0,156,161,,,,,,,,,,,,,,,,,,
2019_57506,Outro,,,,175,184,,,,186.0,161.0,,,,,,,,,,,,,
2019_57507,Outro,169.0,196.0,199.0,161,196,,,,,,,,,,,,,,,,,,
2019_57508,Setúbal,100.0,85.0,90.0,111,106,,,,,,,,,,,,,,,,,,
2019_57509,Lisboa,97.0,104.0,104.0,116,112,,,,,,,,,,,,,,,,,,
2019_57510,Lisboa,79.0,93.0,88.0,101,100,,,,,,,,,,,,,,,,,,
2019_57511,Faro,95.0,95.0,98.0,111,116,,,,,,,,,,,,,,,,,,
2019_57512,Lisboa,190.0,,172.0,162,197,,,199.0,,,,,,,,,,,,,,,
2019_57513,Braga,,,,120,144,,,,150.0,128.0,,,,,,,,,,,,,
2019_57514,Lisboa,133.0,,,121,141,128.0,,,,,,117.0,,,,,,,,,,,
2019_57515,Coimbra,130.0,129.0,134.0,135,143,,,,,,,,,,,,,,,,,,
2019_57516,Lisboa,,,,146,154,,140.0,,,,142.0,,,,,,,,,,,,
2019_57517,Porto,,,,150,158,,,,,,152.0,,,136.0,,,,,,,,,
2019_57518,Braga,149.0,161.0,137.0,156,172,,,,,,,,,,,,,,,,,,
2019_57519,Lisboa,,,,119,124,,,,,,110.0,102.0,,,,,,,,,,,
2019_57520,Outro,,,,141,164,,,,,,135.0,,168.0,,,,,,,,,,
2019_57521,Lisboa,180.0,,144.0,150,186,,,198.0,,,,,,,,,,,,,,,
2019_57522,Porto,97.0,,,105,116,103.0,,,,,,96.0,,,,,,,,,,,
2019_57523,Lisboa,,,,75,100,,,,,,72.0,,,85.0,,,,,,,,,
2019_57524,Lisboa,91.0,100.0,89.0,110,112,,,,,,,,,,,,,,,,,,
2019_57525,Coimbra,156.0,,125.0,148,163,,,185.0,,,,,,,,,,,,,,,
2019_57526,Leiria,111.0,102.0,107.0,110,122,,,,,,,,,,,,,,,,,,
2019_57527,Lisboa,129.0,106.0,118.0,132,132,,,,,,,,,,,,,,,,,,
2019_57528,Lisboa,45.0,,,95,100,72.0,76.0,,,,,,,,,,,,,,,,
2019_57529,Outro,,,,193,194,,,,,,196.0,,,151.0,,,,,,,,,
2019_57530,Lisboa,139.0,,140.0,145,172,,,179.0,,,,,,,,,,,,,,,
2019_57531,Porto,112.0,105.0,86.0,120,117,,,,,,,,,,,,,,,,,,
2019_57532,Outro,75.0,78.0,83.0,96,100,,,,,,,,,,,,,,,,,,
2019_57533,Coimbra,,,,125,125,,,,,,107.0,105.0,,,,,,,,,,,
2019_57534,Porto,,,,106,134,,,,132.0,107.0,,,,,,,,,,,,,
2019_57535,Lisboa,131.0,,107.0,110,143,,,169.0,,,,,,,,,,,,,,,
2019_57536,Braga,,,,79,100,,,,,,61.0,,,67.0,,,,,,,,,
2019_57537,Lisboa,30.0,,,65,100,58.0,,,,,,58.0,,,,,,,,,,,
2019_57538,Lisboa,,,,178,180,,146.0,,,,176.0,,,,,,,,,,,,
2019_57539,Setúbal,,,,105,107,,93.0,,,,95.0,,,,,,,,,,,,
2019_57540,Porto,,,,118,145,,,,155.0,129.0,,,,,,,,,,,,,
2019_57541,Outro,160.0,151.0,131.0,131,155,,,,,,,,,,,,,,,,,,
2019_57542,Braga,,,,96,100,,84.0,,,,80.0,,,,,,,,,,,,
2019_57543,Coimbra,,,,90,100,,86.0,,,,86.0,85.0,,,,,,,,,,,
2019_57544,Lisboa,175.0,,,145,161,155.0,136.0,,,,,,,,,,,,,,,,
2019_57545,Porto,165.0,,146.0,160,176,,,185.0,,,,,,,,,,,,,,,
2019_57546,Setúbal,,,,120,148,,,,,,135.0,,153.0,,,,,,,,,,
2019_57547,Outro,175.0,,,175,178,186.0,142.0,,,,,,,,,,,,,,,,
2019_57548,Outro,97.0,101.0,95.0,110,113,,,,,,,,,,,,,,,,,,
2019_57549,Outro,,,,128,143,,,,147.0,125.0,,,,108.0,,,,,,,,,
2019_57550,Lisboa,,,,145,160,,,,,,154.0,150.0,,,,,,156.0,,,,,
