Aluno_ID,Distrito,Matematica_A,Biologia_Geologia,Fisica_Quimica_A,Portugues,Nota_Interna,Desenho_A,Geometria_Descritiva_A,Economia_A,MACS,Historia_A,Geografia_A,HCA,Literatura_Portuguesa,Portugues_L2,Ingles,Italiano_Iniciacao,Portugues_LNM,Mandarim_Iniciacao,Latim_A,Historia_B,Matematica_B,Espanhol_Iniciacao,Alemao,Espanhol_Continuacao,Frances,Filosofia
2023_40875,Porto,150.0,127.0,123.0,146,151,155.0,,,,,,,,,,,,,,,,,,,,
2023_40876,Porto,139.0,126.0,137.0,137,149,,,,,,,,,,,,,,,,,,,,,
2023_40877,Outro,126.0,,106.0,128,126,,106.0,,,,,,,,,,,,,,,,,,,
2023_40878,Setúbal,189.0,,166.0,172,192,,189.0,,,,,,,,,,,,,,,,,,,
2023_40879,Outro,,,,135,155,,,,147.0,136.0,,,,,,,,,,,,,,,,
2023_40880,Leiria,,,,129,136,,,,146.0,127.0,,,,,,,,,,,,,,,,
2023_40881,Coimbra,,,,175,179,,,,,180.0,143.0,,,,,,,,,,,,,,,
2023_40882,Faro,98.0,108.0,107.0,117,122,,,,,,,,,,,,,,,,,,,,,
2023_40883,Porto,105.0,,,126,130,,,125.0,117.0,,,,,,,,,,,,,,,,,
2023_40884,Lisboa,89.0,,91.0,108,105,,64.0,,,,,,,,,,,,,,,,,,,
2023_40885,Setúbal,186.0,156.0,180.0,168,183,,,,,,,,,,,,,,,,,,,,,
2023_40886,Porto,,,,105,126,,,,,96.0,,,,,144.0,,,,,,,,,,,
2023_40887,Lisboa,,,,135,140,,,,,132.0,,,121.0,,,,,,,,,,,,,
2023_40888,Outro,185.0,,,193,200,,,174.0,200.0,,,,,,,,,,,,,,,,,
2023_40889,Porto,,,,142,148,,,,,135.0,120.0,,,,,,,,,,,,,,,
2023_40890,Outro,,,,146,169,,,,160.0,136.0,,,,,,,,,,,,,,,,
2023_40891,Coimbra,,,,128,152,,,,145.0,131.0,,,,,,,,,,,,,,,,
2023_40892,Lisboa,189.0,,156.0,155,186,,173.0,,,,,,,,,,,,,,,,,,,
2023_40893,Porto,,,,159,176,172.0,,,,,,138.0,,,,,,,,,,,,,,
2023_40894,Braga,78.0,79.0,100.0,99,103,,,,,,,,,,,,,,,,,,,,,
2023_40895,Outro,132.0,136.0,135.0,147,154,,,,,,,,,,,,,,,,,,,,,
2023_40896,Lisboa,128.0,110.0,120.0,126,140,,,,,,,,,,,,,,,,,,,,,
2023_40897,Braga,,,,148,161,175.0,,,,,,139.0,,,,,,,,,,,,,,
2023_40898,Lisboa,195.0,199.0,153.0,175,197,,,,,,,,,,,,,,,,,,,,,
2023_40899,Braga,127.0,,124.0,142,139,,125.0,,,,,,,,,,,,,,,,,,,
2023_40900,Setúbal,46.0,,,81,100,,,82.0,,,86.0,,,,,,,,,,,,,,,
2023_40901,Lisboa,198.0,,149.0,198,200,,200.0,,,,,,,,,,,,,,,,,,,
2023_40902,Lisboa,117.0,,,135,138,,,121.0,115.0,,,,,,,,,,,,,,,,,
2023_40903,Outro,115.0,103.0,105.0,126,129,,,,,,,,,,,,,,,,,,,,,
2023_40904,Braga,,,,135,150,,,,,135.0,,,,,168.0,,,,,,,,,,,
2023_40905,Lisboa,,,,119,117,121.0,65.0,,,,,,,,,,,,,,,,,,,
2023_40906,Outro,,,,171,200,,,,,198.0,,,193.0,,,,,,,,,,,,,
2023_40907,Porto,197.0,,,185,200,,,177.0,200.0,,,,,,,,,,,,,,,,,
2023_40908,Braga,160.0,165.0,138.0,153,171,,,,,,,,,,,,,,,,,,,,,
2023_40909,Lisboa,136.0,116.0,128.0,130,145,,,,,,,,,,,,,,,,,,,,,
2023_40910,Setúbal,,,,130,145,,,,,125.0,,,125.0,,,,,,,,,,,,,
2023_40911,Outro,131.0,,117.0,142,131,,101.0,,,,,,,,,,,,,,,,,,,
2023_40912,Braga,70.0,,95.0,106,100,,56.0,,,,,,,,,,,,,,,,,,,
2023_40913,Porto,87.0,,96.0,114,107,,55.0,,,,,,,,,,,,,,,,,,,
2023_40914,Braga,,,,117,119,130.0,77.0,,,,,,,,,,,,,,,,,,,
2023_40915,Lisboa,119.0,122.0,113.0,130,135,,,,,,,,,,,,,,,,,,,,,
2023_40916,Leiria,167.0,,148.0,183,188,,195.0,,,,,,,,,,,,,,,,,,,
2023_40917,Outro,,,,198,190,179.0,,,,,,152.0,,,,,,,,,,,,,,
2023_40918,Outro,,,,131,151,,,,,119.0,,,,,156.0,,,,,,,,,,,
2023_40919,Outro,148.0,128.0,129.0,137,147,,,,,,,,,,,,,,,,,,,,,
2023_40920,Porto,200.0,199.0,158.0,198,200,,,,,,,,,,,,,,,,,,,176.0,,
2023_40921,Coimbra,141.0,,131.0,145,164,,151.0,,,,,,,,,,,,,,,,,,,
2023_40922,Lisboa,,,,135,139,,,,,127.0,,,121.0,,,,,,,,,,,,,
2023_40923,Braga,,,,136,142,,,,,107.0,,,,,157.0,,,,,,,,,,,
2023_40924,Lisboa,156.0,149.0,130.0,155,172,,,,,,,,,,,,,,,,,,,,,
2023_40925,Outro,155.0,,,138,154,,,150.0,,,136.0,,,,,,,,,,,,,,,
2023_40926,Coimbra,,,,178,200,192.0,200.0,,,,,,,,,,,,,,,,,,,
2023_40927,Outro,,,,145,167,154.0,145.0,,,,,,,,,,,,,,,,,,,
2023_40928,Outro,131.0,125.0,129.0,147,139,,,,,,,,,,,,,,,,,,,,,
2023_40929,Leiria,160.0,148.0,134.0,141,156,,,,,,,,,,,,,,,,,,,,,
2023_40930,Outro,,,,152,160,161.0,146.0,,,,,,,,,,,,,,,,,,,
2023_40931,Porto,116.0,,123.0,135,132,,97.0,,,,,,,,,,,,,,,,,,,
2023_40932,Porto,173.0,152.0,156.0,164,164,,,,,,,,,,,,,,,,,,,,,
2023_40933,Outro,111.0,132.0,120.0,126,139,,,,,,,,,,,,,,,,,,,,,
2023_40934,Lisboa,172.0,160.0,153.0,158,171,,,,,,,,,,,,,,,,,,,,,
2023_40935,Leiria,180.0,151.0,135.0,156,173,,,,,,,,,,,,,,,,,,,,,
2023_40936,Lisboa,,,,198,200,,,,,198.0,,,176.0,,,,,,,,,,,,,
2023_40937,Outro,200.0,,149.0,177,192,,179.0,,,,,,,,,,,,,,,,,,,
2023_40938,Lisboa,129.0,108.0,125.0,130,130,,,,,,,,,,,,,,,,,,,,,
2023_40939,Porto,24.0,81.0,50.0,72,100,,,,,,,,,,,,,,,,,,,,,
2023_40940,Porto,113.0,,105.0,117,119,,69.0,,,,,,,,,,,,,,,,,,,
2023_40941,Porto,,,,175,193,,,,,168.0,,,192.0,,,,,,,,,,,,,
2023_40942,Outro,,,,150,151,,,,,146.0,118.0,,,,,,,,,,,,,,,
2023_40943,Outro,,,,137,146,140.0,106.0,,,,,,,,,,,,,,,,,,,
2023_40944,Outro,,,,198,196,175.0,,,,,,186.0,,,,,,,,,,,,,,
2023_40945,Porto,82.0,,97.0,102,100,,40.0,,,,,,,,,,,,,,,,,,,
2023_40946,Outro,146.0,150.0,146.0,145,157,,,,,,,,,,,,,,,,,,,,,
2023_40947,Porto,165.0,165.0,143.0,168,173,,,,,,,,,,,,,,,,,,,,,
2023_40948,Coimbra,98.0,116.0,113.0,124,123,,,,,,,,,,,,,,,,,,,,,
2023_40949,Braga,182.0,172.0,199.0,198,200,,,,,,,,,,,,,,,,,,,,,
2023_40950,Lisboa,125.0,123.0,123.0,138,144,,,,,,,,,,,,,,,,,,,,,
2023_40951,Lisboa,,,,162,168,,,,,157.0,,,156.0,,,,,,,,,,,,,
2023_40952,Lisboa,,,,165,179,,,,,180.0,138.0,,,,,,,,,,,,,,,
2023_40953,Coimbra,,,,165,168,,,,,150.0,135.0,,,,,,,,,,,,,,,
2023_40954,Setúbal,,,,165,192,,,,,171.0,,,,,200.0,,,,,,,,,,,
2023_40955,Porto,161.0,,,146,176,,,161.0,,,132.0,,,,,,,,,,,,,,,
2023_40956,Leiria,,,,138,139,,,,,129.0,,,121.0,,,,,,,,,,,,,
2023_40957,Lisboa,,,,118,122,139.0,81.0,,,,,,,,,,,,,,,,,,,
2023_40958,Porto,151.0,147.0,125.0,147,156,,,,,,,,,,,,,,,,,,,,,
2023_40959,Porto,158.0,137.0,136.0,141,158,,,,,,,,,,,,,,,,,,,,,
2023_40960,Outro,89.0,101.0,107.0,112,115,,,,,,,,,,,,,,,,,,,,,
2023_40961,Outro,,,,198,185,180.0,,,,,,147.0,,,,,,,,,,,,,,
2023_40962,Lisboa,200.0,199.0,158.0,181,195,,,,,,,,,,,,,,,,,,,,,
2023_40963,Porto,200.0,163.0,182.0,165,191,,,,,,,,,,,,,,,,,,,,,
2023_40964,Setúbal,181.0,151.0,147.0,172,171,,,,,,,,,,,,,,,,,,,,,
2023_40965,Leiria,,,,155,172,,,,,150.0,,,,,174.0,,,,,,,,,,,
2023_40966,Lisboa,,,,156,164,,,,,141.0,,,150.0,,,,,,,,,,,,,
2023_40967,Outro,,,,129,145,,,,137.0,125.0,,,,,,,,,,,,,,,,
2023_40968,Outro,,,,116,144,,,,,119.0,,,,,151.0,,,,,,,,,,,
2023_40969,Lisboa,155.0,,127.0,146,149,,115.0,,,,,,,,,,,,,,,,,,,
2023_40970,Coimbra,138.0,114.0,122.0,135,142,,,,,,,,,,,,,,,,,,,,,
2023_40971,Outro,196.0,,167.0,180,200,,195.0,,,,,,,,,,,,,,,,,,,
2023_40972,Outro,,,,148,153,156.0,,,,,,112.0,,,,,,,,,,,,,,
2023_40973,Lisboa,,,,116,116,,,,,106.0,96.0,,,,,,,,,,,,,,,
2023_40974,Lisboa,,,,177,183,,,,,172.0,192.0,,,,,134.0,,,,,,,,,,
2023_40975,Lisboa,,,,151,154,160.0,,,,,,121.0,,,,,,,,,,,,,,
2023_40976,Lisboa,148.0,134.0,131.0,138,155,,,,,,,,,,,,,,,,,,,,,
2023_40977,Lisboa,188.0,,,151,183,,,167.0,169.0,,,,,,,,,,,,,,,,,
2023_40978,Coimbra,191.0,,,187,185,,,175.0,,,146.0,,,,,,,,,,,,,,,
2023_40979,Setúbal,,,,155,177,,,,167.0,162.0,,,,,,,,,,,,,,,,
2023_40980,Outro,118.0,116.0,113.0,129,133,,,,,,,,,,,,,,,,,,,,,
2023_40981,Lisboa,,,,158,172,,,,,140.0,,,,,176.0,,,,,,,,,,,
2023_40982,Braga,140.0,,130.0,152,153,,137.0,,,,,,,,,,,,,,,,,,,
2023_40983,Faro,175.0,,157.0,161,183,,192.0,,,,,,,,,,,,,,,,,,,
2023_40984,Braga,139.0,,,137,153,,,138.0,150.0,,,,,,,,,,,,,,,,,
2023_40985,Lisboa,,,,116,114,,,,95.0,102.0,,,,,,,,,,,,,,,,
2023_40986,Outro,,,,146,172,161.0,157.0,,,,,,,,,,,,,,,,,,,
2023_40987,Lisboa,165.0,170.0,145.0,167,171,,,,,,,,,,,,,,,,,,,,,
2023_40988,Outro,166.0,151.0,148.0,158,180,,,,,,,,,,,,,,,,,,,,,
2023_40989,Outro,,,,161,179,,,,,160.0,,,170.0,,,,,,,,,,,,,
2023_40990,Outro,,,,151,172,,,,,139.0,,,,,167.0,,,,,,,,,,,
2023_40991,Outro,,,,134,156,,,,146.0,138.0,,,,,,,,,,,,,,,,
2023_40992,Outro,144.0,139.0,135.0,145,153,,,,,,,,,,,,,,,,,,,,,
2023_40993,Setúbal,,,,135,153,154.0,,,,,,111.0,,,,,,,,,,,,,,
2023_40994,Outro,181.0,165.0,161.0,151,174,,,,,,,,,,,,,,,,,,,,,
2023_40995,Braga,,,,162,167,,,,,151.0,137.0,,,,,,,,,,,,,,,
2023_40996,Outro,140.0,130.0,118.0,140,142,,,,,,,,,,,,,,,,,,,,,
2023_40997,Lisboa,,,,162,182,,,,,156.0,,,,,180.0,,,,,,,,,,,
2023_40998,Outro,200.0,,199.0,198,200,,200.0,,,,,,,,,,,,,,,,,,,
2023_40999,Porto,200.0,,199.0,198,200,,200.0,,,,,,,,,,,,,,,,,,,
2023_41000,Porto,169.0,147.0,154.0,165,181,,,,,,,,,,,,,,,,,,,,,
2023_41001,Outro,168.0,162.0,142.0,154,168,,,,,,,,,,,,,,,,,,,,,
2023_41002,Lisboa,,,,128,129,,,,,114.0,107.0,,,,,,,,,,,,,,,
2023_41003,Porto,,,,152,155,,,,,139.0,130.0,,,,,,,,,,,,,,,
2023_41004,Porto,53.0,,,106,110,,,99.0,92.0,,,,,,,,,,,,,,,,,
2023_41005,Faro,,,,125,131,,,,,108.0,,,107.0,,,,,,,,,,,,,
2023_41006,Outro,178.0,,152.0,156,187,,192.0,,,,,,,,,,,,,,,,,,,
2023_41007,Lisboa,125.0,128.0,135.0,147,153,,,,,,,,,,,,,,,,,,,,,
2023_41008,Lisboa,,,,143,164,,,,,145.0,,,,,174.0,,,,,,,,,,,
2023_41009,Outro,145.0,140.0,133.0,141,154,,,,,,,,,,,,,,,,,,,,,
2023_41010,Porto,,,,136,155,,,,146.0,126.0,,,,,,,,,,,,,,,,
2023_41011,Setúbal,170.0,,153.0,189,186,,166.0,,,,,,,,,,,,,,,,,,,
2023_41012,Outro,119.0,115.0,113.0,121,130,,,,,,,,,,,,,,,,,,,,,
2023_41013,Lisboa,,,,185,185,,,,,150.0,167.0,,,,,,,,,,,,,,,
2023_41014,Braga,177.0,162.0,133.0,157,165,,,,,,,,,,,,,,,,,,,,,
2023_41015,Braga,165.0,138.0,137.0,147,160,,,,,,,,,,,,,,,,,,,,,
2023_41016,Outro,110.0,125.0,114.0,138,139,,,,,,,,,,,,,,,,,,,,,
2023_41017,Lisboa,81.0,88.0,101.0,108,107,,,,,,,,,,,,,,,,,,,,,
2023_41018,Outro,,,,198,195,,,,200.0,154.0,,,,,,,,,,,,,,,,
2023_41019,Braga,186.0,,182.0,167,199,,191.0,,,,,,,,,,,,,,,,,,,
2023_41020,Leiria,121.0,,,131,141,,,136.0,125.0,,,,,,,,,,,,,,,,,
2023_41021,Coimbra,200.0,199.0,177.0,187,200,,,,,,,,,,,,,,,,,,,,,
2023_41022,Lisboa,155.0,126.0,130.0,138,157,,,,,,,,,,,,,,,,,,,,,
2023_41023,Lisboa,165.0,,156.0,157,175,,159.0,,,,,,,,,,,,,,,,,,,
2023_41024,Leiria,155.0,,130.0,142,158,,149.0,,,,,,,,,,,,,,,,,,,
2023_41025,Lisboa,127.0,121.0,127.0,132,141,,,,,,,,,,,,,,,,,,,,,
2023_41026,Outro,195.0,,158.0,198,194,,188.0,,,,,,,,,,,,,,,,,,,
2023_41027,Leiria,81.0,,,108,115,,,116.0,96.0,,,,,,,,,,,,,,,,,
2023_41028,Lisboa,,,,145,148,,,,,137.0,122.0,,,,,,,,,,,,,,,
2023_41029,Lisboa,165.0,,135.0,139,159,,155.0,,,,,,,,,,,,,,,,,,,
2023_41030,Outro,96.0,,,112,116,,,108.0,112.0,,,,,,,,,,,,,,,,,
2023_41031,Braga,,,,140,141,,,,,121.0,,,120.0,,,,,,,,,,,,,
2023_41032,Setúbal,107.0,,,116,133,,,116.0,125.0,,,,,,,,,,,,,,,,,
2023_41033,Outro,182.0,150.0,148.0,161,173,,,,,,,,,,,,,,,,,,,,,
2023_41034,Porto,125.0,121.0,114.0,140,139,,,,,,,,,,,,,,,,,,,,,
2023_41035,Outro,176.0,182.0,183.0,176,198,,,,,,,,,,,,,,,,,,,,,
2023_41036,Outro,200.0,199.0,199.0,173,200,,,,,,,,,,,,,,,,,,,,,
2023_41037,Faro,,,,198,198,,,,,163.0,,,,,200.0,,,,,,,,,,,
2023_41038,Outro,102.0,,113.0,126,120,,80.0,,,,,,,,,,,,,,,,,,,
2023_41039,Lisboa,,,,157,178,,,,161.0,150.0,,,,,,,,,,,,,,,,
2023_41040,Outro,145.0,149.0,127.0,149,157,,,,,,,,,,,,,,,,,,,,,
2023_41041,Faro,135.0,130.0,127.0,145,144,,,,,,,,,,,,,,,,,,,,,
2023_41042,Lisboa,,,,158,167,173.0,139.0,,,,,,,,,,,,,,,,,,,
2023_41043,Lisboa,119.0,138.0,135.0,135,144,,,,,,,,,,,,,,,,,,,,,
2023_41044,Leiria,,,,161,194,,,,,176.0,,,200.0,,,,,,,,,,,,,
2023_41045,Outro,189.0,199.0,199.0,165,200,,,,,,,,,,,,,,,,,,,,,
2023_41046,Lisboa,187.0,,,178,190,,,156.0,175.0,,,,,,,,,,,,,,,,,
2023_41047,Coimbra,,,,159,170,165.0,156.0,,,,,,,,,,,,,,,,,,,
2023_41048,Lisboa,188.0,,,179,200,,,175.0,,,192.0,,,,,,,,,,,,,,,
2023_41049,Porto,,,,151,171,,,,166.0,155.0,,,,,,,,,,,,,,,,
2023_41050,Coimbra,126.0,105.0,123.0,120,126,,,,,,,,,,,,,,,,,,,,,
2023_41051,Porto,,,,198,200,,,,,166.0,,,200.0,,,,,,,,,,,,,
2023_41052,Lisboa,,,,145,146,,,,,134.0,127.0,,,,,,,,,,,,,,,
2023_41053,Outro,180.0,,,166,176,,,157.0,,,159.0,,,,,,,,,,,,,,,
2023_41054,Braga,,,,128,141,150.0,,,,,,105.0,,,,,,,,,,,,,,
2023_41055,Porto,160.0,150.0,135.0,145,163,,,,,,,,,,,,,,,,,,,,,
2023_41056,Porto,189.0,170.0,155.0,155,175,,,,,,,,,,,,,,,,,,,,,
2023_41057,Lisboa,185.0,,,177,193,,,185.0,,,153.0,,,,,,,,,,,,,,,
2023_41058,Setúbal,186.0,199.0,181.0,167,198,,,,,,,,,,,,,,,,,,,,,
2023_41059,Porto,60.0,,83.0,100,100,,51.0,,,,,,,,,,,,,,,,,,,
2023_41060,Lisboa,163.0,137.0,141.0,151,165,,,,,,,,,,,,,,,,,,,,,
2023_41061,Braga,183.0,188.0,199.0,181,200,,,,,,,,,,,,,,,,,,,,,
2023_41062,Outro,113.0,,,119,117,,,119.0,,,95.0,,,,,,,,,,,,,,,
2023_41063,Coimbra,165.0,155.0,145.0,148,166,,,,,,,,,,,,,,,,,,,143.0,,
2023_41064,Porto,,,,126,129,,,,107.0,119.0,,,,,,,,,,,,,,,,
2023_41065,Outro,111.0,,,125,131,,,125.0,106.0,,,,,,,,,,,,,,,,,
2023_41066,Braga,,,,162,172,,,,,162.0,,,167.0,,,,,,,,,,,,,
2023_41067,Faro,168.0,,157.0,161,174,,154.0,,,,,,,,,,,,,,,,,,,
2023_41068,Lisboa,,,,126,130,,,,,127.0,,,117.0,,,,,,,,,,,,,
2023_41069,Lisboa,,,,177,193,172.0,195.0,,,,,,,,,,,,,,,,,,,
2023_41070,Lisboa,146.0,,,134,150,,,141.0,137.0,,,,,,,,,,,,,,,,,
2023_41071,Lisboa,146.0,148.0,139.0,143,160,,,,,,,,,,,,,,,,,,,,,
2023_41072,Setúbal,116.0,,,131,138,,,135.0,125.0,,,,,,,,,,,,,,,,,
2023_41073,Lisboa,100.0,,,128,127,,,120.0,116.0,,,,,,,,,,,,,,,,,
2023_41074,Lisboa,65.0,101.0,96.0,116,103,,,,,,,,,,,,,,,,,,,,,
2023_41075,Lisboa,,,,101,109,,,,97.0,80.0,,,,,,,,,,,,,,,,
2023_41076,Lisboa,129.0,,,135,151,,,120.0,140.0,,,,,,,,,,,,,,,,,
2023_41077,Porto,,,,165,175,176.0,,,,,,145.0,,,,,,,,,,,,,,
2023_41078,Porto,,,,165,167,,,,,166.0,147.0,,,,,,,,,,,,,,,
2023_41079,Setúbal,,,,152,166,,,,,135.0,146.0,,,,,,,,,,,,,,,
2023_41080,Porto,,,,185,188,,,,,172.0,,,,,174.0,,,,,,,,,,,
2023_41081,Setúbal,,,,172,184,,,,,166.0,,,,,184.0,,,,,,,,,,,
2023_41082,Porto,,,,161,180,174.0,167.0,,,,,,,,,,,,,,,,,,,
2023_41083,Lisboa,,,,116,129,,,,,116.0,102.0,,,,,,,,,,,,,,,
2023_41084,Setúbal,,,,160,170,,,,156.0,141.0,,,,,,,,,,,,,,,,
2023_41085,Outro,,,,108,125,,,,,84.0,,,,,138.0,,,,,,,,,,,
2023_41086,Outro,,,,149,163,,,,,154.0,125.0,,,,,,,,,140.0,,,,,,
2023_41087,Braga,,,,156,185,,,,,167.0,,,,,176.0,,,,,,,,,,,
2023_41088,Setúbal,,,,147,155,,,,,129.0,,,145.0,,,,,,,,,,,,,
2023_41089,Outro,175.0,146.0,132.0,145,172,,,,,,,,,,,,,,,,,,,,,
2023_41090,Braga,172.0,,,168,179,,,160.0,172.0,,,,,,,,,,,,,,,,,
2023_41091,Lisboa,158.0,,142.0,150,166,,165.0,,,,,,,,,,,,,,,,,,,
2023_41092,Outro,170.0,,173.0,156,185,,161.0,,,,,,,,,,,,,,,,,,,
2023_41093,Outro,,,,147,165,158.0,142.0,,,,,,,,,,,,,,,,,,,
2023_41094,Porto,117.0,125.0,110.0,128,131,,,,,,,,,,,,,,,,,,,,,
2023_41095,Setúbal,106.0,106.0,115.0,119,119,,,,,,,,,,,,,,,,,,,,,
2023_41096,Lisboa,,,,168,192,,,,200.0,157.0,,,,,,,,,,,,,,,,
2023_41097,Lisboa,,,,160,166,,,,,147.0,146.0,,,,,,,,,,,,,,,
2023_41098,Lisboa,116.0,,107.0,118,122,,68.0,,,,,,,,,,,,,,,,,,,
2023_41099,Setúbal,,,,127,136,,,,,117.0,100.0,,,,,,,,,,,,,,,
2023_41100,Setúbal,,,,145,153,,,,,141.0,,,150.0,,,,,,,,,,,,,
2023_41101,Outro,131.0,130.0,116.0,136,142,,,,,,,,,,,,,,,,,,,,,
2023_41102,Outro,153.0,,,137,157,,,138.0,149.0,,,,,,,,,,,,,,,,,
2023_41103,Faro,,,,153,169,,,,150.0,142.0,,,,,,,,,,,,,,,,
2023_41104,Lisboa,121.0,121.0,125.0,131,136,,,,,,,,,,,,,,,,,,,,,
2023_41105,Lisboa,,,,167,167,,,,160.0,146.0,,,,,,,,,,,,,,,,
2023_41106,Porto,145.0,,,137,150,,,138.0,,,128.0,,,,,,,,,,,,,,,
2023_41107,Lisboa,,,,150,170,,,,,161.0,,,170.0,,,,,,,,,,,,,
2023_41108,Lisboa,152.0,151.0,145.0,151,164,,,,,,,,,,,,,,,,,,,,,
2023_41109,Lisboa,125.0,,,120,129,,,128.0,113.0,,,,,,,,,,,,,,,,,
2023_41110,Porto,195.0,181.0,160.0,171,194,,,,,,,,,,,,,,,,,,,,,
2023_41111,Porto,60.0,66.0,76.0,97,100,,,,,,,,,,,,,,,84.0,,,,,,
2023_41112,Lisboa,,,,105,124,,,,,95.0,,,,,138.0,,,,,,,,,,,
2023_41113,Coimbra,,,,139,140,,,,,140.0,116.0,,,,,,,,,,,,,,,
2023_41114,Faro,148.0,118.0,116.0,146,143,,,,,,,,,,,,,,,,,,,,,
2023_41115,Porto,,,,141,159,,,,,126.0,,,,,166.0,,,,,,,,,,,
2023_41116,Lisboa,119.0,114.0,113.0,130,137,,,,,,,,,,,,,,,,,,,,,
2023_41117,Outro,,,,150,182,178.0,169.0,,,,,,,,,,,,,,,,,,,
2023_41118,Lisboa,97.0,,,119,112,,,88.0,110.0,,,,,,,,,,,,,,,,,
2023_41119,Porto,148.0,130.0,130.0,149,155,,,,,,,,,,,,,,,,,,,,,
2023_41120,Porto,135.0,126.0,130.0,146,143,,,,,,,,,,,,,,,,,,,,,
2023_41121,Coimbra,146.0,154.0,140.0,155,171,,,,,,,,,,,,,,,,,,,,,
2023_41122,Outro,,,,156,167,,,,,152.0,,,140.0,,,,,,,,,,,,,
2023_41123,Setúbal,,,,136,136,,,,,121.0,,,118.0,,,,,,,,,,,,,
2023_41124,Outro,156.0,143.0,146.0,161,174,,,,,,,,,,,,,,,,,,,,,
2023_41125,Lisboa,130.0,122.0,122.0,145,145,,,,,,,,,,,,,,,,,,,,,
2023_41126,Lisboa,175.0,175.0,150.0,170,183,,,,,,,,,,,,,,,,,,,,,
2023_41127,Outro,185.0,,157.0,157,182,,197.0,,,,,,,,,,,,,,,,,,,
2023_41128,Porto,82.0,,101.0,111,108,,77.0,,,,,,,,,,,,,,,,,,,
2023_41129,Lisboa,141.0,,,151,154,,,147.0,145.0,,,,,,,,,,,,,,,,,
2023_41130,Braga,142.0,,129.0,135,149,,124.0,,,,,,,,,,,,,,,,,,,
2023_41131,Lisboa,166.0,160.0,168.0,165,178,,,,,,,,,,,,,,,,,,,,,
2023_41132,Lisboa,167.0,150.0,149.0,156,166,,,,,,,,,,,,,,,,,,,,,
2023_41133,Outro,182.0,169.0,151.0,171,183,,,,,,,,,,,,,,,,,,,,,
2023_41134,Coimbra,128.0,,113.0,129,133,,114.0,,,,,,,,,,,,,,,,,,,
2023_41135,Lisboa,168.0,156.0,169.0,167,179,,,,,,,,,,,,,,,,,,,,,
2023_41136,Braga,,,,159,169,157.0,141.0,,,,,,,,,,,,,,,,,,,
2023_41137,Outro,,,,165,165,159.0,140.0,,,,,,,,,,,,,,,,,,,
2023_41138,Outro,175.0,159.0,139.0,170,178,,,,,,,,,,,,,,,,,,,,,
2023_41139,Coimbra,169.0,156.0,149.0,165,177,,,,,,,,,,,,,,,,,,,,,
2023_41140,Lisboa,,,,171,181,169.0,,,,,,157.0,,,,,,,,,,,,,,
2023_41141,Lisboa,,,,198,200,200.0,189.0,,,,,,,,,,,,,,,,,,,
2023_41142,Coimbra,,,,168,178,,,,178.0,160.0,,,,,,,,,,,,,,,,
2023_41143,Porto,156.0,,155.0,150,171,,176.0,,,,,,,,,,,,,,,,,,,
2023_41144,Lisboa,125.0,115.0,109.0,122,130,,,,,,,,,,,,,,,,,,,,,
2023_41145,Porto,,,,141,142,144.0,96.0,,,,,,,116.0,,,,,,,,,,,,
2023_41146,Braga,,,,115,114,128.0,51.0,,,,,,,,,,,,,,,,,,,
2023_41147,Porto,158.0,,,146,162,,,149.0,,,120.0,,,,,,,,,,,,,,,
2023_41148,Lisboa,140.0,,128.0,151,158,,145.0,,,,,,,,,,,,,,,,,,,
2023_41149,Lisboa,,,,128,148,,,,,112.0,,,,,163.0,,,,,,,,,,,
2023_41150,Setúbal,186.0,176.0,168.0,165,183,,,,,,,,,,,,,,,,,,,,,
2023_41151,Lisboa,170.0,136.0,148.0,150,168,,,,,,,,,,,,,,,,,,,,,
2023_41152,Lisboa,,,,152,180,,,,,149.0,,,,,173.0,,,,,,,,,,,
2023_41153,Lisboa,,,,160,189,,,,,168.0,,,200.0,,,,,,,,,,,,,
2023_41154,Lisboa,,,,198,196,,,,188.0,170.0,,,,,,,,,,,,,,,,
2023_41155,Porto,186.0,168.0,199.0,187,195,,,,,,,,,,,,,,,,,,,,,
2023_41156,Outro,,,,169,198,187.0,,,,,,186.0,,,,,,,,,,,,,,
2023_41157,Setúbal,,,,128,147,,,,,109.0,,,,,149.0,,,,,,,,,,,
2023_41158,Lisboa,152.0,,145.0,142,154,,139.0,,,,,,,,,,,,,,,,,,,
2023_41159,Braga,149.0,,,138,156,,,136.0,134.0,,,,,,,134.0,,,,,,,,,,
2023_41160,Braga,,,,145,162,157.0,138.0,,,,,,,,,,,,,,,,,,,
2023_41161,Porto,166.0,188.0,155.0,156,183,,,,,,,,,,,,,,,,,,,,,
2023_41162,Lisboa,,,,119,131,,,,,107.0,90.0,,,,,,172.0,,,,,,,,,
2023_41163,Porto,161.0,162.0,152.0,156,172,,,,,,,,,,,,,,,,189.0,,,,,
2023_41164,Setúbal,,,,142,154,,,,139.0,132.0,,,,,,,,,,,,,,,,
2023_41165,Setúbal,95.0,,96.0,123,113,,60.0,,,,,,,,,,,,,,,,,,,
2023_41166,Outro,,,,169,180,,,,,167.0,143.0,,,,,,,,,,,,,,,
2023_41167,Outro,148.0,140.0,136.0,157,155,,,,,,,,,,,,,,,,,,,,,
2023_41168,Lisboa,,,,198,187,,,,,163.0,165.0,,,,,,,,,,,,,,,
