Aluno_ID,Distrito,Desenho_A,Portugues,Geometria_Descritiva_A,Nota_Interna,Matematica_A,Biologia_Geologia,Fisica_Quimica_A,Historia_A,Ingles,Economia_A,MACS,Literatura_Portuguesa,Geografia_A,HCA,Portugues_L2,Historia_B,Espanhol_Continuacao,Filosofia,Latim_A,Espanhol_Iniciacao,Frances,Alemao,Portugues_LNM,Mandarim_Iniciacao,Matematica_B
2021_55339,Porto,,198,,200,200.0,180.0,162.0,,,,,,,,,,,,,,,,,,
2021_55340,Lisboa,,88,,102,85.0,86.0,66.0,,,,,,,,,,,,,,,,,,
2021_55341,Lisboa,,91,,100,,,,99.0,,,,53.0,,,,,,,,,,,,,
2021_55342,Lisboa,,139,149.0,144,141.0,,106.0,,,,,,,,,,,,,,,,,,
2021_55343,Porto,186.0,177,191.0,191,,,,,,,,,,,,,,,,,,,,,
2021_55344,Braga,,145,,149,,,,150.0,,,,121.0,,,,,,,,,,,,,
2021_55345,Coimbra,,123,,132,119.0,122.0,95.0,,,,,,,,,,,,,,,,,,
2021_55346,Lisboa,,171,,184,,,,154.0,184.0,,,,,160.0,,,,,,,,,,,
2021_55347,Lisboa,,142,,157,132.0,158.0,127.0,,,,,,,,,,,,,,,,,,
2021_55348,Lisboa,,157,,147,139.0,139.0,146.0,,,,,,,,140.0,,,,,,,,,,
2021_55349,Braga,,183,,195,,,,165.0,,,,193.0,,,,,,,,,,,,,
2021_55350,Setúbal,200.0,186,200.0,200,,,,,,,,,,,,,,,,,,,,,
2021_55351,Lisboa,200.0,171,200.0,200,,,,,,,,,,,,,,,,,,,,,
2021_55352,Lisboa,,122,,130,126.0,125.0,92.0,,,,,,,,,,,,,,,,,,
2021_55353,Faro,,105,,111,,,,111.0,,,68.0,,,,,,,,,,,,,,
2021_55354,Coimbra,,180,,200,200.0,,,,,200.0,195.0,,,,,,,,,,,,,,
2021_55355,Lisboa,,113,,112,85.0,116.0,88.0,,,,,,,,,,,,,,,,,,
2021_55356,Lisboa,,121,,140,,,,140.0,,,,111.0,,,,,,,,,,,,,
2021_55357,Lisboa,,140,,145,131.0,137.0,122.0,,,,,,,,,,,,,,,,,,
2021_55358,Outro,,137,,150,,,,144.0,,,136.0,,,,,,,,,,,,,,
2021_55359,Lisboa,,77,,100,38.0,79.0,22.0,,,,,,,,,,,,,,,,,,
2021_55360,Lisboa,,127,,136,,,,138.0,,,,120.0,,,,,,,,,,,,,
2021_55361,Lisboa,,155,,166,162.0,167.0,136.0,,,,,,,,,,,,,,,,,,
2021_55362,Outro,,154,,167,175.0,161.0,151.0,,,,,,,,,,,,,,,,,,
2021_55363,Setúbal,170.0,165,198.0,187,,,,,,,,,,,,,,,,,,,,,
2021_55364,Faro,,170,,186,,,,165.0,181.0,,,,,,,,,,,,,,,,
2021_55365,Lisboa,,145,,149,138.0,,,,,143.0,,,114.0,,,,,,,,,,,,
2021_55366,Porto,,161,,164,156.0,,,,,159.0,,,121.0,,,,,,,,,,,,
2021_55367,Braga,,151,,158,,,,156.0,,,,,128.0,,,,,,,,,,,,
2021_55368,Outro,167.0,148,181.0,182,,,,,,,,,,,,,,,,,,,,,
2021_55369,Setúbal,,119,,124,115.0,105.0,101.0,,,,,,,,,,,,,,,,,,
2021_55370,Lisboa,136.0,115,111.0,136,,,,,,,,,,,,,,,,,,,,,
2021_55371,Coimbra,,174,200.0,197,186.0,,156.0,,,,,,,,,,,,,,,,,,
2021_55372,Braga,,130,,144,122.0,148.0,128.0,,,,,,,,,,,,,,,,,,
2021_55373,Lisboa,,131,,140,,,,128.0,,,,,108.0,,,,,,,,,,,,
2021_55374,Lisboa,182.0,157,,179,,,,,,,,,,155.0,,,,,,,,,,,
2021_55375,Lisboa,,123,,138,109.0,,,,,143.0,,,115.0,,,,,,,,,,,,
2021_55376,Outro,,170,,171,,,,154.0,,,,160.0,,,,,,,,,,,,,
2021_55377,Porto,,198,,187,178.0,195.0,147.0,,,,,,,,,,,,,,,,,,
2021_55378,Leiria,,130,,137,,,,142.0,,,,,118.0,,,,,,,,,,,,
2021_55379,Braga,,147,,144,122.0,134.0,133.0,,,,,,,,,,,,,,,,,,
2021_55380,Porto,,152,,157,,,,146.0,,,135.0,,,,,,,,,,,,,,
2021_55381,Lisboa,,127,,115,96.0,109.0,82.0,,,,,,,,,,,,,,,,,,
2021_55382,Lisboa,,170,199.0,186,185.0,,148.0,,,,,,,,,,,,,,,,,,160.0
2021_55383,Porto,,165,,187,180.0,195.0,164.0,,,,,,,,,,,,,,,,,,
2021_55384,Outro,,115,120.0,125,110.0,,92.0,,,,,,,,,,,,,,,,,,
2021_55385,Lisboa,,172,,196,195.0,178.0,169.0,,,,,,,,,,,,,,,,,,
2021_55386,Outro,,146,,152,,,,151.0,,,142.0,,,,,,,,,,,,,,
2021_55387,Lisboa,,139,,163,153.0,,,,,143.0,132.0,,,,,,,,,,,,,,
2021_55388,Leiria,,149,,162,,,,146.0,,,,130.0,,,,,,,,,,,,,
2021_55389,Lisboa,,157,,181,,,,166.0,188.0,,,,,,,,,,,,,,,,
2021_55390,Lisboa,,198,,194,,,,159.0,,,200.0,,,,,,,,,,,,,,
2021_55391,Outro,157.0,151,159.0,168,,,,,,,,,,,,,,,,,,,,,
2021_55392,Coimbra,,145,,166,,,,151.0,173.0,,,,,,,,,,,,,,,,
2021_55393,Lisboa,,162,,176,,,,198.0,,,,151.0,,,,,,,,,,,,,
2021_55394,Lisboa,,129,,140,,,,139.0,,,,,120.0,,,,,,,,,,,,
2021_55395,Setúbal,,115,126.0,122,97.0,,105.0,,,,,,,,,,,,,,,,,,
2021_55396,Outro,,167,,194,200.0,168.0,200.0,,,,,,,,,,,,,,,,,,
2021_55397,Porto,,112,,134,,,,110.0,128.0,,,,,,,,,,,,,,,,
2021_55398,Lisboa,,158,,162,151.0,155.0,131.0,,,,,,,,,,,,,,,,,,
2021_55399,Porto,,135,165.0,141,116.0,,103.0,,,,,,,,,,,,,,,,,,
2021_55400,Setúbal,,175,,200,200.0,195.0,200.0,,,,,,,,,,,,,,,,,,
2021_55401,Outro,,166,,187,188.0,173.0,168.0,,,,,,,,,,,,,,,,,,
2021_55402,Outro,136.0,111,,109,99.0,100.0,73.0,,,,,,,,,,,,,,,,,,
2021_55403,Outro,147.0,132,,149,,,,,,,,,,131.0,,,,,,,,,,,
2021_55404,Outro,,119,,143,135.0,,,,,121.0,111.0,,,,,,,,,,,,,,
2021_55405,Porto,,149,,147,,,,150.0,,,,121.0,,,,,,,,,,,,,
2021_55406,Porto,,173,190.0,177,162.0,,150.0,,,,,,,,,,,,,,,,,,
2021_55407,Leiria,,172,,196,,,,164.0,200.0,,,,,,,,,,,,,,,,
2021_55408,Porto,,148,,160,,,,169.0,,,,,130.0,,,,,,,,,,,,
2021_55409,Setúbal,,130,,144,,,,136.0,,,,117.0,,,,,,,,,,,,,
2021_55410,Porto,,118,,137,,,,140.0,,,,,110.0,,,,,,,,,,,,
2021_55411,Porto,166.0,160,198.0,180,,,,,,,,,,,,,,,,,,,,,
2021_55412,Setúbal,,148,,148,,,,147.0,,,,130.0,,,,,,,,,,,,,
2021_55413,Porto,,149,,159,149.0,156.0,157.0,,,,,,,,,,,,,,,,,,
2021_55414,Outro,,108,85.0,100,76.0,,66.0,,,,,,,,,,,,,,,,,,
2021_55415,Porto,,130,,152,,,,138.0,,,125.0,,,,,,,,,,,,,,
2021_55416,Setúbal,,120,,117,103.0,109.0,80.0,,,,,,,,,,,,,,,,,,
2021_55417,Lisboa,,141,,166,,,,140.0,179.0,,,,,,,,,,,,,,,,
2021_55418,Setúbal,,106,,111,81.0,,,,,103.0,78.0,,,,,,,,,,,,,,
2021_55419,Braga,,106,118.0,113,95.0,,63.0,,,,,,,,,,,,,,,,,,
2021_55420,Lisboa,,177,,172,156.0,,,,,163.0,,,138.0,,,,,168.0,,,,,,,
2021_55421,Porto,,80,,100,47.0,85.0,46.0,,,,,,,,,,,,,,,,,,
2021_55422,Porto,,167,190.0,185,153.0,,170.0,,,,,,,,,,,,,,,,,,
2021_55423,Lisboa,,141,,150,,,,145.0,,,,,125.0,,,,,,,,,,,,
2021_55424,Outro,,138,,147,,,,139.0,,,122.0,,,,,,,,,,,,,,
2021_55425,Outro,,129,,134,103.0,,,136.0,,,,,111.0,,,,,,,,,,,,
2021_55426,Leiria,,145,,172,155.0,,,,,175.0,165.0,,,,,,,,,,,,,,
2021_55427,Outro,,128,,120,98.0,121.0,109.0,,,,,,,,,,,,,,,,,,
2021_55428,Porto,,96,,100,52.0,76.0,60.0,,,,,,,,,,,,,,,,,,
2021_55429,Lisboa,,136,,148,150.0,136.0,124.0,,,,,,,,,,,,,,,,,,
2021_55430,Lisboa,188.0,168,199.0,200,,,,,,,,,,,,,,,,,,,,,
2021_55431,Porto,,145,,176,,,,150.0,179.0,,,,,,,,,,,,,,,,
2021_55432,Outro,,128,,128,,,,128.0,,,,,108.0,,,,,,,,,,,,
2021_55433,Outro,,136,,143,,,,141.0,,,120.0,,,,,,,,,,,,,,
2021_55434,Leiria,,150,,178,,,,156.0,179.0,,,,,,,,,,,,,,,,
2021_55435,Outro,,147,,157,128.0,153.0,136.0,,,,,,,,,,,,,,,,,,
2021_55436,Lisboa,,161,,172,165.0,162.0,150.0,,,,,,,,,,,,,,,,,,
2021_55437,Setúbal,121.0,108,,134,,,,,,,,,,124.0,,,,,,,,,,,
2021_55438,Outro,,198,,200,200.0,195.0,200.0,,,,,,,,,,,,,,,,,,
2021_55439,Faro,,168,,193,,,,198.0,,,,,186.0,,,,,,,,,,,,
2021_55440,Outro,,167,,190,,,,160.0,186.0,,,,,,,,,,,,,,,,
2021_55441,Outro,,171,,192,185.0,176.0,200.0,,,,,,,,,,168.0,,,,,,,,
2021_55442,Lisboa,,145,,147,136.0,139.0,116.0,,,,,,,,,,,,,,,,,,
2021_55443,Setúbal,,162,,155,158.0,144.0,130.0,,,,,,,,,,,,,,,,,,
2021_55444,Outro,182.0,151,,175,,,,,,,,,,168.0,,,,,,,,,,,
2021_55445,Lisboa,,152,,168,165.0,,,,,158.0,136.0,,,,,,,,,,,,,,
2021_55446,Outro,,146,,159,,,,167.0,,,,,136.0,,,,,,,,,,,,
2021_55447,Braga,,145,,148,140.0,,,,,145.0,,,121.0,,,,,,,,,,,,
2021_55448,Lisboa,146.0,127,,159,,,,,,,,,,137.0,,,,,,,,,,,
2021_55449,Outro,,101,,118,,,,125.0,,,,95.0,,,,,,,,,,,,,
2021_55450,Braga,,78,,100,33.0,,,,,66.0,57.0,,,,,,,,,,,,,,
2021_55451,Outro,,121,,147,,,,129.0,156.0,,,,,,,,,,,,,,,,
2021_55452,Lisboa,,151,,183,,,,162.0,185.0,,,,,,,,,,,,,,,,
2021_55453,Coimbra,,161,,175,165.0,161.0,170.0,,,,,,,,,,,,,,,,,,
2021_55454,Lisboa,176.0,166,,183,,,,,,,,,,186.0,,,,,,,,,,,
2021_55455,Outro,,125,,152,145.0,143.0,121.0,,,,,,,,,,,,,,,,,,
2021_55456,Porto,,155,,163,142.0,,,,,160.0,153.0,,,,,,,,,,,,,,
2021_55457,Outro,,125,,126,85.0,,,,,112.0,,,109.0,,,,,,,,,,,,
2021_55458,Porto,,119,,136,128.0,,,,,131.0,,,106.0,,,,,,,,,,,,
2021_55459,Setúbal,,107,,125,89.0,126.0,90.0,,,,,,,,,,,,,,,,,,
2021_55460,Setúbal,,148,198.0,169,158.0,,135.0,,,,,,,,,,,,,,,,,,
2021_55461,Porto,125.0,120,,131,,,,,,,,,,113.0,,,,,,,,,,,
2021_55462,Lisboa,,116,,134,107.0,,,,,135.0,113.0,,,,,,,,,,,,,,
2021_55463,Lisboa,,120,,148,,,,122.0,158.0,,,,,,,,,,,,,,,,
2021_55464,Porto,,85,,120,,,,115.0,125.0,,,,,,,,,,,,,,,,
2021_55465,Setúbal,,100,81.0,100,45.0,,40.0,,,,,,,,,,,,,,,,,,
2021_55466,Braga,,171,,168,155.0,,,,,177.0,,,128.0,,,,,,,,,,,,
2021_55467,Outro,,102,,108,81.0,99.0,68.0,,,,,,,,,,,,,,,,,,
2021_55468,Braga,200.0,163,196.0,199,,,,,,,,,,,,,,,,,,,,,
2021_55469,Braga,,131,,135,129.0,122.0,104.0,,,,,,,,,,,,,,,,,,
2021_55470,Porto,150.0,145,167.0,173,,,,,,,,,,,,,,,,,,,,,
2021_55471,Outro,,105,,115,101.0,113.0,86.0,,,,,,,,,,,,,,,,,,
2021_55472,Setúbal,,122,,124,108.0,116.0,86.0,,,,,,,,,,,,,,,,,,
2021_55473,Outro,195.0,185,196.0,200,,,,,,,,,,,,,,,,,,,,,
2021_55474,Lisboa,,185,,188,167.0,,,,,184.0,,,163.0,,,,,,,,,,,,
2021_55475,Porto,,108,,120,110.0,106.0,80.0,,,,,,,,,,,,,,,,,,
2021_55476,Porto,,130,,137,,,,134.0,,,,118.0,,,,,,,,,,,,,
2021_55477,Outro,,177,197.0,200,199.0,,200.0,,,,,,,,,,,,,,,,,,
2021_55478,Outro,,176,,192,200.0,,,,,187.0,,,147.0,,,,,,,,,,,,
2021_55479,Leiria,,160,,177,160.0,,,,,165.0,158.0,,,,,,,,,,,,,,
2021_55480,Outro,,179,,200,,,,198.0,200.0,,,,,,,,,,,,,,,,
2021_55481,Porto,,153,199.0,187,177.0,,170.0,,,,,,,,,,,,,,,,,,
2021_55482,Porto,,141,,152,142.0,,,,,139.0,123.0,,,,,,,,,,,,,,
2021_55483,Porto,,172,,185,200.0,,,,,177.0,,,138.0,,,,,,,,,,,,
2021_55484,Leiria,,138,,155,,,,150.0,,,142.0,,,,,,,,,,,,,,
2021_55485,Outro,,105,,107,67.0,,,,,104.0,,,96.0,,,,,,,,,,,,
2021_55486,Setúbal,,117,140.0,122,95.0,,80.0,,,,,,,,,,,,,,,,,,
2021_55487,Lisboa,,135,,147,158.0,148.0,112.0,,,,,,,,,,,,,,,,,,
2021_55488,Porto,,152,,156,179.0,,,,,153.0,,,129.0,,,,,,,,,,,,135.0
2021_55489,Porto,,137,,145,,,,136.0,,,112.0,,,,,,,,,,,,,,
2021_55490,Porto,,126,,147,,,,130.0,158.0,,,,,,,,,,,,,,,,
2021_55491,Lisboa,131.0,117,135.0,144,,,,,,,,,,,,,,,,,,,,,
2021_55492,Lisboa,,187,,185,165.0,,,,,171.0,160.0,,,,,,,,,,,,,,
2021_55493,Porto,,109,72.0,102,76.0,,81.0,,,,,,,,,,,,,,,,,,
2021_55494,Lisboa,,165,,175,,,,158.0,177.0,,,,,,,,,,,,,,,,
2021_55495,Lisboa,,90,,100,60.0,,,,,86.0,82.0,,,,,,,,,,,,,,
2021_55496,Outro,147.0,131,,151,,,,,,,,,,148.0,,,,,,,,,,,
2021_55497,Lisboa,,155,,169,165.0,165.0,147.0,,,,,,,,,,,,,,,,,,
2021_55498,Outro,,140,,170,,,,145.0,180.0,,,,,,,,,,,,,,,,
2021_55499,Outro,,140,,181,,,,157.0,184.0,,,,,,,,,,,,,,,188.0,
2021_55500,Outro,,165,,172,162.0,151.0,142.0,,,,,,,,,,,,,,,,,,
2021_55501,Lisboa,,137,,163,,,,142.0,164.0,,,,,,,,,,,,,,,,
2021_55502,Outro,,131,,144,,,,146.0,,,,126.0,,,,,,,,,,,,,
2021_55503,Setúbal,,160,,184,177.0,171.0,153.0,,,,,,,,,,,,,,,,,,
2021_55504,Outro,,111,,118,108.0,126.0,95.0,,,,,,,,,,,,,,,,,,
2021_55505,Porto,,158,,185,175.0,157.0,165.0,,,,,,,,,,,,,,,,,,
2021_55506,Lisboa,,149,,161,,,,145.0,,,,147.0,,,,,,,,,,,,,
2021_55507,Outro,146.0,128,,152,,,,,,,,,,136.0,,,,,,,,,,,
2021_55508,Outro,,130,,137,,,,128.0,,,,,102.0,,,,,,,,,,,,
2021_55509,Lisboa,,152,,157,,,,158.0,,,,,129.0,,,,,,,,,,,,
2021_55510,Braga,,128,,145,,,,140.0,,,,118.0,,,,,,,,,,,,,
2021_55511,Porto,,139,,144,140.0,132.0,135.0,,,,,,,,,,,,,,,,,,
2021_55512,Outro,,177,,183,186.0,153.0,153.0,,,,,,,,,,,,,,,,,,
2021_55513,Porto,164.0,151,,166,,,,,,,,,,148.0,,,,,,,,,,,
2021_55514,Lisboa,,146,168.0,163,131.0,,145.0,,,,,,,,,,,,,,,,,,
2021_55515,Leiria,,156,,171,161.0,,,,,187.0,,,151.0,,,,,,,,,,,,
2021_55516,Leiria,195.0,175,,200,,,,,,,,,,195.0,,,,,,,,,,,
2021_55517,Porto,,137,,156,132.0,,,,,145.0,130.0,,,,,,,,,,,,,,
2021_55518,Outro,,139,,141,136.0,,,,,131.0,,,121.0,,,,,,,,,,,,
2021_55519,Lisboa,,116,,123,98.0,120.0,98.0,,,,,,,,,,,,,,,,,,
2021_55520,Porto,,155,,173,,,,151.0,181.0,,,,,,,,,,,,,,,,
2021_55521,Outro,,155,,179,175.0,,,,,191.0,,,133.0,,,,,,,,,,,,
2021_55522,Porto,159.0,141,,165,,,,,,,,,,151.0,,,,,,,,,,,
2021_55523,Coimbra,,111,,119,78.0,,,,,122.0,,,106.0,,,,,,,,,,,,
2021_55524,Outro,,146,,155,152.0,,,,,155.0,,,132.0,,,,,,,,,,,,
2021_55525,Leiria,,126,,140,,,,141.0,,,,,118.0,,,,,,,,,,,,
2021_55526,Porto,,96,78.0,100,69.0,,70.0,,,,,,,,,,,96.0,,,,,,,
2021_55527,Porto,,198,,198,187.0,175.0,168.0,,,,,,,,,,,,,,,,,,
2021_55528,Outro,,151,185.0,175,163.0,,160.0,,,,,,,,,,,,,,,,,,
2021_55529,Braga,,186,,184,182.0,165.0,160.0,,,,,,,,,,,,,,,,,,
2021_55530,Porto,,172,,189,162.0,172.0,180.0,,,,,,,,,,,,,,,,,,
2021_55531,Outro,,176,,188,,,,167.0,,,,,160.0,,,,,,,,,,,,
2021_55532,Leiria,,100,,115,95.0,,,,,108.0,86.0,,,,,,,,,,,,,,
2021_55533,Porto,,198,,183,185.0,162.0,164.0,,,,,,,,,,,,,,,,,,
2021_55534,Lisboa,,87,,100,52.0,95.0,68.0,,,,,,,,,,,,,,,,,,
2021_55535,Porto,,159,,188,170.0,176.0,190.0,,,,,,,,,,,,,,,,,,
2021_55536,Lisboa,,151,,156,,,,148.0,,,,140.0,,,,,,,,,,,,,
2021_55537,Porto,,158,,151,,,,156.0,,,,136.0,,,,,,,,,,,,,
2021_55538,Braga,,165,,167,156.0,171.0,136.0,,,,,,,,,,,,,,,,,,
2021_55539,Lisboa,,178,,185,167.0,175.0,166.0,,,,,,,,,,,,,,,,,,
2021_55540,Lisboa,197.0,185,200.0,200,,,,,,,,,,,,,,,,,,,,,
2021_55541,Lisboa,,150,,170,,,,152.0,,,165.0,,,,,,,,,,,,,,
2021_55542,Faro,,193,,200,,,,198.0,,,181.0,,,,,,,,,,,,,,
2021_55543,Setúbal,,154,,167,,,,160.0,,,,150.0,,,,,,,,,,,,,
2021_55544,Setúbal,,127,,133,117.0,127.0,110.0,,,,,,,,,,,,,,,,,,
2021_55545,Lisboa,,119,,134,,,,128.0,,,,,109.0,,,,,,,,,,,,
2021_55546,Outro,,149,,161,,,,151.0,,,151.0,,,,,,,,,,,,,,
2021_55547,Porto,,146,,148,129.0,147.0,108.0,,,,,,,,,,,,,,,,,,
2021_55548,Lisboa,,136,,150,145.0,136.0,136.0,,,,,,,,,,,,,,,,,,
2021_55549,Lisboa,,152,,172,165.0,,,,,189.0,,,136.0,,,,,,,,,,,,
2021_55550,Outro,,105,,100,48.0,,,,,77.0,64.0,,,,,,,,,,,,,,
2021_55551,Outro,,157,,170,161.0,157.0,146.0,,,,,,,,,,,,,,,,,,
2021_55552,Braga,,140,,157,159.0,149.0,116.0,145.0,,,,,,,,,,,,,,,,,
2021_55553,Porto,,198,,200,,,,198.0,,,200.0,,,,,,,,,,,,,,
2021_55554,Lisboa,,198,,199,188.0,169.0,200.0,,,,,,,,,,,,,,,,,,
2021_55555,Lisboa,,145,,149,136.0,,,,,155.0,126.0,,,,,,,,,,,,,,
2021_55556,Lisboa,,139,,160,,,,152.0,,,,139.0,,,,,,,,,,,,,
2021_55557,Outro,,133,,135,127.0,136.0,108.0,,,,,,,,,,,,,,,,,,
2021_55558,Coimbra,,133,175.0,146,116.0,,121.0,,,,,,,,,,,,,,,,,,
2021_55559,Leiria,135.0,112,,130,,,,,,,,,,119.0,,,,,,,,,,,
2021_55560,Coimbra,,157,,177,168.0,166.0,135.0,,,,,,,,,,,,,,,,,,
2021_55561,Porto,,109,,136,,,,127.0,,,109.0,,,,,,,,,,,,,,
2021_55562,Outro,,102,,113,97.0,116.0,96.0,,,,,,,,,,,,,,,,,,
2021_55563,Setúbal,,120,,135,,,,132.0,,,95.0,,,,,,,,,,,,,,
2021_55564,Setúbal,,99,,107,100.0,,,,,107.0,78.0,,,,,,,,,,,,,,
2021_55565,Porto,,146,,160,146.0,146.0,141.0,,,,,,,,,,,,,,,,,,
2021_55566,Outro,,119,,130,,,,132.0,,,,,106.0,,,,,,,,,,,,
2021_55567,Porto,,149,198.0,179,166.0,,148.0,,,,,,,,,,,,,,,,,,
2021_55568,Outro,131.0,110,113.0,143,,,,,,,,,,,,,,,,,,,,,
2021_55569,Outro,174.0,186,,181,,,,,,,,,,162.0,,,,,,,,,,,
2021_55570,Outro,,111,,121,,,,125.0,,,,78.0,,,,,,,,,,,,,
2021_55571,Coimbra,,198,,200,200.0,195.0,200.0,,,,,,,,,,,,,,,,,,
2021_55572,Outro,,121,115.0,117,96.0,,82.0,,,,,,,,,,,,,,,,,,
2021_55573,Coimbra,,159,,158,148.0,,,,,148.0,,,120.0,,,,,,,,,,,,
2021_55574,Outro,127.0,111,135.0,140,,,,,,,,,,,,,,,,,,,,,
2021_55575,Outro,,151,,160,147.0,,,,,166.0,,,126.0,,,,,,,,,,,,
2021_55576,Faro,,176,,186,173.0,176.0,151.0,,,,,,,,,,,,,,,,,,
2021_55577,Leiria,,150,,157,162.0,154.0,130.0,,,,,,,,,,,,,,,,,,
2021_55578,Lisboa,,162,,172,170.0,,,,,165.0,,,141.0,,,,,,,,,,,,
2021_55579,Setúbal,,162,,195,198.0,,,,,200.0,170.0,,,,,,,,,,,,,,
2021_55580,Braga,,128,,134,137.0,129.0,109.0,,,,,,,,,,,,,,,,,,
2021_55581,Coimbra,155.0,122,,152,,,,,,,,,,140.0,,,,,,,,,,,
2021_55582,Porto,,186,,200,200.0,,,,,195.0,195.0,,,,,,,,,,,,,,
2021_55583,Outro,,91,,101,66.0,,,,,90.0,,,96.0,,,,,,,,,,,,
2021_55584,Porto,,155,,165,159.0,,,,,158.0,,,122.0,,,,,,,,,,,,
2021_55585,Lisboa,188.0,148,,182,,,,,,,,,,156.0,,,,,,,,,,,
2021_55586,Lisboa,,155,,162,,,,160.0,,,,,126.0,,,,,,,,,,,,
2021_55587,Porto,,147,,165,158.0,,,,,158.0,159.0,,,,,,,,,,,,,,
2021_55588,Porto,,135,,138,,,,139.0,,,,118.0,,,,,,,,,,,,,
2021_55589,Braga,,135,,148,,,,137.0,,,126.0,,,,,,,,,,,,,,
2021_55590,Coimbra,,165,,176,175.0,,,,,159.0,,,141.0,,,,,,,,,,,,
2021_55591,Braga,,141,,165,,,,141.0,179.0,,,,,,,,,,,,,,,,
2021_55592,Setúbal,170.0,158,177.0,188,,,,,,,,,,,,,,,,,,,,,
2021_55593,Lisboa,,96,,100,51.0,79.0,45.0,,,,,,,,,,,,,,,,,,
2021_55594,Coimbra,,145,,153,154.0,157.0,124.0,,,,,,,,,,,,,,,,,,
2021_55595,Porto,106.0,102,67.0,109,,,,,,,,,,,,,,,,,,,,,
2021_55596,Porto,,132,,160,,,,135.0,168.0,,,,,,,,,,,,,,,,
2021_55597,Braga,,158,,172,,,,161.0,,,143.0,,,,,,,,,,,,,,
2021_55598,Outro,,120,,119,109.0,106.0,80.0,,,,,,,,,,,,,,,,,,
2021_55599,Outro,109.0,103,85.0,117,,,,,124.0,,,,,,,,,,,,,,,,
2021_55600,Porto,,158,,171,155.0,161.0,147.0,,,,,,,,,,,,,,,,,,
2021_55601,Porto,,109,,124,99.0,117.0,75.0,,,,,,,,,,,,,,,,,,
2021_55602,Braga,,138,,155,140.0,149.0,112.0,,,,,,,,,,,,,,,,,,
2021_55603,Lisboa,,132,,152,130.0,145.0,132.0,,,,,,,,,,,,,,,,,,
2021_55604,Setúbal,,178,,178,,,,198.0,,,,,138.0,,,,,,,,,,,,
2021_55605,Lisboa,,147,,151,149.0,140.0,110.0,,,,,,,,,,,,,,,,,,
2021_55606,Lisboa,,138,,145,,,,136.0,,,,,116.0,,,,,,,,,,,,
2021_55607,Porto,,138,,142,111.0,,,,,147.0,109.0,,,,,,,,,,,,,,
2021_55608,Braga,,150,,179,161.0,,,,,165.0,178.0,,,,,,,,,,,,,,
2021_55609,Leiria,132.0,116,120.0,130,97.0,,100.0,,,,,,,,,,,,,,,,,,
2021_55610,Outro,,175,,187,192.0,172.0,146.0,,,,,,,,,,,,,,,,,,
2021_55611,Outro,,160,,188,200.0,163.0,180.0,,,,,,,,,,,,171.0,,,,,,
2021_55612,Lisboa,180.0,165,,182,,,,,,,,,,169.0,,156.0,,,,,,,,,
2021_55613,Outro,,112,,125,,,,126.0,,,108.0,,,,,,,,,,,,,,
2021_55614,Lisboa,,89,51.0,100,77.0,,73.0,,,,,,,,,,,,,,,,,,
2021_55615,Porto,,142,161.0,148,149.0,,109.0,,,,,,,,,,,,,,,,,,
2021_55616,Lisboa,,140,,145,159.0,150.0,125.0,,,,,,,,,,,,,,,,,,
2021_55617,Porto,,169,,179,190.0,,,156.0,,166.0,158.0,,,,,,,,,,,,,,
2021_55618,Outro,,141,,146,142.0,147.0,107.0,,,,,,,,,,,,,,,,,,
2021_55619,Braga,,155,185.0,171,168.0,,132.0,,,,,,,,,,,,,,,,,,
2021_55620,Leiria,,122,139.0,134,132.0,,100.0,,,,,,,,,,,,,,,,,,
2021_55621,Outro,,159,,174,158.0,,,,,155.0,156.0,,,,,,,,,,,,,,
2021_55622,Leiria,,130,,140,137.0,132.0,107.0,,,,,,,,,,,,,,,,,,
2021_55623,Lisboa,,95,,100,50.0,,,,,100.0,75.0,,,,,,,,,,,,,,
2021_55624,Leiria,,137,,152,,,,148.0,,,137.0,,,,,,,,,,,,,,
2021_55625,Outro,,164,,180,166.0,,,,,157.0,171.0,,,,,,,,,,,,,,
2021_55626,Porto,166.0,147,175.0,180,,,,,,,,,,,,,,,,,,,,,
2021_55627,Outro,,176,,180,,,,168.0,,,,,138.0,,,,,,,,,,,,
2021_55628,Porto,,180,195.0,192,195.0,,150.0,,,,,,,,,,,,,,,,,,
2021_55629,Faro,,106,132.0,111,98.0,,78.0,,,,,,,,,,,,,,,,,,
2021_55630,Lisboa,,157,189.0,178,165.0,,140.0,,,,,,,,,,,,,,,,,,
2021_55631,Faro,,145,,155,140.0,145.0,124.0,,,,,,,,,,,,,,,,,,
2021_55632,Outro,174.0,150,188.0,180,,,,,,,,,,,,,,,,,,,,,
2021_55633,Lisboa,,166,,176,170.0,167.0,147.0,,,,,,,,,,,,,,,,,,
2021_55634,Lisboa,,140,,160,,,,152.0,,,,147.0,,,,,,,,,,,,,
2021_55635,Lisboa,,127,,125,128.0,118.0,85.0,,,,,,,,,,,,,,,,,,
2021_55636,Porto,,142,,158,,,,140.0,,,132.0,,,,,,,,,,,,,,
2021_55637,Lisboa,,126,,135,115.0,,,,,122.0,117.0,,,,,,,,,,,,,,
2021_55638,Lisboa,,174,,190,199.0,165.0,165.0,,,,,,,,,,,,,,,,,,
2021_55639,Porto,,135,,142,,,,140.0,,,111.0,,,,,,,,,,,,,,
