Aluno_ID,Distrito,Historia_A,Portugues,Geografia_A,Nota_Interna,MACS,Matematica_A,Fisica_Quimica_A,Biologia_Geologia,Economia_A,Desenho_A,Geometria_Descritiva_A,Ingles,Literatura_Portuguesa,HCA,Italiano_Iniciacao,Frances,Historia_B,Portugues_L2,Latim_A,Espanhol_Continuacao,Matematica_B,Espanhol_Iniciacao,Alemao,Mandarim_Iniciacao,Filosofia,Portugues_LNM
2024_43077,Lisboa,,127,,149,,145.0,145.0,109.0,,,,,,,,,,,,,,,,,,
2024_43078,Outro,,132,,152,,158.0,130.0,,,,145.0,,,,,,,,,,,,,,,
2024_43079,Outro,,156,,180,,185.0,150.0,,,,161.0,,,,,,,,,,,,,,,
2024_43080,Outro,,160,,184,,186.0,159.0,152.0,,,,,,,,,,,,,,,,,,
2024_43081,Porto,135.0,118,108.0,135,,,,,,,,,,,,,,,,,,,,,,
2024_43082,Porto,,120,115.0,149,,160.0,,,129.0,,,,,,,,,,,,,,,,,
2024_43083,Porto,,111,,146,,,,,,146.0,,,,129.0,,,,,,,,,,,,
2024_43084,Porto,,117,,133,,135.0,123.0,96.0,,,,,,,,,,,,,,,,,,
2024_43085,Lisboa,145.0,110,,147,,,,,,,,152.0,,,,,,,,,,,,,,
2024_43086,Setúbal,,128,,162,151.0,160.0,,,152.0,,,,,,,,,,,,,,,,,
2024_43087,Braga,,150,,185,,200.0,181.0,152.0,,,,,,,,,,,,,,,,,,
2024_43088,Lisboa,143.0,125,,147,,,,,,,,,140.0,,,,,,,,,,,,,
2024_43089,Outro,,138,,170,158.0,165.0,,,161.0,,,,,,,,,,,,,,,,,
2024_43090,Lisboa,,112,115.0,138,,160.0,,,144.0,,,,,,,,,,,,,,,,,
2024_43091,Lisboa,,146,,169,,186.0,165.0,136.0,,,,,,,,,,,,,,,,,,
2024_43092,Lisboa,175.0,146,,173,162.0,,,,,,,,,,,,,,,,,,,,,
2024_43093,Outro,132.0,127,,145,,,,,,,,152.0,126.0,,,,,,,,,,,,,
2024_43094,Coimbra,183.0,163,150.0,185,,,,,,,,,,,,,,,,,,,,,,
2024_43095,Porto,162.0,157,126.0,158,,,,,,,,,,,,,,,,,,,,,,
2024_43096,Lisboa,,115,,154,142.0,161.0,,,145.0,,,,,,,,,,,,,,,,,
2024_43097,Lisboa,,97,,110,,118.0,111.0,88.0,,,,,,,,,,,,,,,,,,
2024_43098,Outro,,141,,171,,175.0,163.0,,,,170.0,,,,,,,,,,,,,,,
2024_43099,Lisboa,,139,,149,,150.0,142.0,111.0,,,,,,,,,,,,,,,,,,
2024_43100,Faro,,178,,190,,190.0,167.0,165.0,,,,,,,,,,,,,,,,194.0,,
2024_43101,Lisboa,176.0,196,,200,,,,,,,,,200.0,,,,,,,,,,,,,
2024_43102,Porto,,123,,149,,152.0,146.0,115.0,,,,,,,,,,,,,,,,,,
2024_43103,Porto,,131,,159,,,,,,159.0,139.0,,,,,,,,,,,,,,,
2024_43104,Braga,126.0,107,,137,,,,,,,,,126.0,,,,,,,,,,,,,
2024_43105,Porto,,159,,180,,193.0,148.0,130.0,,,,,,,,,,,,,,,179.0,,,
2024_43106,Porto,,131,,150,,171.0,141.0,120.0,,,,,,,,,,,,,,,,,,
2024_43107,Setúbal,,100,,107,,107.0,86.0,87.0,,,,,,,,,,,,,,,,,,
2024_43108,Porto,,100,,121,,112.0,119.0,88.0,,,,,,,,,,,,,,,,,,
2024_43109,Setúbal,,196,,200,,191.0,192.0,196.0,,,,,,,,,,,,,,,,,,
2024_43110,Braga,,146,,162,,190.0,159.0,136.0,,,,,,,,,,,,,,,,,,
2024_43111,Braga,,160,,175,,169.0,167.0,156.0,,,,,,,,,,,,,,,,,,
2024_43112,Lisboa,115.0,105,,119,,,,,,,,,105.0,,,,,,,,,,,,,
2024_43113,Lisboa,169.0,151,,174,155.0,,,,,,,,,,,,,,,,,,,,,
2024_43114,Outro,,186,,196,157.0,189.0,,,185.0,,,,,,,,,,,,,,,,,
2024_43115,Coimbra,103.0,81,,105,,,,,,,,,103.0,,,,,,,,,,,,,
2024_43116,Braga,119.0,101,95.0,133,,,,,,,,153.0,,,,,,,,,,,,,,
2024_43117,Lisboa,,125,,157,,169.0,138.0,135.0,,,,,,,160.0,,,,,,,,,,,
2024_43118,Porto,,159,,184,,,,,,191.0,166.0,,,,,,,,,,,,,,,
2024_43119,Setúbal,159.0,140,,155,,,,,,,,,132.0,,,,,,,,,,,,,
2024_43120,Porto,,137,,154,,177.0,135.0,115.0,,,,,,,,,,,,,,,,,,
2024_43121,Lisboa,,98,,127,,123.0,119.0,,,,108.0,,,,,,,,,,,,,,,
2024_43122,Porto,178.0,139,,168,,,,,,,,,146.0,,,,,,,,,,,,,
2024_43123,Outro,,196,,188,,188.0,157.0,145.0,,,,,,,,,,,,,,,,,,
2024_43124,Lisboa,,117,,149,131.0,155.0,,,132.0,,,,,,,,,,,,,,,,,
2024_43125,Porto,,117,111.0,141,,156.0,,,139.0,,,,,,,,,,,,,,,,,
2024_43126,Outro,,131,,177,,186.0,158.0,,,,168.0,,,,,,,,,,,,,,,
2024_43127,Faro,151.0,126,,157,,,,,,,,161.0,,,,,,,,,,,,,,
2024_43128,Lisboa,,109,,126,110.0,123.0,,,125.0,,,,,,,,,,,,,,,,,
2024_43129,Lisboa,150.0,129,,156,,,,,,,,164.0,,,,,,,,,,,,,,
2024_43130,Setúbal,198.0,196,,196,166.0,,,,,,,,,,,,,,,,,,,,,
2024_43131,Braga,,136,,165,138.0,171.0,,,160.0,,,,,,,,,,,,,,,,,
2024_43132,Porto,118.0,106,101.0,126,,,,,,,,,,,,,,,,,,,,,,
2024_43133,Porto,,127,,165,,177.0,150.0,,,,142.0,,,,,,,,,,,,,,,
2024_43134,Outro,,102,,118,,100.0,111.0,89.0,,,,,,,,,,,,,,,,,,
2024_43135,Outro,,106,,125,,128.0,108.0,,,,97.0,,,,,,,,,,,,,,,
2024_43136,Porto,157.0,153,,164,149.0,,,,,,,,,,,,,,,,,,,,,
2024_43137,Outro,,159,139.0,180,,179.0,,,183.0,,,,,,,,,,,,,,,,,
2024_43138,Outro,179.0,170,,194,,,,,,,,,190.0,,,,,,,,,,,,,
2024_43139,Outro,,132,,167,,167.0,149.0,,,,156.0,,,,,,,,,,,,,,,
2024_43140,Setúbal,155.0,131,127.0,155,,,,,,,,,,,,,,,,,,,,,,
2024_43141,Porto,200.0,196,,200,,,,,,,,,200.0,,,,,,,,,,,,,
2024_43142,Porto,,139,,153,,151.0,148.0,121.0,,,,,,,,,,,,,,,,,,
2024_43143,Faro,103.0,85,,120,,,,,,,,112.0,,,,,,,,,,,,,,
2024_43144,Porto,185.0,175,,192,,,,,,,,184.0,,,,,,,,,,,,,,
2024_43145,Outro,135.0,121,,145,,,,,,,,,117.0,,,,,,,,,157.0,,,,
2024_43146,Coimbra,,97,95.0,118,,95.0,,,121.0,,,,,,,,,,,,,,,,,
2024_43147,Braga,123.0,102,,139,,,,,,,,152.0,,,,,,,,,,,,,,
2024_43148,Lisboa,176.0,196,,189,164.0,,,,,,,,,,,,,,,,,,,,,
2024_43149,Porto,,149,,181,,191.0,164.0,,,,165.0,,,,,,,,,,,,,,,
2024_43150,Porto,123.0,99,101.0,115,,,,,,,,,,,,,,,,,,,,,,
2024_43151,Faro,,141,,169,,180.0,150.0,137.0,,,,,,,,,,,,,,,,,,
2024_43152,Outro,,127,,165,,163.0,142.0,,,,142.0,,,,,,,,,,,,,,,
2024_43153,Outro,,131,,153,,168.0,159.0,135.0,,,,,,,,,,,,,,,,,,
2024_43154,Outro,,147,125.0,170,,168.0,,,164.0,,,,,,,,,,,,,,,,,
2024_43155,Lisboa,,125,,161,,157.0,151.0,,,,162.0,,,,,,,,,,,,,,,
2024_43156,Outro,,120,,138,,143.0,136.0,115.0,,,,,,,,,,,,,,,,,,
2024_43157,Braga,200.0,196,188.0,200,,,,,,,,,,,,,,,,,,,,,,
2024_43158,Coimbra,,157,,200,,200.0,200.0,,,,200.0,,,,,,,,,,,,,,,
2024_43159,Lisboa,,171,,183,,194.0,185.0,155.0,,,,,,,,,,,,,,,,,,
2024_43160,Outro,178.0,155,,173,159.0,,,,,,,,,,,,,,,,,,,,,
2024_43161,Braga,,159,,200,,195.0,200.0,,,,200.0,,,,,,,,,,,,,,,
2024_43162,Setúbal,114.0,86,,114,108.0,,,,,,,,,,,,,,,,,,,,,
2024_43163,Lisboa,,95,,107,,,,,,127.0,57.0,,,,,,,,,,,,,,,
2024_43164,Faro,,135,,149,,158.0,129.0,126.0,,,,,,,,,,,,,,,,,,
2024_43165,Leiria,157.0,132,,160,150.0,,,,,,,,,,,,,,,,,,,,,
2024_43166,Setúbal,167.0,179,,186,177.0,,,,,,,,,,,,,,,,,,,,,
2024_43167,Lisboa,200.0,196,,200,,,,,,,,190.0,,,,,,,,,,,,,,
2024_43168,Coimbra,,129,,166,140.0,178.0,,,149.0,,,,,,,,,,,,,,,,,
2024_43169,Lisboa,141.0,123,,156,,,,,,,,166.0,,,,,,,,,,,,,,
2024_43170,Porto,,98,,120,,113.0,110.0,,,,82.0,,,,,,,,,,,,,,,
2024_43171,Outro,127.0,105,,125,110.0,,,,,,,,,,,,,,,,,,,,,
2024_43172,Setúbal,,140,,159,,181.0,138.0,126.0,,,,,,,,,,,,,,,,,,
2024_43173,Porto,,119,,154,,163.0,139.0,127.0,,,,,,,,,,,,,,,,,,
2024_43174,Lisboa,,143,,158,,,,,,167.0,,,,148.0,,,,,,,,,,,,
2024_43175,Coimbra,,140,,164,,169.0,149.0,145.0,,,,,,,,,,,,,,,,,,
2024_43176,Lisboa,,122,124.0,148,,151.0,138.0,,,,141.0,,,,,,,,,,,,,,,
2024_43177,Outro,,121,,137,,132.0,127.0,115.0,,,,,,,,,,,,,,,,,,
2024_43178,Lisboa,155.0,145,,168,,,,,,,,176.0,,,,,,,,,,,,,,
2024_43179,Lisboa,,141,130.0,175,,194.0,,,186.0,,,,,,,,,,,,,,,,,
2024_43180,Lisboa,,161,,174,,184.0,166.0,140.0,,,,,,,,,,,,,,,,,,
2024_43181,Braga,,119,101.0,149,,155.0,,,128.0,,,,,,,,,,,,,,,,,
2024_43182,Setúbal,,148,,192,,200.0,200.0,163.0,,,,,,,,,,,,,,,,,,
2024_43183,Porto,,155,,174,,179.0,162.0,147.0,,,,,,,,,,,,,,,,,,
2024_43184,Braga,,184,,188,,189.0,162.0,146.0,,,,,,,,,,,,,,,,,,
2024_43185,Lisboa,,196,148.0,188,,190.0,,,193.0,,,,,,,,,,,,,,,,,
2024_43186,Braga,,155,,172,,,,,,166.0,,,,152.0,,,,,,,,,,,,
2024_43187,Lisboa,,135,,152,,159.0,142.0,127.0,,,,,,,,,,,,,,,,,,
2024_43188,Lisboa,,139,,152,,160.0,142.0,119.0,,,,,,,,,,,,,,,,,,
2024_43189,Braga,,158,,183,165.0,183.0,,,200.0,,,,,,,,,,,,,,,,,
2024_43190,Lisboa,,109,,140,,147.0,132.0,105.0,,,,,,,,,,,,,,,,,,
2024_43191,Porto,,96,,117,,123.0,100.0,80.0,,,,,,113.0,,,,,,,,,,,,
2024_43192,Braga,167.0,148,,172,,,,,,,,174.0,,,,,,,,,,,,,,
2024_43193,Outro,77.0,58,,100,60.0,,,,,,,,,,,,,,,,,,,,,
2024_43194,Outro,,186,,200,,196.0,183.0,,,,200.0,,,,,,,,,,,,,,,
2024_43195,Lisboa,,84,,100,,96.0,91.0,,,,66.0,,,,,,,,,,,,,,,
2024_43196,Lisboa,,107,,142,,,,,,149.0,,,,128.0,,,,,,,,,,,,
2024_43197,Outro,,108,,130,,112.0,108.0,,,,127.0,,,,,,,,,,,,,,,
2024_43198,Lisboa,,86,,100,,76.0,105.0,,,,57.0,,,,,,,,,,,,,,,
2024_43199,Outro,123.0,108,,132,,,,,,,,,115.0,,,,,,,,,,,,,
2024_43200,Outro,,106,,137,125.0,140.0,,,120.0,,,,,,,,,,,,,,,,,
2024_43201,Outro,,93,,119,111.0,96.0,,,119.0,,,,,,,,,,,,,,,,,
2024_43202,Outro,,107,,138,,146.0,109.0,,,,129.0,,,,,,,,,,,,,,,
2024_43203,Coimbra,,85,,100,,24.0,66.0,37.0,,,,,,,,,,,,,,,,,,
2024_43204,Outro,,96,,111,105.0,92.0,,,108.0,,,,,,,,,,,,,,,,,
2024_43205,Lisboa,,152,,200,,200.0,189.0,,,,200.0,,,,,,,,,,,,,,,
2024_43206,Outro,,106,,140,,,,,,150.0,,,,113.0,,,,,,,,,,,,
2024_43207,Lisboa,,101,,108,,109.0,106.0,65.0,,,,,,,,,,,,,,,,,,
2024_43208,Outro,,130,,156,,165.0,138.0,137.0,,,,,,,,,,,,,,,,,,
2024_43209,Braga,177.0,139,,172,155.0,,,,,,,,,,,,,,,,,,,,,
2024_43210,Setúbal,120.0,107,109.0,128,,,,,,,,,,,,,,,,,,,,,,
2024_43211,Porto,,77,,100,,77.0,75.0,72.0,,,,,,,,,,,,,,,,,,
2024_43212,Setúbal,129.0,105,102.0,124,,,,,,,,,,,,,,,,,,,,,,
2024_43213,Lisboa,,149,,181,,,,,,170.0,,,,160.0,,,,,,,,,,,,
2024_43214,Outro,140.0,120,102.0,131,,,,,,,,,,,,,,,,,,,,,,
2024_43215,Porto,,173,,183,,193.0,168.0,136.0,,,,,,,,,,,,,,,,,,
2024_43216,Braga,,96,,115,,122.0,107.0,79.0,,,,,,,,,,,,,,,,,,
2024_43217,Braga,152.0,125,,138,,,,,,,,,128.0,,,,,,,,,,,,,
2024_43218,Outro,116.0,105,,128,,,,,,,,,100.0,,,,,,,,,,,,,
2024_43219,Braga,168.0,145,,165,155.0,,,,,,,,,,,,,,,,,,,,,
2024_43220,Faro,,170,,191,,195.0,168.0,153.0,,,,,,,,,,,,,,,,,,
2024_43221,Coimbra,138.0,128,,157,,,,,,,,165.0,,,,,,,,,,,,,,
2024_43222,Lisboa,,135,,165,,177.0,151.0,122.0,,,,,,,,,,,,,,,,,,
2024_43223,Porto,,117,,153,,165.0,128.0,130.0,,,,,,,,,,,,,,,,,,
2024_43224,Setúbal,,148,,176,,197.0,161.0,157.0,,,,,,,,,,,,,,,,,,
2024_43225,Lisboa,116.0,108,,125,,,,,,,,,109.0,,,,,,,,,,,,,
2024_43226,Setúbal,,83,85.0,109,,95.0,,,102.0,,,,,,,,,,,,,,,,,
2024_43227,Leiria,,113,,145,,,,,,147.0,,,,130.0,,,,,,,,,,,,
2024_43228,Porto,,122,,161,,,,,,163.0,155.0,,,,,,,,,,,,,,,
2024_43229,Porto,152.0,140,,157,142.0,,,,,,,,,,,,,,,,,,,,,
2024_43230,Lisboa,108.0,83,,101,,,,,,,,,79.0,,,,,,,,,,,,,
2024_43231,Outro,138.0,133,121.0,140,,,,,,,,,,,,,,,,,,,,,,
2024_43232,Lisboa,109.0,95,95.0,120,,,,,,,,,,,,,,,,,,,,,,
2024_43233,Lisboa,167.0,155,145.0,160,,,,,,,,,,,,,,,,,,,,,,
2024_43234,Lisboa,158.0,128,,167,,,,,,,,179.0,,,,,,,,,,,,,,
2024_43235,Coimbra,,158,,189,158.0,192.0,,,185.0,,,,,,,,,,,,,,,,,
2024_43236,Outro,,196,,200,,200.0,200.0,,,,200.0,,,,,,,,,,,,,,,
2024_43237,Coimbra,,195,,200,,187.0,200.0,180.0,,,,,,,,,,,,,,,,,,
2024_43238,Lisboa,171.0,145,,161,151.0,,,,,,,,,,,,,,,,,,,,,
2024_43239,Lisboa,,155,,185,,186.0,162.0,183.0,,,,,,,,,,,,,,,,,,
2024_43240,Porto,200.0,196,,200,,,,150.0,,,,200.0,,,,,,,,,,,,,,
2024_43241,Braga,,86,78.0,107,,88.0,,,107.0,,,,,,,,,,,,,,,,,
2024_43242,Setúbal,,106,,125,,115.0,117.0,106.0,,,,,,,,,,,,,,,,,,
2024_43243,Porto,,111,,115,,104.0,113.0,,,,85.0,,,,,,,,,,,,,,,
2024_43244,Lisboa,,128,,156,,159.0,142.0,122.0,,,,,,,,,,,,,,,,,,
2024_43245,Outro,130.0,115,,130,,,,,,,,,111.0,,,,,,,,,,,,,
2024_43246,Faro,115.0,112,,128,119.0,,,,,,,,,,,,,,,,,,,,,
2024_43247,Porto,,127,,146,,,,,,153.0,,,,133.0,,,,,,,,,,,,
2024_43248,Setúbal,,116,,155,,145.0,142.0,110.0,,,,,,,,168.0,,,,,,,,,,
2024_43249,Porto,,87,,100,,62.0,77.0,78.0,,,,,,,,,,,,,,,,,,
2024_43250,Lisboa,180.0,152,,184,,,,,,,,179.0,,,,,,,,,,,,,,
2024_43251,Setúbal,128.0,117,,146,,,,,,,,140.0,,,,,,,,,,,,,,
2024_43252,Setúbal,178.0,168,136.0,175,,,,,,,,,,,,,,,,,,,,,,
2024_43253,Setúbal,,156,,181,,,,,,174.0,,,,158.0,,,,,,,,,,,,
2024_43254,Lisboa,,170,,183,,200.0,156.0,147.0,,,,,,,,,,,,,,,,,,
2024_43255,Outro,,120,,142,,,,,,154.0,125.0,,,,,,,,,,,,,,,
2024_43256,Outro,,108,,119,101.0,87.0,,,111.0,,,,,,,,,,,,,,,,,
2024_43257,Porto,145.0,119,,153,,,,,,,,156.0,,,,,,,,,,,,,,
2024_43258,Leiria,,164,,200,,197.0,200.0,196.0,,,,,,,,,,,,,,,,,,
2024_43259,Leiria,,157,,175,,186.0,150.0,151.0,,,,,,,,,,,,,,,,,,
2024_43260,Lisboa,,112,,139,,156.0,123.0,,,,142.0,,,,,,,,,,,,,,,
2024_43261,Outro,,174,,195,156.0,190.0,,,188.0,,,,,,,,,,,,,,,,,
2024_43262,Outro,,141,,167,,174.0,149.0,127.0,,,,,,,,,,,,,,,,,,
2024_43263,Lisboa,,89,,110,90.0,105.0,,,97.0,,,,,,,,,,,,,,,,,
2024_43264,Lisboa,179.0,144,,176,,,,,,,,,160.0,,,,,,,,,,,,,
2024_43265,Coimbra,,117,105.0,142,,145.0,,,128.0,,,,,,,,,,,,,,,,,
2024_43266,Leiria,,106,,125,,136.0,106.0,106.0,,,,,,,,,,,,,,,,,,
2024_43267,Porto,136.0,115,,137,125.0,,,,,,,,,,,,,,,,,,,,,
2024_43268,Outro,,158,,176,,,,,,177.0,155.0,,,,,,,,,,,,,,,
2024_43269,Lisboa,157.0,146,,151,,,,,,,,,137.0,,,,,,,,,,,,,
2024_43270,Lisboa,180.0,145,138.0,170,,190.0,,,,,,,,,,,,,,,,,,,,
2024_43271,Setúbal,140.0,105,,134,,,,,,,,,115.0,,,,,,,,,,,,,
2024_43272,Porto,,110,,125,,135.0,115.0,87.0,,,,,,,,,,,,,,,,,,
2024_43273,Lisboa,153.0,138,119.0,153,,,,,,,,,,,,,,,,,,,,,,
2024_43274,Braga,,107,,130,,145.0,127.0,,,,103.0,,,,,,,,,,,,,,,
2024_43275,Outro,,129,,159,,165.0,152.0,129.0,,,,,,,,,,,,,,,,,,
2024_43276,Coimbra,160.0,142,130.0,156,,,,,,,,,,,,,,,,,,,,,,
2024_43277,Coimbra,,126,,136,,145.0,136.0,100.0,,,,,,,,,,,,,,,,,,
2024_43278,Faro,,120,,141,,151.0,136.0,119.0,,,,,,,,,,,106.0,,,,,,,
2024_43279,Porto,,141,,188,167.0,181.0,,,173.0,,,,,,,,,,,,,,,,,
2024_43280,Lisboa,180.0,169,,186,,,,,,,,182.0,,,,,,,,,,,,,,
2024_43281,Coimbra,,102,,127,,101.0,106.0,,,,118.0,,,,,,,,,,,,,,,
2024_43282,Outro,96.0,97,,111,102.0,,,,,,,,,,,,,,,,,,,,,
2024_43283,Outro,,185,,198,162.0,199.0,,,200.0,,,,,,,,,,,,,,,,,
2024_43284,Braga,,136,,165,,170.0,167.0,147.0,,,,,,,,,,,,,,,,,,
2024_43285,Setúbal,,155,,186,,,,,,176.0,197.0,,,,,,,,,,,,,,,
2024_43286,Braga,155.0,135,,152,,,,,,,,,137.0,,,,,,,,,,,,,
2024_43287,Setúbal,,125,,162,,175.0,145.0,135.0,,,,,,,,,,,,,,,,,,
2024_43288,Coimbra,,110,,140,132.0,138.0,,,142.0,,,,,,,,,,,,,,,,,
2024_43289,Porto,,117,,130,,137.0,127.0,,,,137.0,,,,,,,,,,,,,,,
2024_43290,Setúbal,,157,,177,,176.0,160.0,,,,162.0,,,,,,,,,,,,,,,
2024_43291,Setúbal,191.0,148,,180,,,,,,,,,168.0,,,,,,,,,,,,,
2024_43292,Outro,,169,,183,,,,,,187.0,,,,160.0,,,,,,,,,,,,
2024_43293,Coimbra,,86,71.0,100,,80.0,,,106.0,,,,,,,,,,,,,,,,,
2024_43294,Outro,,159,,180,,194.0,159.0,151.0,,,,,,,,,,,,,,,,,,
2024_43295,Coimbra,,105,,112,,112.0,95.0,92.0,,,,,,,,,,,,,,,,,,
2024_43296,Lisboa,,103,96.0,109,,102.0,,,101.0,,,,,,,,,,,,,,,,,
2024_43297,Lisboa,120.0,109,108.0,127,,,,,,,,,,,,,,,,,,,,,,
2024_43298,Setúbal,,196,,200,,198.0,200.0,,,,200.0,,,,,,,,,,,,,,,
2024_43299,Porto,,133,,156,,175.0,136.0,120.0,,,,,,,,,,,,,,,,,,
2024_43300,Setúbal,,95,,103,,111.0,86.0,,,,67.0,,,,,,,,,,,,,,,
2024_43301,Braga,,156,,173,,191.0,152.0,160.0,,,,,,,,,,,,,,,,,,
2024_43302,Braga,,118,,141,,165.0,137.0,111.0,,,,,,,,,,,,,,,,,,
2024_43303,Setúbal,,132,,161,,,,,,157.0,151.0,,,,,,,,,,,,,,,
2024_43304,Lisboa,,196,,199,,200.0,200.0,165.0,,,,,,,,,,,,,,,,,,
2024_43305,Braga,108.0,78,,119,,,,,,,,124.0,,,,,,,,,,,,,,
2024_43306,Lisboa,,153,,191,,200.0,178.0,,,,185.0,,,,,,,,,,,,,,,
2024_43307,Outro,,138,118.0,159,,165.0,,,148.0,,,,,,,,,,,,,,,,,
2024_43308,Porto,136.0,115,,137,,,,,,,,,119.0,,,,,,,,,,,,,
2024_43309,Lisboa,154.0,131,,158,,,,,,,,,137.0,,,,,,,,,,,,,
2024_43310,Outro,,145,,179,165.0,194.0,,,166.0,,,,,,,,,,,,,,,,,
2024_43311,Braga,122.0,100,,119,,,,,,,,,98.0,,,,,,,,,,,,,
2024_43312,Outro,,127,,161,,,,,,161.0,143.0,,,,,,,,,,,,,,,
2024_43313,Leiria,121.0,101,91.0,114,,,,,,,,,,,,,,,,,,,,,,
2024_43314,Outro,,135,,147,,151.0,135.0,122.0,,,,,,,,,,,,,,,,,,
2024_43315,Lisboa,159.0,145,,160,,,,,,,,,148.0,,,,,,,,,,,,,
2024_43316,Outro,43.0,0,56.0,100,,,,,,,,,,,,,,,,,,,,,,
2024_43317,Outro,129.0,115,,130,,,,,,,,,105.0,,,,,,,,,,,,,
2024_43318,Leiria,131.0,100,,141,,,,,,,,150.0,,,,,,,,,,,,,,
2024_43319,Porto,,81,,100,,68.0,76.0,67.0,,,,,,,,,,,,,,,,,,
2024_43320,Lisboa,,128,,151,,147.0,136.0,106.0,,,,,,,,,,,,144.0,,,,,,
2024_43321,Leiria,96.0,76,,100,106.0,,,,,,,,,,,,,,,,,,,,,
2024_43322,Leiria,,128,,154,,168.0,135.0,118.0,,,,,,,,,,,,,,,,,,
2024_43323,Outro,,140,,175,,,,,,179.0,,,,154.0,,,,,,,,,,,,
2024_43324,Leiria,,128,,155,,166.0,157.0,131.0,,,,,,,,,,,,,,,,,,
2024_43325,Leiria,,116,,138,,159.0,135.0,112.0,,,,,,,,,,,,,,,,,,
2024_43326,Porto,,118,,129,,135.0,123.0,105.0,,,,,,,,,,,,,,,,,,
2024_43327,Outro,,135,130.0,172,,185.0,,,163.0,,,,,,,,,,,,,,,,,
2024_43328,Porto,,115,,117,,135.0,99.0,,,,82.0,,,,,,,,,,,,,,,
2024_43329,Braga,,108,,147,,,,,,150.0,,,,128.0,,,,,,,,,,,,
2024_43330,Outro,,128,,165,,157.0,140.0,,,,165.0,,,,,,,,,,,,,,,
2024_43331,Setúbal,,81,,106,,95.0,88.0,75.0,,,,,,,,,,,,,,,,,,
2024_43332,Faro,200.0,165,,194,,,,,,,,198.0,,,,,,,,,,,,,,
2024_43333,Lisboa,160.0,135,,154,,,,,,,,,145.0,,,,,,,,,,,,,
2024_43334,Outro,139.0,135,,154,144.0,,,,,,,,,,,,,,,,,,,,,
2024_43335,Lisboa,178.0,138,,171,,,,,,,,,138.0,,,,,,,,,,,,,
2024_43336,Coimbra,,120,,145,,154.0,123.0,116.0,,,,,,,,,,,,,,,,,,
2024_43337,Porto,,126,,153,,,,,,166.0,,,,129.0,,,,,,,,,,,,
2024_43338,Outro,,147,,196,,,,,,192.0,196.0,,,,,,,,,,,,,,,
2024_43339,Porto,,131,,147,,151.0,137.0,111.0,,,,,,,,,,,,,,,,,,
2024_43340,Outro,176.0,196,,200,,,,,,,,,200.0,,,,,,,,,,,,,
2024_43341,Setúbal,136.0,117,,140,129.0,,,,,,,,,,,,,,,,,,,,,
2024_43342,Porto,,107,,136,,156.0,115.0,111.0,,,,,,,,,,,,,,,,,,
2024_43343,Outro,161.0,145,,169,,,,,,,,163.0,,,,,,,,,,,,,,
2024_43344,Faro,,181,,200,,198.0,200.0,,,,196.0,,,,,,,,,,,,,,,
2024_43345,Outro,172.0,156,125.0,162,,,,,,,,,,,,,,,,,,,,,,
2024_43346,Lisboa,,125,,164,153.0,159.0,,,166.0,,,,,,,,,,,,,,,,,
2024_43347,Outro,,196,182.0,197,,189.0,,,194.0,,,,,,,,,,,,178.0,,,,,
2024_43348,Lisboa,,120,111.0,145,,,,,,160.0,145.0,,,,,,,,,,,,,,,
2024_43349,Lisboa,,145,,170,139.0,179.0,,,159.0,,,,,,,,,,,,,,,,,
2024_43350,Outro,,128,,155,,,,,,152.0,136.0,,,,,,,,,,,,,,,
2024_43351,Porto,153.0,125,,152,135.0,,,,,,,,,,,,,,,,,,,,,
2024_43352,Setúbal,129.0,116,,146,,,,,,,,157.0,,,,,,,,,,,,,,
2024_43353,Lisboa,161.0,128,,170,,,,,,,,174.0,,,,,,,,,,,,,,
2024_43354,Setúbal,,166,,182,154.0,,,,,177.0,,,,189.0,,,,,,,,,,,,
2024_43355,Lisboa,,117,,149,,169.0,138.0,127.0,,,,,,,,,,,,,,,,,,
2024_43356,Porto,150.0,129,,157,,,,,,,,154.0,,,,,,,,,,,,,,
2024_43357,Lisboa,180.0,180,,200,,,,,,,,,200.0,,,,,,,,,,,,,
2024_43358,Porto,112.0,80,,112,82.0,,,,,,,,,,,,,,,,,,,,,
2024_43359,Coimbra,,129,,165,,186.0,155.0,120.0,,,,,,,,,,,,,,,,,,
2024_43360,Lisboa,,145,,168,,,,,,159.0,166.0,,,,,,,,,,,,,,,
2024_43361,Setúbal,,175,,200,,196.0,162.0,,,,195.0,,,,,,,,,,,,,,,
2024_43362,Lisboa,,123,,154,135.0,158.0,,,156.0,,,,,,,,,,,,,,,,,
2024_43363,Setúbal,145.0,109,,141,133.0,,,,,,,,,,,,,,,,,,,,,
2024_43364,Lisboa,,196,,200,,,,,,187.0,199.0,,,,,,,,,,,,,,,
2024_43365,Porto,122.0,115,,141,,,,,,,,137.0,,,,,,,,,,,,,,
2024_43366,Lisboa,,137,124.0,169,,186.0,,,178.0,,,,,,,,,,,,,,,,,
2024_43367,Lisboa,,135,,149,,163.0,130.0,122.0,,,,,,,,,,,,,,,,,,
2024_43368,Lisboa,,181,,184,,200.0,179.0,160.0,,,,,,,,,,,,,,,,,,
2024_43369,Outro,,159,159.0,183,,184.0,,,171.0,,,,,,,,,,,,,,,,,
2024_43370,Porto,,126,,153,136.0,166.0,,,132.0,,,,,,,,,,,,,,,,,
