Aluno_ID,Distrito,Matematica_A,Biologia_Geologia,Fisica_Quimica_A,Portugues,Nota_Interna,Historia_A,Ingles,Geometria_Descritiva_A,Economia_A,MACS,Desenho_A,HCA,Literatura_Portuguesa,Geografia_A,Espanhol_Iniciacao,Historia_B,Matematica_B,Filosofia,Portugues_LNM,Alemao,Frances,Latim_A
2017_47074,Lisboa,,,,130,143,138.0,,,,138.0,,,,,,,,,,,,
2017_47075,Lisboa,108.0,,,105,113,,,,114.0,88.0,,,,,,,,,,,,
2017_47076,Outro,122.0,97.0,116.0,117,134,,,,,,,,,,154.0,,,,,,,
2017_47077,Porto,,,,105,114,99.0,,,,,,,96.0,,,,,,,,,
2017_47078,Lisboa,,,,95,100,68.0,,,,,,,96.0,,,,,,,,,
2017_47079,Lisboa,,,,129,144,118.0,,,,,,,136.0,,,,,,,,,
2017_47080,Lisboa,,,,126,142,102.0,149.0,,,,,,,,,,,,,,,
2017_47081,Outro,106.0,,,115,128,,,,119.0,,,,,117.0,,,,,,,,
2017_47082,Lisboa,78.0,,,95,109,,,,113.0,,,,,97.0,,,,,,,,
2017_47083,Braga,115.0,,101.0,115,136,,,152.0,,,,,,,,,,,,,,
2017_47084,Outro,116.0,,,106,124,,,,110.0,99.0,,,,,,,,,,,,
2017_47085,Coimbra,67.0,60.0,43.0,75,100,,,,,,,,,,,,,,,,,
2017_47086,Faro,,,,130,151,136.0,,,,,,,,138.0,,,,,,,,
2017_47087,Porto,,,,95,100,80.0,,,,,,,,96.0,,,,,,,,
2017_47088,Braga,,,,166,166,169.0,,,,130.0,,,,,,,,,,,,
2017_47089,Braga,,,,70,100,69.0,,,,76.0,,,,,,,,,,,,
2017_47090,Porto,131.0,115.0,100.0,105,123,,,,,,,,,,,,,,,,,
2017_47091,Setúbal,148.0,130.0,133.0,130,147,,,,,,,,,,,,,,,,,
2017_47092,Lisboa,,,,170,164,145.0,,,,,,,,138.0,,,,,,,,
2017_47093,Lisboa,185.0,,159.0,147,187,,,195.0,,,,,,,,,,,,,,
2017_47094,Lisboa,,,,125,137,,,,,,148.0,98.0,,,,,,,,,,
2017_47095,Porto,90.0,,,109,114,,,,102.0,91.0,,,,,,,,,,,,
2017_47096,Lisboa,158.0,,,137,154,,,,135.0,,,,,128.0,,,,,,,,
2017_47097,Lisboa,,,,147,147,126.0,,,,130.0,,,,,,,,,,,,
2017_47098,Lisboa,129.0,,,117,139,,,,121.0,115.0,,,,,,,,,,,,
2017_47099,Lisboa,,,,109,113,100.0,,,,95.0,,,,,,,,,,,,
2017_47100,Outro,114.0,,,108,125,,,95.0,115.0,,,,,103.0,,,,,,,,
2017_47101,Coimbra,96.0,,,100,109,,,,117.0,85.0,,,,,,,,,,,,
2017_47102,Lisboa,,,,145,172,170.0,,,,,,,148.0,,,,,,,,,
2017_47103,Lisboa,,,,126,136,116.0,,,,,,,,127.0,,,,,,,,
2017_47104,Porto,125.0,109.0,105.0,117,127,,,,,,,,,,,,,,,,,
2017_47105,Porto,70.0,82.0,68.0,89,100,,,,,,,,,,,,,,,,,
2017_47106,Lisboa,45.0,71.0,54.0,78,100,,,,,,,,,,,,,,,,,
2017_47107,Lisboa,,,,128,138,110.0,,,,,,,127.0,,,,,,,,,
2017_47108,Porto,,,,121,129,110.0,,,,112.0,,,,,,,,,,,,
2017_47109,Braga,145.0,105.0,123.0,110,134,,,,,,,,,,,,,,,,,
2017_47110,Leiria,,,,110,132,113.0,,,,,,,125.0,,,,,,,,117.0,
2017_47111,Porto,90.0,,,100,111,,,,111.0,78.0,,,,,,,,,,,,
2017_47112,Outro,,,,145,166,141.0,,,,175.0,,,,,,,,,,,,
2017_47113,Lisboa,168.0,,,190,180,,,,157.0,,,,,160.0,,,,,,,,
2017_47114,Lisboa,95.0,,93.0,99,109,,,121.0,,,,,,,,,,,,,,
2017_47115,Outro,141.0,122.0,118.0,126,140,,,,,,,,,,,,,,,,,
2017_47116,Porto,146.0,135.0,152.0,135,159,,,,,,,,,,,,,,,,,
2017_47117,Setúbal,178.0,131.0,155.0,152,163,,,,,,,,,,,,,,,,,
2017_47118,Braga,,,,127,134,119.0,,,,,,,,125.0,,,,,,,,
2017_47119,Porto,55.0,76.0,45.0,72,100,,,,,,,,,,,,,,,,,
2017_47120,Lisboa,160.0,126.0,140.0,161,157,,,,,,,,,,,,,,,,,
2017_47121,Setúbal,175.0,148.0,136.0,140,161,,,,,,,,,,,,,,,,,
2017_47122,Outro,153.0,128.0,126.0,140,152,,,,,,,,,,,,,,,,,
2017_47123,Porto,185.0,190.0,195.0,156,193,,,,,,,,,,,,,,,,,
2017_47124,Outro,,,,166,174,132.0,177.0,,,,,,,,,,,,,,,
2017_47125,Braga,,,,120,128,122.0,,,,107.0,,,,,,,,,,,,
2017_47126,Leiria,,,,119,155,,,141.0,,,153.0,,,,,,,,,,,
2017_47127,Leiria,162.0,,167.0,160,183,,,190.0,,,,,,,,,,,,,,
2017_47128,Outro,180.0,141.0,140.0,160,168,,,,,,,,,,,,,,,,,
2017_47129,Lisboa,191.0,,167.0,145,188,,,200.0,,,,,,,,,,,,,,
2017_47130,Porto,106.0,95.0,81.0,110,110,,,,,,,,,,,,,,,,,
2017_47131,Coimbra,147.0,159.0,149.0,130,158,,,,,,,,,,,,,,,,,
2017_47132,Lisboa,95.0,,,97,104,,,,93.0,95.0,,,,,,,,,,,,
2017_47133,Lisboa,,,,129,147,148.0,,,,119.0,,,,,,,,,,,,
2017_47134,Lisboa,162.0,,,141,155,,,,156.0,120.0,,,,,,,,,,,,
2017_47135,Outro,,,,155,189,,,193.0,,,180.0,,,,,,,,,,,
2017_47136,Porto,,,,107,141,110.0,156.0,,,,,,,,,,,,,,,
2017_47137,Outro,,,,181,172,157.0,,,,,,,150.0,,,,,,,,,
2017_47138,Lisboa,103.0,,83.0,95,103,,,87.0,,,,,,,,,,,,,,
2017_47139,Porto,148.0,,,137,152,,,,157.0,115.0,,,,,,,,,,,,
2017_47140,Lisboa,184.0,,,190,188,149.0,,,,,,,195.0,,,,,,,,,
2017_47141,Lisboa,,,,112,138,106.0,153.0,,,,,,,,,,,,,,,
2017_47142,Lisboa,188.0,,,141,169,,,,162.0,,,,,147.0,,,,,,,,
2017_47143,Porto,152.0,125.0,151.0,122,154,,,,,,,,,,,,,,,,,
2017_47144,Outro,,,,75,100,57.0,,,,,,,67.0,,,,,,,,,
2017_47145,Lisboa,,,,81,100,72.0,95.0,,,,,,,,,,,,,,,
2017_47146,Lisboa,127.0,,,115,143,,,,142.0,120.0,,,,,,,,,,,,
2017_47147,Coimbra,,,,146,168,169.0,,,,,,,,143.0,,,,,,,,
2017_47148,Lisboa,105.0,,81.0,97,106,,,99.0,,,,,,,,,,,,,,
2017_47149,Outro,130.0,,134.0,135,156,,,165.0,,,,,,,,,,,,,,
2017_47150,Outro,,,,99,106,107.0,,,,88.0,,,,,,,,,,,,
2017_47151,Outro,,,,190,177,147.0,,,,151.0,,,,,,,,,,,,
2017_47152,Leiria,145.0,,,139,158,,,,149.0,,,,,129.0,,,,,,,,
2017_47153,Setúbal,148.0,,137.0,125,162,,,163.0,,,,,,,,,,,,,,
2017_47154,Porto,173.0,146.0,155.0,150,174,,,,,,,,,,,,,,,,,
2017_47155,Porto,75.0,89.0,69.0,85,100,,,,,,,,,,,,,,,,,
2017_47156,Lisboa,155.0,,,127,155,,,,149.0,,,,,136.0,,,,,,,,
2017_47157,Lisboa,,,,180,200,,,200.0,,,179.0,,,,,,,,,,,
2017_47158,Leiria,,,,111,128,128.0,,,,,,,116.0,,,,,,,,,
2017_47159,Outro,,,,155,163,149.0,165.0,,,,,,,,,,,,,,,
2017_47160,Lisboa,101.0,,,98,104,,,,95.0,86.0,,,,,,,,,,,,
2017_47161,Porto,150.0,140.0,138.0,128,155,,,,,,,,,,,,,,,,,
2017_47162,Porto,,,,137,161,142.0,,,,,,,,151.0,,,,,,,,
2017_47163,Braga,,,,151,156,146.0,,,,,,,129.0,,,,,,,,,
2017_47164,Setúbal,28.0,,,75,100,,,,76.0,55.0,,,,,,,,,,,,
2017_47165,Outro,176.0,139.0,160.0,157,170,,,,,,,,,,,,,,,,,
2017_47166,Outro,145.0,120.0,117.0,129,137,,,,,,,,,,,,,,,,,
2017_47167,Braga,67.0,59.0,55.0,69,100,,,,,,,,,,,,,,,,,
2017_47168,Lisboa,102.0,,,110,125,,,,110.0,111.0,,,,,,,,,,,,
2017_47169,Outro,185.0,135.0,158.0,180,177,,,,,,,,,,,,,,,,,
2017_47170,Faro,,,,80,105,,,,,,117.0,62.0,,,,,,,,,,
2017_47171,Outro,80.0,77.0,80.0,99,100,,,,,,,,,,,,,,,,,
2017_47172,Outro,,,,129,164,,,164.0,,,154.0,,,,,,,,,,,
2017_47173,Lisboa,128.0,115.0,102.0,118,133,,,,,,,,,,,,,,,,,
2017_47174,Braga,117.0,106.0,115.0,115,122,,,,,,,,,,,,,,,,,
2017_47175,Porto,127.0,131.0,117.0,121,142,,,,,,,,,,,,,,,,,
2017_47176,Lisboa,,,,97,104,77.0,,,,,,,98.0,,,,,,,,,
2017_47177,Porto,139.0,,105.0,118,142,,,135.0,,,,,,,,,,,,,,
2017_47178,Porto,200.0,,,190,190,,,,167.0,142.0,,,,,,,,,,,,
2017_47179,Outro,85.0,65.0,55.0,86,100,,,,,,,,,,,,,,,,,
2017_47180,Lisboa,157.0,,,145,179,,,,177.0,,,,,187.0,,,,,,,,
2017_47181,Outro,,,,119,119,107.0,,,,105.0,,,,,,,,,,,,
2017_47182,Lisboa,,,,165,165,145.0,,,,,,,152.0,,,,,,,,,
2017_47183,Setúbal,,,,100,115,102.0,,,,,,,,110.0,,,,,,,,
2017_47184,Porto,,,,99,119,97.0,129.0,,,,,,,,,,,,,,,
2017_47185,Coimbra,155.0,125.0,130.0,140,154,,,,,,,,,,,,,,,,,
2017_47186,Outro,107.0,,113.0,105,125,,,133.0,,,,,,,,,,,,,,
2017_47187,Faro,145.0,,,118,140,,,,122.0,125.0,,,,,,,,,,,,
2017_47188,Porto,,,,145,154,129.0,,,,,,,,137.0,,,,,,,,
2017_47189,Outro,,,,82,100,75.0,,,,,,,,96.0,,,,,,,,
2017_47190,Outro,,,,147,168,148.0,176.0,,,,,,,,,,,,,,,
2017_47191,Setúbal,,,,138,162,,,155.0,,,152.0,,,,,,,,,,,
2017_47192,Outro,119.0,110.0,117.0,113,128,,,,,,,,,,,,,,,,,
2017_47193,Lisboa,182.0,,156.0,138,173,,,198.0,,,,,,,,,,,,,,
2017_47194,Outro,,,,131,133,127.0,,,,105.0,,,,,,,,,,,,
2017_47195,Braga,189.0,165.0,195.0,140,190,,,,,,,,,,,,,,,,,
2017_47196,Setúbal,66.0,86.0,59.0,77,100,,,,,,,,,,,,,,,,,
2017_47197,Setúbal,,,,151,192,192.0,,,,,,,195.0,,,,,,,,,
2017_47198,Outro,,,,109,133,106.0,138.0,,,,,,,,,,,,,,,
2017_47199,Outro,79.0,,,92,100,,,,95.0,72.0,,,,,,,,,,,,
2017_47200,Porto,96.0,,89.0,105,114,,,116.0,,,,,,,,,,,,,,
2017_47201,Faro,200.0,,195.0,151,191,,,196.0,,,,,,,,,,,,,,
2017_47202,Braga,158.0,,,165,181,,,,171.0,,,,,167.0,,,,,,,,
2017_47203,Outro,,,,160,182,,,193.0,,,159.0,,,,,,,,,,,
2017_47204,Faro,160.0,,143.0,142,182,,,200.0,,,,,,,,,,,,,,
2017_47205,Porto,161.0,125.0,121.0,140,153,,,,,,,,,,,,,,,,,
2017_47206,Leiria,133.0,,,117,140,,133.0,,117.0,,,,,127.0,,,,,,,,
2017_47207,Outro,,,,78,100,,,33.0,,,99.0,,,,,,,,,,,
2017_47208,Porto,,,,95,108,96.0,,,,,,,,96.0,,,,,,,,
2017_47209,Lisboa,121.0,111.0,115.0,121,133,,,,,,,,,,,,,,,,,
2017_47210,Leiria,145.0,,142.0,135,164,,,191.0,,,,,,,,,,,,,,
2017_47211,Porto,,,,150,162,,,,,,156.0,148.0,,,,,,,,,,
2017_47212,Faro,,,,176,200,192.0,,,,192.0,,,,,,,,,,,,
2017_47213,Lisboa,,,,95,106,96.0,,,,,,,101.0,,,,,,,,,
2017_47214,Braga,,,,145,154,138.0,,,,122.0,,,,,,,,,,,,
2017_47215,Lisboa,90.0,,,98,115,,,,106.0,,,,,110.0,,,,,,,,
2017_47216,Lisboa,,,,126,138,129.0,,,,110.0,,,,,,,,,,,,
2017_47217,Porto,,,,118,124,116.0,,,,110.0,,,,,,,,,,,,
2017_47218,Setúbal,,,,126,159,142.0,,,,,,,,148.0,,,,,,,,
2017_47219,Lisboa,,,,105,120,109.0,,,,98.0,,,,,,,,,,,,
2017_47220,Outro,95.0,90.0,97.0,102,102,,,,,,,,,,,,,,,,,
2017_47221,Lisboa,180.0,,,155,180,,,,156.0,,,,,136.0,,,,,,,,
2017_47222,Faro,172.0,170.0,175.0,172,186,,,,,,,,,,,,,,,,,
2017_47223,Braga,126.0,130.0,135.0,137,147,,,,,,,,,,,,,,,,,
2017_47224,Outro,,,,150,192,192.0,,,,,,,,187.0,,,,,,,,
2017_47225,Setúbal,55.0,71.0,51.0,75,100,,,,,,,,,,,,,,,,,
2017_47226,Porto,,,,105,127,,,,,,138.0,91.0,,,,,,,,,,
2017_47227,Outro,138.0,,,117,139,111.0,,,140.0,110.0,,,,,,,,,,,,
2017_47228,Lisboa,,,,118,138,131.0,,,,122.0,,,,,,,,,,,,
2017_47229,Outro,87.0,,91.0,108,117,,,82.0,,,,,,,146.0,,,,,,,
2017_47230,Porto,,,,111,133,111.0,138.0,,128.0,,,,,,,,,,,,,
2017_47231,Lisboa,,,,149,197,,,200.0,,,196.0,,,,,,,,,,,
2017_47232,Porto,136.0,106.0,100.0,115,122,,,,,,,,,,,,,,,,,
2017_47233,Lisboa,121.0,120.0,101.0,109,128,,,,,,,,,,,,,,,,,
2017_47234,Lisboa,,,,155,181,192.0,,,,142.0,,,,,,,,,,,,
2017_47235,Lisboa,135.0,,,110,134,,,,140.0,103.0,,,,,,,,,,,,
2017_47236,Lisboa,195.0,,,148,176,,,,151.0,,,,,152.0,,,,,,,,
2017_47237,Lisboa,100.0,95.0,99.0,111,118,,,,,,,,,,,,,,,,,
2017_47238,Lisboa,,,,139,167,,,171.0,,,159.0,,,,,,,,,,,
2017_47239,Lisboa,,,,136,179,,,199.0,,,167.0,,,,,,,,,,,
2017_47240,Braga,,,,100,115,95.0,120.0,,,,,,,,,,,,,,,
2017_47241,Faro,186.0,190.0,195.0,190,200,,,,,,,,,,,,,,,,,
2017_47242,Braga,,,,118,130,111.0,,,,,,,,136.0,,,,,,,,
2017_47243,Porto,200.0,190.0,195.0,158,200,,,,,,,,,,,,,,,,,
2017_47244,Outro,125.0,,98.0,116,126,,,115.0,,,,,,,,,,,,,,
2017_47245,Porto,59.0,,80.0,85,100,,,58.0,,,,,,,,,,,,,,
2017_47246,Setúbal,,,,115,133,,,117.0,,,132.0,,,,,,,,,,,
2017_47247,Porto,,,,95,100,71.0,91.0,,,,,,,,,,,,,,,
2017_47248,Outro,,,,182,183,166.0,,,,170.0,,,,,,,,,,,,
2017_47249,Lisboa,176.0,144.0,145.0,190,182,,,,,,,,,,,,,,,,,
2017_47250,Lisboa,170.0,146.0,165.0,146,174,,187.0,,,,,,,,,,,,,,,
2017_47251,Setúbal,139.0,118.0,120.0,125,150,,,,,,,,,,,,,,,,,
2017_47252,Outro,113.0,,,100,120,,,,111.0,,,,,104.0,,,,,,,,
2017_47253,Porto,112.0,99.0,95.0,100,117,,,,,,,,,,,,,,,,,
2017_47254,Coimbra,181.0,155.0,161.0,139,175,,,,,,,,,,,,,,,,,
2017_47255,Lisboa,116.0,,,113,133,,,,122.0,101.0,,,,,,,,,,,,
2017_47256,Lisboa,,,,102,125,,,108.0,,,145.0,,,,,,,,,,,
2017_47257,Porto,,,,147,155,148.0,,,,,,,149.0,,,,,,,,,
2017_47258,Lisboa,,,,126,142,122.0,,,,135.0,,,,,,,,,,,,
2017_47259,Leiria,,,,92,111,80.0,111.0,,,,,,,,,,,,,,,
2017_47260,Coimbra,,,,120,144,,,,,,139.0,95.0,,,,,,,,,,
2017_47261,Outro,,,,126,153,131.0,,,,,,,146.0,,,,,,,,,
2017_47262,Outro,187.0,147.0,165.0,190,186,,,,,,,,,,,,,,,,,
2017_47263,Outro,,,,135,150,115.0,159.0,,,,,,,,,,,,,,,
2017_47264,Lisboa,,,,157,179,171.0,,,,,,,,150.0,,,,,,,,
2017_47265,Lisboa,175.0,145.0,162.0,167,174,,,,,,,,,,,,,,,,,
2017_47266,Porto,,,,97,109,97.0,,,,,,,,98.0,,,,,,,,
2017_47267,Porto,,,,85,108,85.0,99.0,,,,,,,,,,,,,,,
2017_47268,Lisboa,,,,165,186,177.0,,,,,,,170.0,,,,,,,,,
2017_47269,Braga,,,,136,152,,,,,,156.0,114.0,,,,,,,,,,
2017_47270,Coimbra,156.0,150.0,157.0,172,176,,,,,,,,,,,,,,,,,
2017_47271,Setúbal,146.0,,,137,159,,,,169.0,131.0,,,,,,,,,,,,
2017_47272,Braga,168.0,141.0,143.0,155,168,,,,,,,,,,,,,,,,,
2017_47273,Lisboa,,,,126,132,122.0,,,,,,,,125.0,,,,,,,,
2017_47274,Lisboa,200.0,,,145,190,,,,170.0,192.0,,,,,,,,,,,,
2017_47275,Porto,,,,112,137,,,107.0,,,131.0,,,,,,,,,,,
2017_47276,Lisboa,146.0,131.0,137.0,131,148,,,,,,,,,,,,,,,,,
2017_47277,Porto,,,,145,154,,,,,,171.0,122.0,,,,,,,,,,
2017_47278,Lisboa,132.0,,122.0,131,163,,,167.0,,,,,,,,,,,,,,
2017_47279,Lisboa,139.0,,109.0,128,152,,,160.0,,,,,131.0,,,,,,,,,
2017_47280,Setúbal,98.0,,102.0,101,123,,,100.0,,,,,,,,,,,,,,
2017_47281,Lisboa,166.0,135.0,136.0,127,156,,,,,,,,,,,,,,,,,
2017_47282,Leiria,,,,115,126,97.0,,,,,,,,115.0,,,,,,,,
2017_47283,Porto,119.0,91.0,95.0,105,111,,,,,,,,,,,,,,,,,
2017_47284,Outro,,,,95,100,76.0,,,,85.0,,,,,,,,,,,,
2017_47285,Coimbra,200.0,190.0,168.0,155,189,,,,,,,,,,,,,,,,,
2017_47286,Lisboa,70.0,75.0,85.0,86,100,,,,,,,,,,,,,,,,,
2017_47287,Lisboa,,,,106,118,101.0,,,,95.0,,,,,,,,,,,,
2017_47288,Lisboa,,,,135,152,129.0,,,,,,,145.0,,,,,,,,,
2017_47289,Lisboa,,,,147,161,141.0,153.0,,,,,,,,,,,,,,,
2017_47290,Porto,125.0,,,110,131,,,,125.0,,,,,119.0,,,,,,,,
2017_47291,Lisboa,159.0,,,149,158,,,,159.0,,,,,130.0,,,,,,,,
2017_47292,Lisboa,,,,125,149,141.0,,,,,,,137.0,,,,,,,,,
2017_47293,Braga,,,,86,104,77.0,,,,,,,96.0,,,,,,,,,
2017_47294,Lisboa,200.0,155.0,156.0,148,177,,,,,,,,,,,,,,,,,
2017_47295,Coimbra,,,,144,164,151.0,,,,155.0,,,,,,,,,,,,
2017_47296,Porto,157.0,155.0,146.0,142,161,,,,,,,,,,,,,,,,,
2017_47297,Outro,149.0,147.0,152.0,127,157,,,,,,,,,,,,,,,,,
2017_47298,Lisboa,127.0,96.0,95.0,112,121,,,,,,,,,,,,,,,,,
2017_47299,Porto,,,,107,124,118.0,,,,102.0,,,,,,,,,,,,
2017_47300,Setúbal,157.0,,,131,149,,,,132.0,,,,,130.0,,,,,,,,
2017_47301,Lisboa,,,,110,128,,,111.0,,,135.0,,,,,,,,,,,
2017_47302,Coimbra,158.0,,,132,165,,,,151.0,,,,,135.0,,,,,,,,
2017_47303,Setúbal,,,,86,111,,,75.0,,,126.0,,,,,,,,,,,
2017_47304,Lisboa,,,,190,183,165.0,185.0,,,,,,,,,,,,,,,
2017_47305,Coimbra,,,,129,137,122.0,,,,107.0,,,,,,,,,,,,
2017_47306,Outro,145.0,116.0,126.0,126,145,,,,,,,,,,,,,,,,,
2017_47307,Lisboa,116.0,110.0,97.0,111,117,,,,,,,,,,,,,,,,,
2017_47308,Lisboa,,,,190,194,192.0,,,,147.0,,,,,,,,,,,,
2017_47309,Faro,,,,111,156,,,151.0,,,146.0,,,,,,,,,,,
2017_47310,Outro,177.0,,195.0,190,200,,,200.0,,,,,,,,,,,,,,
2017_47311,Setúbal,138.0,,,135,151,,,,146.0,,,,,126.0,,,,,,,,
2017_47312,Lisboa,,,,107,118,99.0,,,,100.0,,,,,,,,,,,,
2017_47313,Lisboa,,,,147,195,192.0,,,,,,,,187.0,,,,,,,,
2017_47314,Lisboa,166.0,,144.0,140,176,,,183.0,,,,,,,,,,,,,,
2017_47315,Lisboa,,,,106,113,95.0,,,,,,,105.0,,,,,,,,,
2017_47316,Porto,,,,166,165,159.0,,,,125.0,,,,,,,,,,,,
2017_47317,Braga,,,,105,126,100.0,137.0,,,,,,,,,,,,,,,
2017_47318,Outro,,,,148,144,136.0,,,,122.0,,,,,,,,,,,,
2017_47319,Lisboa,,,,101,139,,,132.0,,,139.0,,,,,,,,,,,
2017_47320,Outro,,,,148,166,,,178.0,,,158.0,,,,,,,,,,,
2017_47321,Outro,200.0,,158.0,165,192,,,200.0,,,,,,,,,,,,,,
2017_47322,Outro,,,,182,184,137.0,175.0,,,,,,,,,,,,,,,
2017_47323,Lisboa,,,,131,136,115.0,,,,,,,,127.0,,,,,,,,
2017_47324,Outro,,,,187,183,187.0,,,,,,,,142.0,,,,,,,,
2017_47325,Lisboa,,,,82,100,72.0,,,,,,,89.0,,,,,,,,,
2017_47326,Lisboa,122.0,,,130,137,,,,138.0,,,,,118.0,,,,,,,,
2017_47327,Porto,,,,156,184,,,,,,196.0,165.0,,,,,,,,,,
2017_47328,Outro,96.0,,,105,113,,,,96.0,95.0,,,,,,,,,,,,
2017_47329,Coimbra,176.0,,138.0,152,183,,,196.0,,,,,,,,,,,164.0,,,
2017_47330,Lisboa,101.0,91.0,89.0,100,112,,,,,,,,,,,,,,,,,
2017_47331,Leiria,,,,118,134,119.0,,,,105.0,,,,,,,,,,,,
2017_47332,Coimbra,95.0,,85.0,112,110,,,117.0,,,,,,,,,,,,,,
2017_47333,Outro,147.0,132.0,138.0,131,151,,,,,,,,,,,,142.0,,,,,
2017_47334,Outro,,,,162,169,,,,,,164.0,137.0,,,,,,,,,,
2017_47335,Lisboa,,,,138,142,135.0,,,,,,,,127.0,,,,,,,,
2017_47336,Outro,,,,110,142,,,161.0,,,139.0,,,120.0,,,,,,,,
2017_47337,Outro,,,,75,100,68.0,,,,72.0,,,,,,,,,,,,
2017_47338,Lisboa,116.0,,,111,122,,,,117.0,90.0,,,,,,,,,,,,
2017_47339,Lisboa,125.0,,,115,137,,,,127.0,,,,,118.0,,,,,,,,
2017_47340,Braga,,,,125,135,116.0,,,,,,,,127.0,,,,,,,,
2017_47341,Braga,172.0,190.0,175.0,185,197,,,,,,,,,,,,,,,,,
2017_47342,Setúbal,,,,75,100,81.0,,,,70.0,,,,,,,,,,,,
2017_47343,Porto,,,,145,169,153.0,,,,,,,,168.0,,,,,,,,
2017_47344,Porto,,,,140,149,130.0,,,,,,,145.0,,,,,,,,,
2017_47345,Coimbra,41.0,,45.0,68,100,,,21.0,,,,,,,,,,,,,,
2017_47346,Coimbra,32.0,49.0,51.0,48,100,,,,,,,,,,,,,,,,,
2017_47347,Faro,,,,149,155,146.0,,,,129.0,,,,147.0,,,,,,,,
2017_47348,Setúbal,,,,95,117,81.0,118.0,,,,,,,,,,,,,,,
2017_47349,Porto,,,,147,158,131.0,157.0,,,,,,,,,,,,,,,
2017_47350,Braga,110.0,86.0,79.0,101,109,,,,,,,,,,,,,,,,,
2017_47351,Lisboa,,,,111,125,104.0,133.0,,,,,,,,,,,,,,,
2017_47352,Porto,,,,146,177,170.0,170.0,,,,,,,,,,,,,,,
2017_47353,Porto,140.0,106.0,125.0,130,139,,,,,,,,,,,,,,,,,
2017_47354,Outro,145.0,125.0,127.0,117,144,,,,,,,,,,,,,,,,,
2017_47355,Outro,61.0,,55.0,75,100,,,69.0,,,,,,,,,,,,,,
2017_47356,Outro,130.0,102.0,101.0,122,132,,,,,,,,,,,,,,,,,
2017_47357,Porto,,,,145,179,152.0,,,,,,,177.0,,,,,,,,,
2017_47358,Porto,165.0,190.0,171.0,190,192,,,,,,,,,,,,,,,,,
2017_47359,Lisboa,165.0,136.0,135.0,145,155,,,,,,,,,,,,,,,,,
2017_47360,Outro,,,,115,156,,,165.0,,,144.0,,,,,,,,,,,
2017_47361,Coimbra,145.0,108.0,112.0,125,129,,,,,,,,,,,,,,,,,
2017_47362,Setúbal,136.0,122.0,109.0,111,131,,,,,,,,,,,,,,,,,
2017_47363,Lisboa,156.0,128.0,166.0,135,162,,,,,,,,,,,,,,,,,
2017_47364,Outro,165.0,,,146,168,,,,170.0,,,,,128.0,,,,,,,,
2017_47365,Outro,,,,145,162,128.0,156.0,,,,,,,,,,,,,,,
2017_47366,Lisboa,,,,131,146,120.0,,,,,,,,129.0,,,,,,,,
2017_47367,Outro,100.0,,,107,113,,,,96.0,90.0,,,,,,,,,,,,
2017_47368,Braga,77.0,,71.0,86,100,,,30.0,,,,,,,,,,,,,,
2017_47369,Lisboa,129.0,,,112,127,,,,127.0,98.0,,,,,,,,,,,,
2017_47370,Lisboa,,,,140,155,145.0,,,,,,,,139.0,,,,,,,,
2017_47371,Leiria,150.0,112.0,112.0,127,137,,,,,,,,,,,,,,,,,
2017_47372,Porto,135.0,112.0,117.0,125,126,,,,,,,,,,,,,,,,,
2017_47373,Lisboa,,,,190,198,,,,,,172.0,190.0,,,,,,,,,,
2017_47374,Outro,155.0,126.0,138.0,131,152,,,,,,,130.0,,,,,,,,,,
2017_47375,Lisboa,60.0,,76.0,75,100,,,61.0,,,,,,,,,,,,,,
2017_47376,Outro,87.0,86.0,90.0,99,100,,,,,,,,,,,,,,,,,103.0
2017_47377,Outro,,,,86,109,77.0,106.0,,,,,,,,,,,,,,98.0,
2017_47378,Lisboa,,,,105,127,102.0,,,,,,,109.0,,,,,,,,,
2017_47379,Leiria,,,,128,147,,,,,,162.0,127.0,,,,,,,,,,
2017_47380,Porto,130.0,126.0,145.0,127,149,,,,,,,,,,,,,,,,,
2017_47381,Porto,172.0,165.0,148.0,140,167,,,,,,,,139.0,,,,,,,,,
2017_47382,Lisboa,,,,147,167,,,165.0,,,155.0,,,,,,,,,,,
2017_47383,Porto,,,,95,113,,,,,,136.0,67.0,,,,,,,,,,
2017_47384,Outro,92.0,95.0,80.0,95,100,,,,,,,,,,,,,,,,,
2017_47385,Lisboa,,,,157,187,,,189.0,,,172.0,,,,,,,,,,,
2017_47386,Lisboa,167.0,,161.0,170,193,,,199.0,,,,,,,,,,,,,,
2017_47387,Setúbal,149.0,,,129,150,,,,149.0,127.0,,,,,,,,,,,,
2017_47388,Porto,132.0,,,121,149,,,,131.0,,,,,121.0,,,,,,,,
2017_47389,Outro,137.0,,,112,146,,,,135.0,,,,,131.0,,,,,,,,
2017_47390,Braga,86.0,95.0,90.0,98,105,,,,,,,,,,,,,,,,,
2017_47391,Braga,,,,121,116,102.0,,,,101.0,,,,,,,,,,,,
2017_47392,Faro,165.0,,189.0,145,195,,,200.0,,,,,,,,,,,,,,
2017_47393,Lisboa,,,,130,142,125.0,,,,,,,,137.0,,,,,,,,
2017_47394,Leiria,127.0,120.0,119.0,109,134,,,,,,,,,,,,,,,,,
2017_47395,Setúbal,,,,101,123,97.0,130.0,,,,,,,,,,,,,,,
2017_47396,Outro,200.0,,195.0,150,200,,,200.0,,,,,,,,,,,,,,
