Aluno_ID,Distrito,Historia_A,Portugues,Geografia_A,Nota_Interna,Matematica_A,Fisica_Quimica_A,Biologia_Geologia,Geometria_Descritiva_A,Economia_A,Desenho_A,Filosofia,HCA,MACS,Literatura_Portuguesa,Ingles,Historia_B,Matematica_B,Latim_A,Alemao,Espanhol_Iniciacao,Portugues_L2,Portugues_LNM,Frances
2018_51558,Setúbal,163.0,190,,192,,,,,,,,,,,200.0,,,167.0,,,,,
2018_51559,Coimbra,,135,,146,148.0,117.0,126.0,,,,,,,,,,,,,,,,
2018_51560,Lisboa,,103,102.0,113,90.0,,,,97.0,,,,,,,,,,,,,,
2018_51561,Porto,,108,,126,131.0,105.0,123.0,,,,,,,,,,,,,,,,
2018_51562,Faro,,118,118.0,134,119.0,,,,114.0,,,,,,,,,,,,,,
2018_51563,Faro,100.0,104,,114,,,,,,,,,,108.0,,,,,,,,,
2018_51564,Outro,95.0,99,110.0,123,,,,,,,,,,,,,,,,,,,
2018_51565,Coimbra,,115,,121,111.0,109.0,,104.0,,,,,,,,,,,,,,,
2018_51566,Outro,,160,,171,,,,169.0,,157.0,,,,,,,,,,,,,
2018_51567,Lisboa,,140,,174,155.0,159.0,,198.0,,,,,,,,,,,,,,,
2018_51568,Outro,,149,,171,165.0,152.0,,181.0,,,,,,,,,,,,,,,
2018_51569,Outro,82.0,95,,103,,,,,,,,,,88.0,,,,,,,,,
2018_51570,Porto,,109,,131,110.0,116.0,,101.0,,,,,,,,,,,,,,,
2018_51571,Faro,,141,,194,200.0,194.0,,198.0,,,,,,,,,,,,,,,
2018_51572,Outro,58.0,75,,100,,,,,,,,,,62.0,,,,,,,,,
2018_51573,Porto,115.0,130,,144,,,,,,,,,,,153.0,,,,,,,,
2018_51574,Outro,,138,,189,195.0,,,,200.0,,,,145.0,,,,,,,,,,
2018_51575,Lisboa,,88,,100,67.0,86.0,,63.0,,,,,,,,,,,,,,,
2018_51576,Porto,,140,,152,152.0,,,,151.0,,,,120.0,,,,,,,,,,
2018_51577,Porto,102.0,126,,128,,,,,,,,,110.0,,,,,,,,,,
2018_51578,Porto,,126,,143,130.0,136.0,131.0,,,,,,,,,,,,,,,,
2018_51579,Setúbal,,116,,117,106.0,113.0,,86.0,,,,,,,,,,,,,,,
2018_51580,Porto,,135,,154,147.0,132.0,152.0,,,,,,,,,,,,,,,,
2018_51581,Porto,,117,,119,95.0,101.0,111.0,,,,,,,,,,,,,,,,
2018_51582,Setúbal,,95,,105,85.0,86.0,96.0,,,,,,,,,,,,,,,,
2018_51583,Faro,136.0,149,,168,,,,,,,,,,190.0,,,,,,,,,
2018_51584,Lisboa,,128,,149,,,,,,148.0,,117.0,,,,,,,,,,,
2018_51585,Coimbra,80.0,97,,100,,,,,,,,,68.0,,,,,,,,,,
2018_51586,Lisboa,196.0,190,190.0,200,,,,,,,,,,,,,,,,,,,
2018_51587,Lisboa,,118,,129,,,,,,140.0,,103.0,,,,,,,,,,,
2018_51588,Porto,,135,,161,150.0,,,,150.0,,,,127.0,,,,,,,,,,
2018_51589,Lisboa,,141,,191,,,,200.0,,196.0,,,,,,,,,,,,,
2018_51590,Outro,,135,,159,138.0,153.0,,135.0,,,,,,,,,,,,,,,
2018_51591,Setúbal,88.0,105,,114,,,,,,,,,,,133.0,,,,,,,,
2018_51592,Porto,85.0,106,,103,,,,,,,,,82.0,,,,,,,,,,
2018_51593,Outro,,147,,180,180.0,146.0,159.0,,,,,,,,,,,,,,,,
2018_51594,Outro,93.0,99,,106,,,,,,,,,,96.0,,,,,,,,,
2018_51595,Porto,,106,,132,125.0,115.0,,138.0,,,,,,,,,,,,,,,
2018_51596,Outro,,120,,131,96.0,116.0,116.0,,,,,,,,,,,,,,,,
2018_51597,Outro,,130,,155,140.0,134.0,,167.0,,,,,,,,,,,,,,,
2018_51598,Porto,,98,,108,77.0,100.0,,81.0,,,,,,,,,,,,,,,
2018_51599,Outro,125.0,131,,146,,,,,,,,,,,151.0,,,,,,,,
2018_51600,Coimbra,,147,,188,180.0,162.0,189.0,,,,,,,,,,,,,,,,
2018_51601,Outro,,46,,100,,,,9.0,,0.0,,,,,,,,,,,,,
2018_51602,Braga,,130,,157,,,,,,156.0,,112.0,,,,,,,,,,,
2018_51603,Lisboa,86.0,100,,120,,,,,,,,,,,131.0,,,,,,,,
2018_51604,Outro,,140,,158,159.0,130.0,148.0,,,,,,,,,,,,,,,,
2018_51605,Outro,,136,,153,,,,,,151.0,,115.0,,,,,,,,,,,
2018_51606,Outro,,92,,113,97.0,100.0,94.0,,,,,,,,,,,,,,,,
2018_51607,Lisboa,,120,,127,97.0,125.0,117.0,,,,,,,,,,,,,,,,
2018_51608,Faro,106.0,108,,135,,,,,,,,,,,145.0,,,,,,,,
2018_51609,Braga,,136,142.0,161,157.0,,,,145.0,,,,,,,,,,,,,,
2018_51610,Setúbal,,125,,141,136.0,127.0,121.0,,,,,,,,,,,,,,,,
2018_51611,Outro,,125,,147,134.0,133.0,,137.0,,,,,,,,,,,,,,,
2018_51612,Outro,,79,,100,60.0,65.0,70.0,,,,,,,,,,,,,,,,
2018_51613,Coimbra,,121,,130,125.0,117.0,118.0,,,,,,,,,,,,,,,,
2018_51614,Outro,138.0,159,,171,,,,,,,,,,175.0,,,,,,,,,
2018_51615,Porto,,131,,135,116.0,129.0,122.0,,,,,,,,,,,,,,,,
2018_51616,Coimbra,,76,,100,57.0,,,,75.0,,,,58.0,,,,,,,,,,
2018_51617,Lisboa,,115,,125,127.0,111.0,,105.0,,,,,,,,,,,,,,,
2018_51618,Braga,,119,,145,140.0,127.0,,141.0,,,,,,,,,,,,,,,
2018_51619,Lisboa,,85,,100,37.0,52.0,76.0,,,,,,,,,,,,,,,,
2018_51620,Lisboa,,117,,122,112.0,110.0,,89.0,,,,,,,,,,,,,,,
2018_51621,Lisboa,,156,,190,167.0,174.0,195.0,,,,,,,,,,,,,,,,
2018_51622,Porto,,107,,124,115.0,106.0,110.0,,,,,,,,,,,,,,,,
2018_51623,Faro,,160,,169,167.0,145.0,154.0,,,,,,,,,,,,,,,,
2018_51624,Porto,128.0,149,146.0,153,,,,,,,,,,,,,,,,,,,
2018_51625,Porto,77.0,98,,100,,,,,,,,,80.0,,,,,,,,,,
2018_51626,Coimbra,70.0,100,,100,,,,,,,,,,84.0,,,,,,,,,
2018_51627,Outro,,85,,100,78.0,84.0,83.0,,,,,,,,,,,,,,,,
2018_51628,Outro,,129,,141,121.0,119.0,135.0,,,,,,,,,,,,,,,,
2018_51629,Porto,,81,,100,62.0,78.0,86.0,,,,,,,,,,,,,,,,
2018_51630,Coimbra,,75,,100,61.0,73.0,71.0,,,,,,,,,,,,,,,,
2018_51631,Lisboa,,140,140.0,160,175.0,,,,132.0,,,,,,,,,,,,,,
2018_51632,Lisboa,196.0,161,,194,,,,,,,,,,190.0,,,,,,,,,
2018_51633,Lisboa,,137,,176,167.0,181.0,148.0,,,,,,,,,,,,,,,,
2018_51634,Porto,,135,,163,167.0,161.0,138.0,,,,,,,,,,,,,,,,
2018_51635,Lisboa,,105,118.0,119,86.0,,,,85.0,,,,,,,,,119.0,,,,,
2018_51636,Outro,,98,,124,,,,,,135.0,,79.0,,,,,,,,,,,
2018_51637,Lisboa,,110,,128,98.0,113.0,120.0,,,,,,,,,,,,,,,,
2018_51638,Outro,,136,168.0,180,175.0,,,,190.0,,,,,,,,,,,,,,
2018_51639,Porto,,96,,131,,,,116.0,,141.0,,,,,,,,,,,,,
2018_51640,Lisboa,,135,,162,141.0,161.0,148.0,,,,,,,,,,,,,,,,
2018_51641,Outro,,95,,105,88.0,85.0,87.0,,,,,,,,,,,,,,,,
2018_51642,Outro,,87,,100,63.0,75.0,75.0,,,,,,,,,,,,,,,,
2018_51643,Porto,,77,,100,71.0,78.0,66.0,,,,,,,,,,,,,,,,
2018_51644,Lisboa,,106,,135,,,,101.0,,137.0,,,,,,,,,,,,,
2018_51645,Braga,,139,,164,165.0,132.0,156.0,,,,,,,,,,,,,,,,
2018_51646,Coimbra,58.0,65,88.0,100,,,,,,,,,,,,,,,,,,,
2018_51647,Setúbal,,131,,153,121.0,,,,145.0,,,,145.0,,,,,,,,,,
2018_51648,Setúbal,40.0,50,,100,,,,,,,,,0.0,,,,,,,,,,
2018_51649,Braga,,111,,125,98.0,,,,121.0,,,,101.0,,,,,,,,,,
2018_51650,Outro,,157,,200,193.0,200.0,195.0,,,,,,,,,,,,,,,,
2018_51651,Coimbra,,147,,159,146.0,155.0,138.0,,,,,,,,,,,,,,,,
2018_51652,Outro,99.0,120,,111,,,,,,,,,97.0,,,,,,,,,,
2018_51653,Lisboa,,150,,164,,,,,,165.0,,129.0,,,,,,,,,,,
2018_51654,Setúbal,,81,,100,,,,52.0,,115.0,,,,,,,,,,,,,
2018_51655,Lisboa,,148,,192,197.0,172.0,178.0,,,,,,,,,,,,,,,,
2018_51656,Porto,63.0,75,,100,,,,,,,,,65.0,,,,,,,,,,
2018_51657,Lisboa,66.0,85,,104,,,,,,,,,,,118.0,,,,,,,,
2018_51658,Porto,,96,118.0,117,85.0,,,,108.0,,,,,,,,,,,,,,
2018_51659,Porto,,87,,117,,,,,,125.0,,85.0,,,,,,,,,,,
2018_51660,Lisboa,,108,,119,88.0,106.0,109.0,,,,,,,,,,,,,,,,
2018_51661,Outro,,109,,150,,,,145.0,,146.0,,,,,,,,,,,,,
2018_51662,Setúbal,141.0,156,,165,,,,,,,,,,140.0,,,,,,,,,
2018_51663,Outro,69.0,81,100.0,100,,,,,,,,,,,,,,,,,,,
2018_51664,Faro,,138,,161,,,,,,161.0,,146.0,,,,,,,,,,,
2018_51665,Lisboa,,71,,100,48.0,83.0,80.0,,,,,,,,,,,,,,,,
2018_51666,Setúbal,67.0,72,,100,,,,,,,,,60.0,,,,,,,,,,
2018_51667,Setúbal,,69,,100,50.0,65.0,60.0,,,,,,,,,,,,,,,,
2018_51668,Lisboa,,96,,116,102.0,108.0,99.0,,,,,,,,,,,,,,,,
2018_51669,Lisboa,,127,,145,125.0,151.0,125.0,,,,,,,,,,,,,,,,
2018_51670,Lisboa,95.0,111,,128,,,,,,,,,,,131.0,,,,,,,,
2018_51671,Faro,,85,,100,62.0,65.0,,61.0,,,,,,,,,,,,,,,
2018_51672,Braga,172.0,190,156.0,181,,,,,,,,,,,,,,,,,,,
2018_51673,Lisboa,,115,118.0,128,100.0,,,,118.0,,,,,,,,,,,,,,
2018_51674,Lisboa,,157,,193,192.0,194.0,,200.0,,,,,,,,,,,,,,,
2018_51675,Porto,,132,,163,159.0,156.0,148.0,,,,,,,,,,,,,,,,
2018_51676,Outro,,86,,100,45.0,,,,65.0,,,,65.0,,,,,,,,,,
2018_51677,Setúbal,91.0,102,,116,,,,,,,,,,,120.0,,,,,,,,
2018_51678,Outro,,132,,163,138.0,,,,165.0,,,,165.0,,,,,,,,,,
2018_51679,Porto,105.0,135,130.0,138,,,,,,,,,,,,,,,,,,,
2018_51680,Coimbra,126.0,131,128.0,143,,,,,,,,,,,,,,,,,,,
2018_51681,Lisboa,,135,,163,,,,,,178.0,,112.0,,,,,,,,,,,
2018_51682,Lisboa,95.0,100,,114,95.0,95.0,100.0,,,,,,,,,,,,,,,,
2018_51683,Outro,98.0,115,,118,,,,,,,,,87.0,,,,,,,,,,
2018_51684,Faro,,75,,100,60.0,,,,69.0,,,58.0,59.0,,,,,,,,,,
2018_51685,Porto,96.0,96,,109,,,,,,,,,85.0,,,,,,,,,,
2018_51686,Outro,,128,,165,,,,,,167.0,,148.0,,,,,,,,,,,
2018_51687,Lisboa,,138,,192,199.0,200.0,180.0,,,,,,,,,,,,,,,,
2018_51688,Lisboa,93.0,105,,107,,,,,,,,,96.0,,,,,,,,,,
2018_51689,Outro,,105,,113,100.0,95.0,88.0,,,,,,,,,,,,,,,,
2018_51690,Braga,,77,,100,,,,35.0,,111.0,,,,,,,,,,,,,
2018_51691,Outro,,150,,186,185.0,179.0,160.0,,,,,,,,,,,,,,,,
2018_51692,Outro,,115,,124,112.0,112.0,117.0,,,,,,,,,,,,,,,,
2018_51693,Outro,,129,,153,137.0,132.0,128.0,,,,,,,,,,,,,,,,
2018_51694,Lisboa,114.0,120,142.0,144,,,,,,,,,,,,,,,,,,,
2018_51695,Outro,,175,,184,158.0,184.0,,177.0,,,,,,,,,,,,,,,
2018_51696,Lisboa,96.0,107,116.0,119,,,,,,,,,,,,,,,,,,,
2018_51697,Setúbal,138.0,138,140.0,152,,,,,,,,,,,,,,,,,,,
2018_51698,Porto,,145,,200,200.0,200.0,,200.0,,,,,,,,,,,,,,,
2018_51699,Outro,,117,,142,,,,127.0,,147.0,,,,,,,,,,,,,
2018_51700,Lisboa,,107,,119,89.0,102.0,96.0,,,,,,,,,,,,,,,,
2018_51701,Setúbal,,97,,100,67.0,82.0,91.0,,,,,,,,,,,,,,,,
2018_51702,Lisboa,,106,,130,106.0,113.0,,126.0,,,,,,,,,,,,,,,
2018_51703,Porto,82.0,100,,107,,,,,,,,,,95.0,,,,,,,,,
2018_51704,Lisboa,,130,,159,140.0,159.0,147.0,,,,,,,,,,,,,,,,
2018_51705,Braga,,105,,110,95.0,83.0,97.0,,,,,,,,,,,,,,,,
2018_51706,Faro,,109,,133,,,,,,137.0,,97.0,,,,,,,135.0,,,,
2018_51707,Faro,,190,,200,181.0,189.0,,189.0,,,,,,,,,,,,,,,
2018_51708,Lisboa,,95,,100,75.0,86.0,85.0,,,,,,,,,,,,,,,,
2018_51709,Setúbal,,97,,112,95.0,97.0,,106.0,,,,,,,,,,,,,,,
2018_51710,Outro,158.0,145,,167,,,,,,,,,156.0,,,,,,,,,,
2018_51711,Porto,,141,,172,169.0,157.0,135.0,,,,,,,,,,,,,,,,
2018_51712,Braga,,106,,114,81.0,110.0,,105.0,,,,,,,,,,,,,,,
2018_51713,Faro,,129,,151,155.0,123.0,135.0,,,,,,,,,,,,,,,,
2018_51714,Outro,,146,,163,158.0,167.0,127.0,,,,,,,,,,,,,,,,
2018_51715,Porto,196.0,179,,200,,,,,,,,,199.0,,,,,,,,,,
2018_51716,Porto,,135,,151,135.0,139.0,135.0,,,,,,,,,,,,,,,,
2018_51717,Outro,,106,124.0,126,95.0,,,,106.0,,,,,,,,,,,,,,
2018_51718,Porto,,125,,148,119.0,131.0,,155.0,,,,,,,,,,,,,,,
2018_51719,Lisboa,,122,130.0,148,137.0,,,,146.0,,,,,,,,,,,,,,
2018_51720,Outro,150.0,136,,164,,,,,,,,,,166.0,,,,,,,,,
2018_51721,Lisboa,,146,,192,,,,198.0,,187.0,,,,,,,,,,,,,
2018_51722,Lisboa,118.0,145,,152,,,,,,,,,,,157.0,,,,,,,,
2018_51723,Lisboa,,131,,160,155.0,153.0,137.0,,,,,,,,,,,,,,,,
2018_51724,Leiria,,190,,197,186.0,169.0,195.0,,,,,,,,,,,,,194.0,,,
2018_51725,Porto,,190,,195,192.0,200.0,172.0,,,,,,,,,,,,,,,,
2018_51726,Lisboa,,117,,143,140.0,141.0,123.0,,,,,,,,,,,,,,,,
2018_51727,Outro,100.0,105,,123,,,,,,,,,106.0,,,,,,,,,,
2018_51728,Outro,,135,,172,,,,180.0,,150.0,,,,,,,,,,,,,
2018_51729,Setúbal,138.0,148,,154,,,,,,,,,,140.0,,,,,,,,,
2018_51730,Setúbal,,138,,144,,,,,,155.0,,107.0,,,,,,,,,,,
2018_51731,Lisboa,89.0,95,,102,,,,,,,,,76.0,,,,,,,,,,
2018_51732,Porto,,99,108.0,112,88.0,,,,91.0,,,,,,,,,,,,,,
2018_51733,Outro,,95,,103,88.0,89.0,105.0,,,,,,,,,,,,,,,,
2018_51734,Outro,,135,,164,,,,155.0,,156.0,,,,,,,,,,,,,
2018_51735,Lisboa,,110,,130,106.0,121.0,112.0,,,,,,,,,,,,,,,,
2018_51736,Lisboa,,66,,100,,,,37.0,,108.0,,,,,,,,,,,,,
2018_51737,Lisboa,,81,,100,61.0,73.0,84.0,,,,,,,,,,,,,,,,
2018_51738,Lisboa,112.0,115,122.0,126,,,,,,,,,,,,,,,,,,,
2018_51739,Outro,,131,,149,123.0,133.0,138.0,,,,,,,,,,,,,,,,
2018_51740,Outro,137.0,190,,173,,,,,,,,,160.0,,,,,,,,,,
2018_51741,Lisboa,,105,,123,95.0,,,,126.0,,,,97.0,,,,,,,,,,
2018_51742,Lisboa,,102,,127,,,,98.0,,145.0,,,,,,,,,,,,,
2018_51743,Lisboa,,125,,157,143.0,,,,136.0,,,,133.0,,,,,,,,,,
2018_51744,Coimbra,,95,,104,70.0,86.0,91.0,,,,,,,,,,,,,,,,
2018_51745,Porto,,119,,154,135.0,126.0,,155.0,,,,,,,,,,,,,,,
2018_51746,Outro,109.0,132,,139,,,,,,,,,,120.0,,,,,,,,,
2018_51747,Faro,,95,,105,85.0,82.0,,89.0,,,,,,,,,,,,,,,
2018_51748,Coimbra,105.0,118,140.0,133,,,,,,,,,,,,,,,,,,,
2018_51749,Porto,,90,,100,70.0,83.0,71.0,,,,,,,,,,,,,,,,
2018_51750,Lisboa,,81,92.0,100,48.0,,,,72.0,,,,,,,,,,,,,,
2018_51751,Lisboa,,115,,132,135.0,,,,125.0,,,,110.0,,,,,,,,,,
2018_51752,Leiria,,145,,182,200.0,176.0,152.0,,,,,,,,,,,,,,,,
2018_51753,Outro,69.0,90,,100,,,,,,,,,,97.0,,,,,,,,,
2018_51754,Leiria,,112,,110,93.0,103.0,,106.0,,,,,,,,,,,,,,,
2018_51755,Setúbal,162.0,139,,168,,,,,,,,,,175.0,,,,,,,,,
2018_51756,Porto,,122,,136,105.0,122.0,122.0,,,,,,,,,,,,,,,,
2018_51757,Porto,,129,130.0,150,141.0,,,,130.0,,,,,,,,,,,,,,
2018_51758,Faro,127.0,138,,131,,,,,,,,,115.0,,,,,,,,,,
2018_51759,Outro,,190,,198,167.0,200.0,,200.0,,,,,,,,,,,,,,,
2018_51760,Setúbal,106.0,117,136.0,127,,,,,,,,,,,,,,,,,,,
2018_51761,Setúbal,,156,,167,170.0,160.0,135.0,,,,,,,,,,,,,,,,
2018_51762,Lisboa,,126,,117,107.0,106.0,,110.0,,,,,,,,,,,,,,,
2018_51763,Porto,166.0,150,166.0,176,,,,,,,,,,,,,,,,,,,
2018_51764,Outro,,57,,100,32.0,44.0,55.0,,,,,,,,,,,,,,,,
2018_51765,Braga,,107,,141,,,,150.0,,137.0,,,,,,,,,,,,,
2018_51766,Lisboa,,112,,124,108.0,105.0,120.0,,,,,,,,,,,,,,,,
2018_51767,Lisboa,111.0,132,,149,,,,,,,,,154.0,,,,,,,,,,
2018_51768,Outro,89.0,95,,107,,,,,,,,,71.0,,,,,,,,107.0,,
2018_51769,Lisboa,,120,,141,126.0,109.0,115.0,,,,,,,,,,,,,,,,
2018_51770,Lisboa,101.0,110,,124,,,,,,,,,,115.0,,,,,,,,,
2018_51771,Faro,98.0,115,,125,128.0,111.0,113.0,,,,,,,,,,,,,,,,
2018_51772,Porto,75.0,85,,100,,,,,,,,,,89.0,,,,,,,,,
2018_51773,Coimbra,,105,,100,79.0,82.0,88.0,,,,,,,,,,,,,,,,
2018_51774,Setúbal,126.0,136,,144,,,,,,,,,132.0,,,,,,,,,,
2018_51775,Braga,116.0,116,130.0,130,,,,,,,,,,,,,,,,,,,
2018_51776,Porto,,110,,133,105.0,111.0,,155.0,,,,,,,,,,,,,,,
2018_51777,Porto,96.0,118,,121,,,,,,,,,116.0,,,,,,,,,,
2018_51778,Lisboa,,117,,116,96.0,101.0,115.0,,,,,,,,,,,,,,,,
2018_51779,Lisboa,101.0,105,,138,,,,,,,,,,,147.0,,,,,,,,
2018_51780,Setúbal,,121,,131,122.0,123.0,106.0,,,,,,,,,,,,,,,,
2018_51781,Porto,,125,,154,149.0,136.0,147.0,,,,,,,,,,,,,,,,
2018_51782,Porto,,135,130.0,149,132.0,,,,140.0,,,,,,,,,,,,,,
2018_51783,Lisboa,95.0,95,102.0,113,,,,,,,,,,,,,,,,,,,
2018_51784,Porto,,146,,168,,,,167.0,,161.0,,,,,,,,,,,,,
2018_51785,Lisboa,62.0,71,,100,,,,,,,,,,,107.0,,,,,,,,
2018_51786,Outro,107.0,111,,122,,,,,,,,,,111.0,,,,,,,,,
2018_51787,Outro,142.0,128,,142,,,,,,,,,,125.0,,,,,,,,,
2018_51788,Lisboa,126.0,135,140.0,152,,,,,,,,,,,,,,,,,,,
2018_51789,Porto,105.0,110,,131,,,,,,,,,,,137.0,,,,,,,,
2018_51790,Braga,,139,,170,181.0,151.0,,183.0,,,,,,,,,,,,,151.0,,
2018_51791,Lisboa,,99,,110,98.0,95.0,,98.0,,,,,,,,,,,,,,,
2018_51792,Lisboa,92.0,95,,119,,,,,,,,,,,132.0,,,,,,,,
2018_51793,Leiria,95.0,100,,123,,,,,,,,,,105.0,,,,,,,,,
2018_51794,Braga,148.0,128,,157,,,,,,,,,159.0,,,,,,,,,,
2018_51795,Setúbal,,122,,146,140.0,128.0,120.0,,,142.0,,,,,,,,,,,,,
2018_51796,Outro,,190,,199,176.0,191.0,175.0,,,,,,,,,,,,,,,,
2018_51797,Lisboa,56.0,66,,100,,,,,,,,,,,41.0,,,,,,,,
2018_51798,Braga,,142,,153,168.0,134.0,136.0,,,,,,,,,,,,,,,,
2018_51799,Outro,114.0,115,130.0,132,,,,,,,,,,,,,,,,,,,
2018_51800,Lisboa,,127,,161,157.0,150.0,145.0,,,,,,,,,,,,,,,,
2018_51801,Faro,,139,,150,127.0,,,,155.0,,,,139.0,,,,,,,,,,
2018_51802,Braga,112.0,111,,123,,,,,,,,,109.0,,,,,,,,,,
2018_51803,Lisboa,,132,,141,125.0,130.0,126.0,,,,,,,,,,,,,,,,
2018_51804,Lisboa,163.0,150,,180,,,,,,,,,199.0,,,,,,,,,,
2018_51805,Porto,,120,,140,145.0,,,,121.0,,,,139.0,,,,,,,,,,
2018_51806,Braga,120.0,111,136.0,139,,,,,,,,,,,,,,,,,,,
2018_51807,Lisboa,,149,,194,200.0,200.0,156.0,,,,,,,,,,,,,,,,
2018_51808,Setúbal,82.0,89,,100,,,,,,,,,65.0,,,,,,,,,,
2018_51809,Lisboa,,135,,156,152.0,,,,140.0,,,,121.0,,,,,,,,,,
2018_51810,Braga,,96,,106,78.0,76.0,87.0,,,119.0,,,,,,,,,,,,,
2018_51811,Lisboa,,110,,110,90.0,97.0,104.0,,,,,,,,,,,,,,,,
2018_51812,Setúbal,,118,,142,,,,,,152.0,,111.0,,,,,,,,,,,
2018_51813,Lisboa,,95,,106,76.0,102.0,101.0,,,,,,,,,,,,,,,,
2018_51814,Outro,49.0,82,,100,,,,,,,,,43.0,,,,,,,,,,
2018_51815,Outro,98.0,117,,127,,,,,,,,,,122.0,,,,,,,,,
2018_51816,Leiria,128.0,138,,157,,,,,,,,,,149.0,,,,,,,,,
2018_51817,Porto,,69,,100,,,,38.0,,100.0,,,,,,,,,,,,,
2018_51818,Lisboa,119.0,135,158.0,151,,,,,,,,,,,,,,,,,,,
2018_51819,Braga,,190,,183,,,,,,185.0,,140.0,,,,,,,,,,,
2018_51820,Porto,116.0,127,148.0,134,,,,,,,,,,,,,,,,,,,
2018_51821,Lisboa,196.0,165,,199,,,,,,,,,,,200.0,,,,,,,,
2018_51822,Setúbal,,76,100.0,100,61.0,,,,76.0,,,,,,,,,,,,,,
2018_51823,Porto,,155,,160,148.0,156.0,136.0,,,,,,,,,,,,,,,,163.0
2018_51824,Outro,,106,,133,121.0,113.0,114.0,,,,,,,,,,,,,,,,
2018_51825,Lisboa,,120,,150,117.0,136.0,,150.0,,,,,,,,,,,,,,,
2018_51826,Coimbra,,71,,100,55.0,75.0,80.0,,,,,,,,,,,,,,,,
2018_51827,Lisboa,,117,,133,,,,,,138.0,,95.0,,,,,,,,,,,
2018_51828,Outro,,128,,144,128.0,147.0,120.0,,,,,,,,,,,,,,,,
2018_51829,Setúbal,,159,,192,200.0,192.0,158.0,,,,,,,,,,,,,,,,
2018_51830,Porto,128.0,190,,170,,,,,,,,,145.0,,,,,,,,,,
2018_51831,Outro,100.0,125,,143,,,,,,,,,,120.0,145.0,,,,,,,,
2018_51832,Outro,,70,,100,20.0,56.0,49.0,,,,,,,,,,,,,,,,
2018_51833,Leiria,,131,,166,168.0,141.0,162.0,,,,,,,,,,,,,,,,
2018_51834,Porto,,145,,152,155.0,139.0,136.0,,,,,,,,,,,,,,,,
2018_51835,Lisboa,,135,,150,129.0,,,,159.0,,,,125.0,,,,,,,,,,
2018_51836,Porto,,117,,137,,,,106.0,,136.0,,,,,,,,,,,,,
2018_51837,Outro,,127,,157,128.0,148.0,,167.0,,,,,,,,,,,,,,,
2018_51838,Lisboa,133.0,137,,150,,,,,,,,,,117.0,,,,,,,,,
2018_51839,Faro,121.0,120,,134,,,,,,,,,,126.0,,,,,,,,,
2018_51840,Coimbra,100.0,105,,114,,,,,,,,,98.0,,,,,,,,,,
2018_51841,Outro,130.0,147,,161,,,,,,,,,,,156.0,,,,,,,,
2018_51842,Porto,121.0,135,,143,,,,,,,,,,,157.0,,,,,,,,
2018_51843,Lisboa,,89,,107,95.0,,,,85.0,,,,85.0,,,,,,,,,,
2018_51844,Braga,,130,,151,127.0,137.0,138.0,,,,,,,,,,,,,,,,
2018_51845,Porto,127.0,130,136.0,137,,,,,,,,,,,,,,,,,,,
2018_51846,Lisboa,196.0,150,190.0,198,,,,,,196.0,,,,,,,,,,,,,
2018_51847,Coimbra,95.0,112,,127,,,,,,,,,,,139.0,,,,,,,,
2018_51848,Outro,,110,,127,98.0,116.0,112.0,,,,,,,,,,,,,,,,
2018_51849,Outro,,160,,198,,,,200.0,,178.0,,,,,,,,,,,,,
2018_51850,Outro,,98,116.0,108,88.0,,,,83.0,,,,,,,,,,,,,,
2018_51851,Lisboa,,125,,140,138.0,113.0,126.0,,,,,,,,,,,,,,,,
2018_51852,Porto,80.0,95,,100,,,,,,,,,,88.0,,,,,,,,,
2018_51853,Leiria,132.0,120,136.0,141,,,,,,,,,,,,,,,,,,,
2018_51854,Braga,,99,,126,,,,98.0,,129.0,,,,,,,,,,,,,
2018_51855,Outro,108.0,121,,133,,,,,,,,,,126.0,,,,,,,,,
2018_51856,Braga,135.0,146,146.0,157,,,,,,,,,,,,,,,,,,,
2018_51857,Outro,,141,,182,175.0,152.0,177.0,,,,,,,,,,,,,,,,
2018_51858,Coimbra,,101,,109,86.0,106.0,95.0,,,,,,,,,,,,,,,,
2018_51859,Setúbal,100.0,111,126.0,124,,,,,,,,,,,,,,,,,,,
2018_51860,Outro,,156,162.0,186,165.0,,,,187.0,,,,,,,,,187.0,,,,,
2018_51861,Porto,113.0,137,,135,,,,,,,,,,115.0,,,,,,,,,
2018_51862,Porto,,105,,112,97.0,95.0,,105.0,,,,,,,,,,,,,,,
2018_51863,Outro,,146,,167,158.0,156.0,165.0,,,,,,,,,,,,,,,,
2018_51864,Outro,,102,114.0,104,78.0,,,,100.0,,,,,,,,,,,,,,
2018_51865,Porto,138.0,135,,156,,,,,,,,,,,160.0,,,,,,,,
2018_51866,Outro,,117,,140,101.0,,,,121.0,,,,117.0,,,,,,,,,,
2018_51867,Lisboa,107.0,127,138.0,141,,,,,,,,,,,,,,,,,,,
2018_51868,Lisboa,,130,,134,121.0,119.0,123.0,,,,,,,,,,,,,,,,
2018_51869,Setúbal,,148,,181,200.0,160.0,151.0,,,,,,,,,,,,,,,,
2018_51870,Outro,,128,142.0,147,132.0,,,,150.0,,,,,,,,,,,,,,
2018_51871,Lisboa,76.0,105,,100,,,,,,,,,90.0,,,,,,,,,,
2018_51872,Porto,,125,,141,115.0,131.0,130.0,,,,,,,,,,,,,,,,
2018_51873,Lisboa,108.0,117,,137,,,,,,,,,,,150.0,,,,,,,,
